"Aaron Kälin","Staufferstrasse 96
5052 Val-de-Travers" 
"Ida Lehmann","Zürcherstrasse 93
8159 Steffisburg"
"Mélissa Zehnder","Kesslerstrasse 466
5442 Küsnacht"
"Amela Peter Frey","Zimmermannstrasse 3
1016 Pfäffikon"
"Cornel Wyss-Martin","Blaserstrasse 44
5801 Dübendorf"
"Elizabeth Betschart","Schäferstrasse 3
9140 Dübendorf"
"Adnan Gfeller","Bachmannstrasse 12
2570 Morges"
"Joseph Hofer","Martinstrasse 64
6715 Binningen"
"Hubert Stettler","Hofstetterstrasse 590
5495 Frauenfeld"
"Ignaz Wenger","Mäderstrasse 51
1452 Zofingen"
"Waltraud Meyer","Stalderstrasse 73
6427 Le Grand-Saconnex"
"Janic Leunberger","Schneiderstrasse 7
9086 Rheinfelden"
"Albin Leu","Vogtstrasse 2
6575 Versoix"
"Sheila Beck","Bärstrasse 20
8745 La Tour-de-Peilz"
"August Scheidegger-Herzog","Steinerstrasse 4
9062 Lyss"
"Branislav Steiger","Kochstrasse 546
8508 Reinach"
"Amandine Hunziker","Schürchstrasse 4
2062 Horw"
"Lenny Huber","Baderstrasse 560
6993 Amriswil"
"Huguette Lustenberger Hauser","Flückigerstrasse 75
9382 Wettingen"
"Andreas Rey","Lehmannstrasse 67
4406 Reinach"
"Andres Keller","Gerberstrasse 95
8122 Lutry"
"Prof. Oscar Hürlimann","Flückigerstrasse 97
8248 Horgen"
"Lucas Lüthi","Joststrasse 14
9619 Muri"
"Denis Isler","Schärerstrasse 8
1175 Davos"
"Janet Pfister","Küngstrasse 541
6690 Yverdon-les-Bains"
"Eleonore Spörri-Kälin","Ottstrasse 31
1458 Illnau-Effretikon"
"Liam Bernasconi","Hessstrasse 17
6893 Neuhausen"
"Margaretha Zehnder","Bachmannstrasse 13
5126 Glarus"
"Hulda Schürch","Sennstrasse 3
3507 Le Grand-Saconnex"
"Melchior Wenger","Maierstrasse 120
8333 Morges"
"Vanesa Schärer","Favrestrasse 81
7059 Illnau-Effretikon"
"Liridon Lang-Imhof","Joststrasse 90
2233 Villars-sur-Glâne"
"Andy Sutter","Burristrasse 116
1373 Münchenstein"
"Grazia Tanner","Lanzstrasse 4
5727 Crans-Montana"
"Rosalia Benz-Küng","Gerberstrasse 33
4624 Spiez"
"Anastasia Kuhn","Geigerstrasse 2
4913 Cham"
"Salvatore Schär","Steinmannstrasse 1
6311 Affoltern"
"Murat Braun","Winklerstrasse 845
1179 Oberwil"
"Hélène Fehr","Spörristrasse 89
6914 Neuenburg"
"Odette Tanner-Berger","Baderstrasse 394
1138 Liestal"
"Yannick Lüthi","Kägistrasse 45
2031 Allschwil"
"Katherine Huber","Seilerstrasse 62
4164 Pratteln"
"Tamara Stutz-Zimmermann","Schaubstrasse 37
6170 Bassersdorf"
"Markus Gross","Hürlimannstrasse 72
1457 Rheinfelden"
"Jasmine Eichenberger Wüthrich","Kohlerstrasse 70
2731 Bellinzona"
"Eliza Siegrist","Haasstrasse 81
4904 Val-de-Ruz"
"Jamie Michel-Eugster","Meilistrasse 62
3628 Rapperswil-Jona"
"Morena Wettstein","Braunstrasse 44
9959 Wädenswil"
"Hélène Hotz-Wirz","Schmidstrasse 44
5234 Chur"
"Prof. Jeremy Roth","Amreinstrasse 31
1946 Burgdorf"
"Ardita Meier","Lustenbergerstrasse 39
6835 Le Grand-Saconnex"
"Dr. Mile Lüthi","Roosstrasse 177
4397 Val-de-Travers"
"Marion Gfeller","Wüthrichstrasse 92
9093 Münsingen"
"Solange Meili-Schuler","Moserstrasse 67
3555 Onex"
"Cécile Hug","Portmannstrasse 1
1728 Mendrisio"
"Eveline Kern Winkler","Meisterstrasse 35
9584 Winterthur"
"Rosanna Thommen","Amreinstrasse 36
3924 Flawil"
"José Scheidegger","Leunbergerstrasse 32
7245 Richterswil"
"Hélène Maurer","Probststrasse 47
9297 Carouge"
"Irena Frick","Mäderstrasse 62
4531 Frauenfeld"
"Can Spörri-Stocker","Kochstrasse 33
4139 Frauenfeld"
"Prof. Jakob Schmid","Schallerstrasse 9
8418 La Chaux-de-Fonds"
"Claude Lüthi","Meyerstrasse 47
7724 Cham"
"Roland Maier","Kellerstrasse 82
8522 Altstätten"
"Lorenzo Favre","Zürcherstrasse 77
8933 Küsnacht"
"Domenico Stöckli","Kunzstrasse 49
8246 Urdorf"
"Erica Graf Isler","Fischerstrasse 3
6052 Münchenbuchsee"
"Mirjana Tobler","Hotzstrasse 8
5540 Horgen"
"Ian Steiger","Martinstrasse 18
8247 Uster"
"Yannic Roth-Hauser","Bergerstrasse 858
2030 Köniz"
"Raimund Knecht","Favrestrasse 19
7166 Ostermundigen"
"Valentine Huber-Ammann","Maierstrasse 235
9491 Ittigen"
"Yvette Ammann Bättig","Herzogstrasse 86
5770 Regensdorf"
"Luna Furrer Braun","Kesslerstrasse 7
6869 Thônex"
"Finn Hafner","Schnyderstrasse 1
2532 Uster"
"Estelle Bachmann","Langstrasse 91
9691 Kloten"
"Milorad Lüthi-Steffen","Zürcherstrasse 448
4488 Neuhausen"
"Dr. Marian Wolf","Schwabstrasse 19
9169 Crans-Montana"
"Ian Zollinger","Scheideggerstrasse 2
3538 Meilen"
"Sebastian Gut","Friedlistrasse 43
1914 Lausanne"
"Florent Staub","Beckstrasse 5
9916 St. Gallen"
"Petar Hirt","Baderstrasse 24
9603 Weinfelden"
"Felicia Mäder","Bühlmannstrasse 40
3670 Männedorf"
"Domenico Sutter","Albrechtstrasse 84
9681 Adliswil"
"Patrícia Weber","Langstrasse 6
5163 Köniz"
"Ensar Mäder","Schmidtstrasse 36
8308 Locarno"
"Lara Hodel Brunner","Ernststrasse 144
5563 Belp"
"Lorik Bucher","Walderstrasse 2
2267 Delsberg"
"Ibrahim Schaller-Schär","Staubstrasse 3
2587 Muri"
"Arbnor Hafner-Schäfer","Betschartstrasse 41
9673 Spreitenbach"
"Susanna Staub Beck","Rüeggstrasse 21
8581 Reinach"
"Véronique Marti","Bühlmannstrasse 7
5874 Lyss"
"David Scheidegger","Gerberstrasse 2
9009 Belp"
"Rui Bosshard","Betschartstrasse 900
1977 Urdorf"
"Nina Schär","Wolfstrasse 326
7899 Val-de-Ruz"
"Aisha Graf Baur","Blaserstrasse 74
3907 Ittigen"
"Julia Schmidt","Ernistrasse 85
6518 Birsfelden"
"Bruna Brun","Wehrlistrasse 34
6136 Stäfa"
"Idriz Grob","Zinggstrasse 63
7930 Romanshorn"
"Coralie Lehmann","Schaubstrasse 744
3420 Weinfelden"
"Theophil Wirth","Gasserstrasse 900
7015 Muttenz"
"Arda Schneider","Schaubstrasse 90
3077 Romanshorn"
"Celine Bader","Staufferstrasse 282
2298 Glarus"
"Leandro Eugster","Stalderstrasse 1
2537 Pfäffikon"
"Erika Peter Bieri","Zieglerstrasse 65
6974 Wil"
"Nina Näf Kohler","Kochstrasse 34
3591 Locarno"
"Suzana Zbinden Jost","Kaiserstrasse 2
5696 Baar"
"Heidi Mayer","Kaiserstrasse 323
4378 Weinfelden"
"Ignaz Moser","Schaubstrasse 284
8974 Affoltern"
"Janick Meili","Winklerstrasse 531
7958 Mendrisio"
"Carina Brun","Weberstrasse 527
6480 Liestal"
"Emina Lanz","Furrerstrasse 98
6014 Maur"
"Dijana Mäder Wüthrich","Itenstrasse 1
2509 Chur"
"Dr. Hendrik Gloor","Sigriststrasse 38
9567 Carouge"
"Giovanna Hess","Stadelmannstrasse 7
3389 Monthey"
"Horst Staub","Fischerstrasse 62
8278 Meilen"
"Alvaro Wenger","Schmidstrasse 298
1942 Affoltern"
"Béatrice Mettler","Hafnerstrasse 14
6743 Einsiedeln"
"Igor Stocker","Blumstrasse 2
9135 Küssnacht"
"Ayse Vogt","Widmerstrasse 633
1818 Langenthal"
"Morgane Hartmann","Braunstrasse 73
9837 Horgen"
"Gökhan Hoffmann","Albrechtstrasse 6
5158 Rüti"
"Dr. Arlette Schwab","Sutterstrasse 7
8316 Meyrin"
"Florian Moser","Wyssstrasse 596
4283 Luzern"
"Prof. Giovanna Felber","Grafstrasse 680
4278 Lyss"
"Vincenza Eugster-Wettstein","Schwarzstrasse 28
6956 Burgdorf"
"Olivia Marti","Fankhauserstrasse 37
9553 Neuenburg"
"Aferdita Gut","Bühlmannstrasse 93
1086 Lutry"
"Ilaria Kunz","Staubstrasse 6
3201 Bernex"
"Evelyne Jenni","Schneiderstrasse 8
5024 Schaffhausen"
"Hans-Rudolf Kuhn","Walterstrasse 641
6001 Pully"
"Hans-Peter Frick","Bernasconistrasse 50
7199 Winterthur"
"Victor Frei","Kägistrasse 1
4100 Prilly"
"Arif Eugster","Staufferstrasse 98
3757 Gossau"
"Flavia Hoffmann Roos","Itenstrasse 24
4677 Reinach"
"Noémie Kaufmann","Bärstrasse 35
5116 Onex"
"António Gloor","Aebistrasse 71
9904 Wald"
"Jasin Jenni","Bauerstrasse 303
3903 Münchenstein"
"Ilenia Lehmann Grob","Flückigerstrasse 99
6653 Grenchen"
"Damien Baumgartner","Häfligerstrasse 427
8294 Olten"
"Elda Lutz","Hunzikerstrasse 10
9106 Lausanne"
"Vesna Meyer","Wyssstrasse 936
7564 Hinwil"
"Fabrice Senn","Schallerstrasse 38
8082 Birsfelden"
"Yvonne Merz","Kägistrasse 96
7029 Richterswil"
"Eliza Ritter","Schweizerstrasse 872
5147 Volketswil"
"Filomena Grob","Kägistrasse 74
5343 Montreux"
"Mustafa Bosshard","Probststrasse 486
2508 Meyrin"
"Lara Bachmann","Ernistrasse 812
2647 Meyrin"
"Ilenia Walder","Haasstrasse 33
6448 Kriens"
"Alwin Ferrari","Gloorstrasse 45
9606 Monthey"
"Prof. Frederik Egli","Ernistrasse 18
7351 Weinfelden"
"Ophélie Wüthrich","Lutzstrasse 27
2141 La Tour-de-Peilz"
"Csaba Walter","Hofstetterstrasse 35
8185 Spiez"
"Antonietta Leunberger","Stadelmannstrasse 68
7297 Gossau"
"Silvan Koch-Walter","Wengerstrasse 610
1231 Gland"
"Rachel Walder Käser","Gfellerstrasse 5
4650 Illnau-Effretikon"
"Lorenz Hess","Braunstrasse 59
1793 Onex"
"Arthur Ritter","Kälinstrasse 37
8173 Wettingen"
"Ilenia Walter","Kuhnstrasse 8
7077 Prilly"
"Prof. Jasmina Zbinden","Portmannstrasse 70
8257 Mendrisio"
"Dean Blum","Leustrasse 572
2987 Sitten"
"Letizia Studer-Bühlmann","Haslerstrasse 883
4476 Siders"
"Jocelyne Lüscher","Schmidtstrasse 7
7197 Steffisburg"
"Timo Ferrari","Ernststrasse 77
9155 Küssnacht"
"Ajan Spörri","Schürchstrasse 49
7069 Versoix"
"Hannelore Stöckli","Freystrasse 6
7582 Versoix"
"Paula Gerber","Tannerstrasse 10
1317 Stäfa"
"Pierina Vogel","Meierstrasse 9
3897 Onex"
"Ilenia Weber","Kägistrasse 37
8622 Neuhausen"
"Rosanna Keller","Baurstrasse 663
3235 Pully"
"Enea Gerber","Rothstrasse 48
3073 Möhlin"
"Katrin Fankhauser","Huberstrasse 68
9440 Birsfelden"
"Charles Kägi","Schmidtstrasse 57
5100 Uster"
"Giovanna Amrein-Hotz","Eichenbergerstrasse 75
5056 Hinwil"
"Flavia Walter Schoch","Kohlerstrasse 40
5274 Pratteln"
"Margaux Jenni","Wirzstrasse 39
6407 Buchs"
"Björn Weibel","Bauerstrasse 94
1177 Küssnacht"
"Marcos Forster","Portmannstrasse 16
4867 Muri"
"Ilija Bauer","Michelstrasse 69
3955 Allschwil"
"Rebecca Sidler","Lüscherstrasse 9
2152 Maur"
"Mariette Zollinger","Kohlerstrasse 23
2061 Lutry"
"Sonja Weibel","Hoferstrasse 22
3317 Illnau-Effretikon"
"Marie-Claude Wirz Hofstetter","Hugstrasse 30
2542 Locarno"
"Astrid Steffen-Wyss","Schaubstrasse 31
9326 Morges"
"Dr. Viola Haas","Bernasconistrasse 83
3249 Münchenbuchsee"
"Dr. Salomé Gloor","Haslerstrasse 842
2722 Männedorf"
"Dr. Angelo Herzog","Wettsteinstrasse 76
2251 Lugano"
"Ella Tanner Egli","Hermannstrasse 1
8910 Gossau"
"Ilona Roth","Suterstrasse 27
1120 Rheinfelden"
"Malika Vogel","Knechtstrasse 7
4250 Veyrier"
"Harald Kohler","Steinerstrasse 64
9415 Lenzburg"
"Giulia Schär","Bühlmannstrasse 72
9923 Davos"
"Dr. Rainer Moser","Hodelstrasse 92
7522 Buchs"
"Yasin Isler-Bolliger","Grobstrasse 38
1163 Romanshorn"
"Gerlinde Braun Meili","Vogelstrasse 84
7296 Cham"
"Raffaela Flückiger","Eichenbergerstrasse 7
2396 Muttenz"
"Annalise Grob","Gasserstrasse 16
4369 Sarnen"
"Hannes Baumgartner","Fischerstrasse 76
9788 Villars-sur-Glâne"
"Ilona Studer","Hauserstrasse 66
1628 Risch"
"Nevin Gross-Käser","Schenkstrasse 6
8028 Wald"
"Florentina Seiler","Bolligerstrasse 13
4298 Weinfelden"
"Rayan Eugster","Hoferstrasse 158
5897 Reinach"
"Roxane Wenger Küng","Bauerstrasse 70
6148 Sitten"
"Agnese Weber","Rothstrasse 26
1982 Ecublens"
"Pirmin Jenni","Martistrasse 1
4354 Uster"
"Herbert Bucher","Wehrlistrasse 16
5456 Basel"
"Beatrix Mayer-Scheidegger","Hunzikerstrasse 5
3384 Uster"
"Mona Seiler","Fankhauserstrasse 9
6421 Neuhausen"
"Ilse Kälin","Pfisterstrasse 58
8951 Monthey"
"Rodolfo Giger","Blumstrasse 92
3976 Adliswil"
"Lidija Gasser-Scherrer","Wehrlistrasse 27
6951 Siders"
"Saskia Studer","Wagnerstrasse 832
3745 Hinwil"
"Dr. Rui Schuler","Leustrasse 7
7035 Genf"
"Odile Pfister","Zieglerstrasse 61
4510 Münchenbuchsee"
"Malika Giger-Giger","Grafstrasse 98
2421 Riehen"
"Clara Bosshard","Haslerstrasse 48
7581 Zollikofen"
"Maik Blaser","Schmidtstrasse 627
2072 Oftringen"
"Jaqueline Hug-Eichenberger","Wagnerstrasse 44
5261 Oftringen"
"Imelda Hess","Wüthrichstrasse 92
8904 Olten"
"Sereina Hasler","Steinmannstrasse 393
7872 Opfikon"
"Endrit Meili","Kohlerstrasse 7
9875 Reinach"
"Reinhold Fankhauser","Huberstrasse 50
9288 Genf"
"Roland Brun","Ernistrasse 3
7702 Versoix"
"Mariusz Baumann","Schmidstrasse 90
7542 Ostermundigen"
"Almir Schwarz-Baur","Stettlerstrasse 7
3912 Baar"
"Dr. Samanta Wüthrich","Lüscherstrasse 4
8735 Münchenbuchsee"
"Süleyman Egger","Schwarzstrasse 78
4614 Neuenburg"
"Tommaso Egger-Stalder","Hessstrasse 26
7207 Reinach"
"Imelda Leunberger","Gloorstrasse 41
7088 Lausanne"
"Rexhep Baumann","Kochstrasse 25
5483 Arth"
"Andri Kaiser","Seilerstrasse 848
1140 Bülach"
"Aurel Gross","Grafstrasse 26
1541 Hinwil"
"Felice Martin","Häfligerstrasse 310
9234 Chur"
"Joël Kunz","Steigerstrasse 78
5834 Suhr"
"Claude Hürlimann","Beckstrasse 32
4706 Rheinfelden"
"Natalia Wegmann","Aebistrasse 656
8150 Flawil"
"Domenica Furrer","Sigriststrasse 58
3855 Opfikon"
"Margarete Peter-Studer","Aebistrasse 13
4979 Le Grand-Saconnex"
"Imelda Stalder","Lehmannstrasse 58
5372 Horgen"
"Hannelore Frei-Thommen","Vogtstrasse 8
3609 Männedorf"
"Petr Merz","Blaserstrasse 67
9733 Allschwil"
"Gabriel Bühler","Jennistrasse 971
2124 Risch"
"Ivica Ziegler","Hoffmannstrasse 18
8288 Küsnacht"
"Jeanette Stadelmann","Zieglerstrasse 6
5231 Urdorf"
"Sereina Zürcher Wirth","Bieristrasse 76
3399 Ecublens"
"Dragica Blaser","Spörristrasse 81
9957 Glarus"
"Andri Gloor","Bauerstrasse 80
7614 Suhr"
"Margret Jenni","Steinmannstrasse 9
6426 Einsiedeln"
"Imer Walder","Michelstrasse 90
4967 Grenchen"
"Delia Gloor","Ottstrasse 71
8900 Wetzikon"
"Ferenc Meier","Hoferstrasse 70
4828 Bernex"
"Dr. Yanick Lüscher","Felberstrasse 25
6123 La Chaux-de-Fonds"
"Raphaël Wirth","Freistrasse 2
2811 La Tour-de-Peilz"
"Saskia Berger Probst","Schäferstrasse 13
1106 Muri"
"Admir Wettstein","Stettlerstrasse 92
1461 Mendrisio"
"Rosetta Pfister","Lutzstrasse 8
9330 Suhr"
"Josephine Blaser Gut","Hofmannstrasse 127
5927 Wädenswil"
"Lena Fischer","Wegmannstrasse 91
2158 Affoltern"
"Inge Baur","Baurstrasse 50
6598 Kreuzlingen"
"Anne Sidler","Ernststrasse 5
4168 Wald"
"Frédérique Thommen","Knechtstrasse 5
2004 Hinwil"
"Vladimir Sidler","Ritterstrasse 51
5913 Glarus"
"Janet Gasser Schweizer","Gigerstrasse 87
5407 Arth"
"Evan Häfliger","Gloorstrasse 36
1436 Volketswil"
"Serge Wolf-Bernasconi","Beckstrasse 45
2899 Baden"
"Gudrun Schürch Ferrari","Schlatterstrasse 328
3462 Möhlin"
"Elina Schwab-Kohler","Staubstrasse 924
8120 Brugg"
"Prof. Delia Gerber","Hofstetterstrasse 48
6400 Wil"
"Inge Gasser","Kernstrasse 6
9713 Villars-sur-Glâne"
"Dr. Attila Imhof","Albrechtstrasse 106
6331 Schlieren"
"Vesna Schär","Lüscherstrasse 82
4261 Maur"
"Esther Kunz Bättig","Wehrlistrasse 23
3330 La Chaux-de-Fonds"
"Maya Mettler","Steinmannstrasse 30
6619 Dietikon"
"Ladina Weber","Kellerstrasse 75
3865 Küsnacht"
"Xenia Beck","Vogtstrasse 63
6772 Wald"
"Maryse Siegrist-Käser","Wüthrichstrasse 11
6705 Versoix"
"Prof. Mariam Zingg","Hürlimannstrasse 35
2873 Yverdon-les-Bains"
"Nathalie Isler","Hoferstrasse 9
1065 Küssnacht"
"Inge Meier","Bachmannstrasse 494
6745 Küsnacht"
"Bruno Schär","Baumgartnerstrasse 11
8369 Romanshorn"
"Natalia Mäder","Vogelstrasse 7
6889 Reinach"
"Udo Bachmann","Lehmannstrasse 18
3428 Richterswil"
"Gilbert Steinmann","Zbindenstrasse 8
9799 Wädenswil"
"Jade Schnyder","Meierstrasse 806
8970 Carouge"
"Mohammed Portmann","Bolligerstrasse 19
7057 Arth"
"Pedro Moser","Stadelmannstrasse 22
8396 Crans-Montana"
"Prof. Eloïse Schwab","Grafstrasse 844
9701 Münchenbuchsee"
"Afrim Fuchs","Betschartstrasse 55
5420 Neuenburg"
"Inge Schwab","Benzstrasse 48
1107 Ebikon"
"Edon Blum","Sigriststrasse 31
1620 Freiburg"
"Pascale Ferrari-Bieri","Sutterstrasse 544
6123 Lausanne"
"Jennifer Schlatter","Lüthistrasse 74
1303 Riehen"
"Arta Winkler","Fischerstrasse 3
6658 Urdorf"
"Vlora Leunberger","Hofstetterstrasse 96
8948 Wallisellen"
"Maeva Schmid Beck","Schallerstrasse 34
6660 Pfäffikon"
"Loredana Erni","Schwabstrasse 18
7184 Renens"
"Maryam Ziegler","Bianchistrasse 434
1480 Bern"
"Kemal Maurer-Gerber","Frickstrasse 25
6975 Arbon"
"Ingo Frei","Roosstrasse 791
3703 Illnau-Effretikon"
"Bruna Forster","Grafstrasse 69
4828 Horw"
"Dr. Hans-Peter Sutter","Wolfstrasse 50
7100 Thalwil"
"Ennio Maier","Mettlerstrasse 28
1582 Delsberg"
"Niels Stöckli","Favrestrasse 473
2950 Männedorf"
"Prof. Horst Vogt","Mayerstrasse 7
1746 Lenzburg"
"Xenia Ott","Fuchsstrasse 41
7486 Allschwil"
"Cassandra Schäfer","Schweizerstrasse 35
4699 Pfäffikon"
"Flurina Seiler","Bachmannstrasse 135
7581 Emmen"
"Gonçalo Gut","Islerstrasse 905
9407 Männedorf"
"Inès Burri","Kälinstrasse 310
7091 Carouge"
"Rose Hirt Stauffer","Islerstrasse 30
6713 Carouge"
"Margaux Jäggi","Grobstrasse 7
8414 Adliswil"
"Istvan Schwarz","Benzstrasse 82
5148 Muri"
"Prof. Ursina Bader","Hessstrasse 72
9483 Rheinfelden"
"Balz Hunziker","Steinerstrasse 52
1929 Glarus"
"Vitor Sidler","Eggerstrasse 5
8924 Lugano"
"Astrid Moser","Meierstrasse 1
5743 Romanshorn"
"Gianfranco Grob","Christenstrasse 82
4394 Uster"
"Alen Hofmann","Stadelmannstrasse 80
3268 Schwyz"
"Inês Furrer","Vogelstrasse 87
7515 Lutry"
"Dirk Hauser-Schumacher","Blumstrasse 2
1261 La Tour-de-Peilz"
"Cédric Albrecht","Steinerstrasse 490
5649 Birsfelden"
"Mile Schürch-Bühlmann","Kälinstrasse 463
2980 Möhlin"
"Margareta Schwab Imhof","Steinmannstrasse 358
2459 Biel/Bienne"
"Arian Schärer","Ernistrasse 91
8444 Wädenswil"
"Abel Marti","Islerstrasse 27
7687 Pratteln"
"Bertha Steinmann","Freystrasse 80
9492 Pratteln"
"Irene Kuhn-Stocker","Kernstrasse 73
8094 Einsiedeln"
"Arda Blaser","Bärstrasse 74
6438 Kloten"
"Inês Hodel-Zürcher","Suterstrasse 23
5062 Vevey"
"Loïc Bernasconi","Hofmannstrasse 23
5322 Chêne-Bougeries"
"Jesus Küng","Ottstrasse 16
2301 Wallisellen"
"Judith Maier","Wyssstrasse 79
2259 Maur"
"Mégane Jäggi","Schmidtstrasse 337
4721 Pratteln"
"Grace Furrer","Furrerstrasse 96
6100 Schlieren"
"Nina Bucher","Bauerstrasse 19
2449 Adliswil"
"Margarita Hafner","Müllerstrasse 723
5408 Wald"
"Johann Hauser-Senn","Felberstrasse 274
1389 Horw"
"Gloria Ott","Ottstrasse 93
2928 Le Grand-Saconnex"
"Irena Peter","Gasserstrasse 69
6510 Wädenswil"
"Gloria Schweizer","Staubstrasse 62
3369 Bern"
"Ekaterina Felber","Rüeggstrasse 37
7986 Allschwil"
"Malea Schneider-Meyer","Schmidstrasse 89
4360 Biel/Bienne"
"Prof. Isidor Meili","Bergerstrasse 4
6912 Emmen"
"Vladimir Wegmann","Zehnderstrasse 79
5511 Aarau"
"Moreno Küng","Reystrasse 2
2204 Schwyz"
"Onur Zimmermann","Favrestrasse 98
9550 Zollikofen"
"Elisabete Stöckli Kohler","Pfisterstrasse 24
3801 Kloten"
"Helena Schoch","Betschartstrasse 80
8461 Martigny"
"Irene Bolliger-Hofmann","Kägistrasse 57
9369 Belp"
"Lilli Schaub-Thommen","Michelstrasse 98
7446 Buchs"
"Karl-Heinz Christen","Wengerstrasse 20
7161 Münsingen"
"Sam Bosshard","Mettlerstrasse 54
1661 Wädenswil"
"Margarete Ammann","Ackermannstrasse 496
1341 Liestal"
"Hansruedi Lutz","Schenkstrasse 3
9180 Spreitenbach"
"Moira Knecht","Hugstrasse 799
9522 Brugg"
"Joséphine Winkler","Vogelstrasse 7
1384 Renens"
"Prof. Gabriella Scheidegger","Winklerstrasse 5
1106 Schlieren"
"Marie-Claude Hofstetter","Felberstrasse 2
8798 Muri"
"Irma Schoch","Bühlerstrasse 5
2571 Gossau"
"Dr. Marcos Lustenberger","Portmannstrasse 39
9696 Bern"
"Carolin Hodel","Friedlistrasse 736
1899 Münchenstein"
"Noëmi Wyss","Tannerstrasse 9
3098 Mendrisio"
"Jannik Ferrari","Schwabstrasse 12
2678 Wädenswil"
"Luna Grob Furrer","Gfellerstrasse 26
9578 Genf"
"Christina Pfister","Winklerstrasse 912
1326 Wettingen"
"Rinor Seiler","Sidlerstrasse 63
9951 Bulle"
"Katerina Hafner Huber","Wengerstrasse 46
9592 Payerne"
"Helga Iten","Fehrstrasse 368
3068 Siders"
"Irmgard Schweizer-Wirz","Stalderstrasse 962
7069 Mendrisio"
"Prof. Leila Gfeller","Hotzstrasse 81
3471 Onex"
"Danielle Müller","Fuchsstrasse 61
8393 Locarno"
"Marie-José Walder","Bosshardstrasse 402
7342 Wettingen"
"Corinne Schärer","Zinggstrasse 53
2328 Thônex"
"Benno Hoffmann","Ottstrasse 97
4183 Buchs"
"Dr. Detlef Geiger","Ackermannstrasse 82
5442 Kloten"
"Danilo Wirth","Lutzstrasse 25
4798 Horgen"
"Prof. Lorenzo Hotz","Bauerstrasse 71
3919 Kreuzlingen"
"Sabina Bieri Wirth","Siegriststrasse 40
1327 Mendrisio"
"Iryna Bachmann","Steinerstrasse 320
6517 Reinach"
"Elena Hofmann","Scheideggerstrasse 10
2999 Luzern"
"Mirsad Steffen-Steiger","Zbindenstrasse 58
1114 Suhr"
"Leandro Braun","Schumacherstrasse 672
1170 Regensdorf"
"Jonas Bernasconi","Zinggstrasse 1
5503 Solothurn"
"Anke Burri Leunberger","Hofmannstrasse 21
9457 Wallisellen"
"Adrian Meili","Ritterstrasse 3
7561 Rheinfelden"
"Gioia Flückiger Wenger","Zürcherstrasse 7
5651 Freiburg"
"Vincenzo Schoch","Flückigerstrasse 804
4815 La Chaux-de-Fonds"
"Erika Brunner Schär","Walterstrasse 74
4045 Küsnacht"
"Iryna Marti","Bättigstrasse 138
5148 Sarnen"
"Pierrette Gfeller","Baderstrasse 12
1581 Schwyz"
"Virginie Hafner Moser","Schochstrasse 48
8443 Neuhausen"
"Eve Wirz","Ernistrasse 4
1074 Nyon"
"Sina Seiler","Schmidstrasse 74
6078 Brugg"
"Dr. Aferdita Schärer","Haslerstrasse 30
3031 Rapperswil-Jona"
"Lutz Ammann","Lanzstrasse 83
9608 Ecublens"
"Jakub Wenger-Stucki","Stettlerstrasse 247
3897 Renens"
"Ginette Meier","Probststrasse 198
6541 Opfikon"
"Marcello Rey","Pfisterstrasse 100
5185 Morges"
"Isa Kessler","Schulerstrasse 76
2237 Dübendorf"
