"Abdullah Bachmann","Sutterstrasse 86
5460 Arbon" 
"Nik Schlatter","Christenstrasse 46
6344 Wallisellen"
"Ariana Kaiser","Wirthstrasse 50
5624 La Tour-de-Peilz"
"Mateo Schlatter","Baurstrasse 13
5605 Sitten"
"Mercedes Eugster","Ammannstrasse 30
8180 Zofingen"
"Prof. Mischa Schürch","Bühlmannstrasse 51
3883 Olten"
"Sadik Thommen","Schärerstrasse 51
5555 Gossau"
"Ilija Bühlmann","Hotzstrasse 72
7664 Mendrisio"
"Gottfried Kern","Zollingerstrasse 25
3913 Davos"
"Nora Lüthi","Kesslerstrasse 56
4995 Riehen"
"Urban Wenger","Toblerstrasse 389
4267 Birsfelden"
"Lise Hartmann","Itenstrasse 67
7785 Sursee"
"Giuseppina Zollinger","Knechtstrasse 613
2450 La Chaux-de-Fonds"
"Mathilda Gerber","Eglistrasse 48
8190 Flawil"
"Van Kälin","Bernasconistrasse 584
6517 Meyrin"
"Ardit Fischer","Bättigstrasse 64
2507 Herisau"
"Angela Erni","Schwabstrasse 85
7713 Brig-Glis"
"Meryem Stucki","Probststrasse 44
9335 Gland"
"Dr. Olivia Hofmann","Maierstrasse 3
2120 Sitten"
"Marlyse Hug Lüthi","Seilerstrasse 91
4059 Männedorf"
"Anne-Marie Maier Stauffer","Felberstrasse 75
3868 Carouge"
"Natalie Wüthrich","Kaiserstrasse 85
4358 Zollikofen"
"Willi Hotz","Scheideggerstrasse 98
3671 Aarau"
"Mathilde Betschart-Furrer","Pfisterstrasse 37
8462 Bern"
"Jakob Ritter","Sigriststrasse 97
6695 Suhr"
"Hassan Schweizer","Baumgartnerstrasse 7
2694 Lenzburg"
"Joëlle Wirz Bieri","Blaserstrasse 838
2614 Dübendorf"
"Prof. Jeton Arnold","Lehmannstrasse 7
9645 Gossau"
"Helena Zimmermann","Thommenstrasse 854
5471 Lenzburg"
"Dr. Jost Kessler","Studerstrasse 34
9955 Zollikon"
"Nelson Keller","Hermannstrasse 23
7685 Villars-sur-Glâne"
"Tanja Weibel","Kuhnstrasse 873
4798 Männedorf"
"Käthi Probst","Baderstrasse 82
8517 Glarus"
"Mats Beck","Bernasconistrasse 15
6374 Herisau"
"Carina Lüthi","Flückigerstrasse 537
6315 Chêne-Bougeries"
"Pietro Baumann","Bucherstrasse 7
4587 St. Gallen"
"Corina Kälin","Wengerstrasse 210
5894 Einsiedeln"
"Abdullah Steiner","Betschartstrasse 34
4080 Küsnacht"
"John Jenni","Ernststrasse 2
6952 Wettingen"
"Leon Hunziker","Schumacherstrasse 75
1554 Adliswil"
"Annika Hotz","Freistrasse 73
9950 Küsnacht"
"Mustafa Weibel","Moserstrasse 47
6768 Basel"
"Anne-Sophie Hotz-Stucki","Jäggistrasse 51
1954 Steffisburg"
"Matteo Stettler","Martistrasse 89
1852 Sitten"
"Marijana Stöckli","Brunstrasse 37
4981 Luzern"
"Laura Spörri","Thommenstrasse 4
5077 Risch"
"Manfred Amrein","Jäggistrasse 5
8196 St. Gallen"
"Ismael Schwab","Winklerstrasse 55
4608 Emmen"
"Ophélie Ackermann","Schäferstrasse 53
3268 Romanshorn"
"Sergej Widmer","Kesslerstrasse 89
6897 Neuenburg"
"Alex Bättig","Eugsterstrasse 56
3949 Zofingen"
"Mara Rey","Furrerstrasse 8
5355 Neuenburg"
"James Stalder","Friedlistrasse 6
1241 Steffisburg"
"Matthias Peter","Frickstrasse 7
7982 Kriens"
"Dr. Ewa Schaller","Ammannstrasse 271
9334 Solothurn"
"Mustafa Stalder","Schulerstrasse 60
7394 Lenzburg"
"Yannik Hess-Hafner","Wyssstrasse 450
1730 Ittigen"
"Roland Gross","Freystrasse 63
5977 Stäfa"
"Levi Widmer","Scherrerstrasse 722
7377 Dübendorf"
"Ismet Hug","Zürcherstrasse 5
2614 Meyrin"
"Burak Isler","Kaiserstrasse 780
2360 Sarnen"
"Astrit Fischer","Joststrasse 36
9209 Versoix"
"Denis Walder-Scherrer","Baumannstrasse 68
9461 Crans-Montana"
"Matti Keller","Lüscherstrasse 13
6087 Arth"
"Gazmend Schaller","Grossstrasse 84
8866 Steinhausen"
"Rémy Hodel","Ackermannstrasse 7
9132 Münsingen"
"Max Hug","Furrerstrasse 55
4051 Glarus"
"Gordana Aebi","Bärstrasse 63
9278 Aarau"
"Anisa Zürcher","Brunstrasse 35
7614 Siders"
"Prof. Kenan Leu","Zürcherstrasse 86
2577 Lenzburg"
"Mimoza Stettler","Lanzstrasse 4
2303 Dübendorf"
"Paul Spörri","Meilistrasse 59
2341 Oftringen"
"Philip Weber","Zollingerstrasse 48
2316 Montreux"
"Matti Kunz","Wettsteinstrasse 331
8020 Hinwil"
"Ottilia Lehmann Schwarz","Bolligerstrasse 848
4156 Birsfelden"
"Liv Huber","Wyssstrasse 938
3031 Adliswil"
"Romeo Schwarz","Schallerstrasse 10
7826 Thalwil"
"Margreth Gerber","Bühlmannstrasse 67
1990 Wädenswil"
"Tiziana Meyer","Lustenbergerstrasse 7
9665 Möhlin"
"Agathe Bär","Bättigstrasse 50
2234 Dietikon"
"Tarik Martin-Vogt","Winklerstrasse 985
9070 Genf"
"Prof. Véronique Christen","Winklerstrasse 582
6376 Ittigen"
"Prof. Beata Friedli","Zürcherstrasse 4
1530 Pratteln"
"Matti Spörri","Näfstrasse 64
9010 Cham"
"Cindy Benz","Sutterstrasse 52
9006 Schwyz"
"Sophie Wyss Hofer","Lüscherstrasse 3
2694 Horgen"
"Regine Aebi-Lustenberger","Seilerstrasse 34
8938 Neuenburg"
"Mirjana Blaser Küng","Felderstrasse 29
8512 Richterswil"
"Margrit Schürch","Scherrerstrasse 873
3264 Oftringen"
"Anabela Ammann","Maurerstrasse 60
4841 Zürich"
"James Erni","Felberstrasse 89
5883 Payerne"
"Petr Arnold","Beckstrasse 81
2886 Aigle"
"Theresa Flückiger","Ritterstrasse 245
9832 Rüti"
"Matti Stucki","Gutstrasse 34
7600 Chêne-Bougeries"
"Prof. Reto Graf","Schlatterstrasse 57
3271 Schaffhausen"
"Musa Bosshard","Benzstrasse 14
8069 Reinach"
"Enya Gut","Hürlimannstrasse 31
6561 Aigle"
"Bernd Vogel","Schulerstrasse 87
5372 Opfikon"
"Beatrice Ferrari Stucki","Blumstrasse 48
8246 Grenchen"
"Muhamet Schumacher","Studerstrasse 40
1323 Richterswil"
"Livia Lüscher Schmidt","Baumgartnerstrasse 551
9452 Brugg"
"Victoria Amrein","Hafnerstrasse 6
5504 Carouge"
"Leano Zimmermann","Grafstrasse 93
5203 Burgdorf"
"Mattia Wyss","Kaiserstrasse 9
7409 Gossau"
"Odette Merz-Wirth","Reystrasse 66
5146 Prilly"
"Kay Bosshard-Arnold","Burristrasse 51
7594 Olten"
"Bryan Bühler","Bachmannstrasse 157
9652 Suhr"
"Andrea Roos","Baurstrasse 15
3443 Pratteln"
"Irina Meili","Reystrasse 22
5694 Romanshorn"
"Meryem Kessler","Freystrasse 7
3893 Wil"
"Prof. Marek Walder","Felderstrasse 86
1416 Cham"
"Jeanine Michel","Schweizerstrasse 25
3069 Prilly"
"George Favre","Staubstrasse 51
1261 Riehen"
"Maud Gerber","Schürchstrasse 47
7451 Buchs"
"Emina Peter","Lüscherstrasse 85
1418 Mendrisio"
"Dr. Solange Meyer","Schwabstrasse 43
4144 Liestal"
"Martha Probst","Amreinstrasse 4
1294 Delsberg"
"Evelin Frey","Haasstrasse 56
4363 Carouge"
"Sam Lüscher","Schneiderstrasse 222
3044 Dietikon"
"Angel Bauer","Jäggistrasse 76
8020 Wil"
"Anaïs Lutz Kessler","Eggerstrasse 76
4373 Schaffhausen"
"Mariusz Steiner","Rothstrasse 3
1344 Binningen"
"Carine Wegmann","Leustrasse 7
2184 Allschwil"
"Maude Meier","Hartmannstrasse 978
8230 Uster"
"Fiona Iten Kohler","Forsterstrasse 3
6552 Val-de-Travers"
"Alberto Hauser-Scheidegger","Gloorstrasse 43
8625 La Chaux-de-Fonds"
"Therese Egger","Lüscherstrasse 11
2939 Worb"
"Florian Herzog","Eggerstrasse 14
9342 Kreuzlingen"
"Cristiana Gloor Meister","Schärerstrasse 69
1359 Brig-Glis"
"Prof. Arlette Beck","Schlatterstrasse 18
9996 Monthey"
"Marie-Claude Walder","Sidlerstrasse 80
3543 Rüti"
"Nathan Häfliger","Fankhauserstrasse 7
9332 Neuenburg"
"Aurelia Hermann","Wüthrichstrasse 47
8248 Neuhausen"
"Maude Schweizer","Rothstrasse 22
6730 Zollikofen"
"Cynthia Ackermann-Rey","Vogelstrasse 188
3596 Zug"
"Cristian Hasler","Schärstrasse 89
6801 Luzern"
"Doris Bader-Felber","Amreinstrasse 1
5299 Affoltern"
"Valentina Brunner","Fehrstrasse 79
4659 Naters"
"Svetlana Schäfer","Kellerstrasse 877
7319 Romanshorn"
"Anabela Wirth","Arnoldstrasse 59
8300 Nyon"
"Balthasar Koch","Lutzstrasse 12
1470 Montreux"
"Prof. Krzysztof Scheidegger","Eggerstrasse 7
5085 Spreitenbach"
"Matej Arnold-Hofmann","Ernststrasse 19
6483 Carouge"
"Maude Schärer-Fuchs","Haslerstrasse 24
7704 Thun"
"Gennaro Imhof","Ottstrasse 4
8075 Volketswil"
"Maik Studer","Pfisterstrasse 94
2487 Uster"
"Vivien Stalder","Geigerstrasse 10
9492 Neuhausen"
"Emilio Hess","Lüscherstrasse 461
8055 Frauenfeld"
"Erwin Gross","Zinggstrasse 42
4323 Münchenstein"
"Sigrid Schneider Keller","Käserstrasse 79
9793 Lyss"
"Dr. Domenico Blum","Bernasconistrasse 4
9492 Chêne-Bougeries"
"Nick Gloor","Sidlerstrasse 21
8848 Lyss"
"Zuzana Schumacher Hoffmann","Islerstrasse 42
6243 Münchenbuchsee"
"Maude Wenger","Fehrstrasse 621
1194 Carouge"
"Prisca Schaub-Steinmann","Hodelstrasse 5
6866 Glarus"
"Manuela Thommen Giger","Hürlimannstrasse 91
8781 Brig-Glis"
"Frédérique Rey","Rüeggstrasse 11
5777 Suhr"
"Dr. Margarita Bachmann","Näfstrasse 1
5368 Olten"
"Viola Tobler Favre","Amreinstrasse 29
1506 Einsiedeln"
"Ada Ritter","Zinggstrasse 78
5862 Olten"
"Margarita Winkler Weibel","Fankhauserstrasse 49
8217 Carouge"
"Margaritha Weibel Ziegler","Maurerstrasse 46
8019 Payerne"
"Mariette Mayer","Zimmermannstrasse 75
3659 Neuhausen"
"Maurice Bauer","Gutstrasse 6
8861 Meilen"
"Floriane Benz","Schumacherstrasse 45
2981 Liestal"
"Besart Sutter","Favrestrasse 484
1491 Maur"
"Sandrine Eugster","Schwarzstrasse 73
8057 Martigny"
"Yanick Tanner","Brunnerstrasse 844
2048 Horgen"
"Edwin Kunz","Bärstrasse 473
6283 Wald"
"Denis Mäder","Burristrasse 751
2641 Lugano"
"Chantal Lang","Zinggstrasse 683
2818 Solothurn"
"Fatmire Gut","Gigerstrasse 370
8359 Schlieren"
"Janick Suter","Kunzstrasse 755
6398 Onex"
"Max Hirt","Grossstrasse 10
1594 Ittigen"
"Dr. Grzegorz Gloor","Pfisterstrasse 65
3706 Einsiedeln"
"Fisnik Schwarz","Zbindenstrasse 8
7283 Bülach"
"Sandra Wettstein","Bolligerstrasse 611
2621 Winterthur"
"Dr. Violeta Thommen","Seilerstrasse 367
3095 Delsberg"
"Prof. Stephan Weber","Walderstrasse 2
9611 Naters"
"Frédéric Kägi","Schochstrasse 24
5833 Spreitenbach"
"Amy Haas","Ammannstrasse 23
4795 Crans-Montana"
"Nathan Steinmann","Zimmermannstrasse 245
1480 Aesch"
"Dr. Tahir Siegrist","Stuckistrasse 460
1602 Aesch"
"Max Wehrli","Vogelstrasse 10
5118 Gossau"
"Ilir Fehr","Kaiserstrasse 47
4966 Payerne"
"Jelena Schoch","Schlatterstrasse 26
8340 Einsiedeln"
"Agatha Lehmann","Hugstrasse 47
4733 Amriswil"
"Rina Giger Kägi","Imhofstrasse 812
7296 Richterswil"
"Fatih Rüegg","Kochstrasse 28
3036 Birsfelden"
"Dr. Gion Staub","Häfligerstrasse 10
4740 Chêne-Bougeries"
"Angélique Knecht","Sennstrasse 9
4667 Brugg"
"Graziella Blum-Steiner","Kaufmannstrasse 723
8563 Sarnen"
"Nicoletta Kern Frick","Grossstrasse 31
3540 Carouge"
"Maxime Hug","Christenstrasse 353
8031 Pully"
"Maurus Bauer","Meierstrasse 94
6317 Bernex"
"Alessio Stauffer","Brunnerstrasse 9
9498 Binningen"
"Andrea Bühlmann","Lanzstrasse 77
3077 Renens"
"Margarida Schär Hunziker","Michelstrasse 71
4925 Brig-Glis"
"Fredy Stutz-Bauer","Lanzstrasse 92
9190 Burgdorf"
"Gilberte Felder","Schwarzstrasse 45
7404 Binningen"
"Mirjam Favre-Meier","Bühlerstrasse 55
8292 Schwyz"
"Lean Schoch","Kaufmannstrasse 732
1565 Emmen"
"Yolanda Bachmann","Lehmannstrasse 60
3492 Reinach"
"Maximilian Graf","Stutzstrasse 25
5906 Binningen"
"Colin Burri","Zieglerstrasse 47
4241 Allschwil"
"Grzegorz Bättig","Sigriststrasse 54
6423 Chêne-Bougeries"
"Joana Baur Stalder","Näfstrasse 5
3538 Muri"
"Benno Studer-Schäfer","Ammannstrasse 91
1088 Delsberg"
"Amy Spörri","Bärstrasse 947
7317 Pratteln"
"Aurelio Bernasconi","Müllerstrasse 14
9008 Nyon"
"Raimund Furrer","Michelstrasse 97
2434 Winterthur"
"Corina Seiler Steiner","Schwarzstrasse 370
9651 Olten"
"Raymond Braun","Hoferstrasse 1
7939 Rapperswil-Jona"
"Maya Baumgartner Ritter","Hauserstrasse 1
7811 Urdorf"
"Prof. Josette Albrecht","Ernistrasse 228
2799 Baar"
"Luciano Ritter","Furrerstrasse 71
4783 Brig-Glis"
"Pasquale Schlatter","Baurstrasse 76
1510 Emmen"
"Maria Hess","Weibelstrasse 97
2066 Oberwil"
"Malik Bolliger","Albrechtstrasse 20
5297 Affoltern"
"Prof. István Tanner","Steinerstrasse 990
9988 Aigle"
"Rouven Steiger","Hessstrasse 66
5424 Illnau-Effretikon"
"Vjollca Sutter","Huberstrasse 33
2782 Muttenz"
"Prof. Juri Beck","Toblerstrasse 32
6396 Rheinfelden"
"Maëlle Aebi","Huberstrasse 12
5705 Spiez"
"Siro Zehnder","Kesslerstrasse 43
5919 Romanshorn"
"Prof. Nathan Schneider","Christenstrasse 2
3698 Biel/Bienne"
"Sergej Sigrist","Hessstrasse 881
3435 Zollikofen"
"Giada Furrer","Stalderstrasse 128
5439 Zug"
"Lukasz Imhof","Langstrasse 69
1704 Flawil"
"Liam Schmid","Jennistrasse 4
7773 Uster"
"Prof. Nando Zehnder","Zinggstrasse 80
4840 Birsfelden"
"Heidy Merz-Schnyder","Steinerstrasse 86
8803 Flawil"
"Nadège Walder-Lüscher","Steigerstrasse 2
7573 Crans-Montana"
"Maëlle Meyer","Schmidtstrasse 897
6880 Bern"
"Ilija Sidler","Kaufmannstrasse 961
8833 Biel/Bienne"
"Agnes Lüthi","Eichenbergerstrasse 15
4519 Ostermundigen"
"Cosimo Albrecht","Wengerstrasse 96
9075 Zürich"
"Prof. Liridona Ritter","Eichenbergerstrasse 505
8205 Thônex"
"Jasin Merz","Frickstrasse 70
5685 Opfikon"
"Damien Zimmermann","Steinmannstrasse 5
7120 Adliswil"
"Dr. Ivo Blaser","Wirzstrasse 78
7951 Bülach"
"Eduard Benz","Jäggistrasse 30
8821 Sarnen"
"Ilir Bühlmann","Felberstrasse 81
7394 Stäfa"
"Maëlle Ott","Wagnerstrasse 5
3045 Sursee"
"Susanne Meister Gfeller","Forsterstrasse 2
5103 Belp"
"Timea Blaser","Meierstrasse 14
4211 Männedorf"
"Renée Meyer","Schallerstrasse 4
4336 Onex"
"Yvette Hess","Küngstrasse 87
7607 Meyrin"
"Selim Staub","Spörristrasse 50
3727 Cham"
"Eileen Eugster","Studerstrasse 46
5126 Horgen"
"Corinne Fuchs","Merzstrasse 9
3694 Rheinfelden"
"Alessandra Thommen","Bosshardstrasse 38
9803 Illnau-Effretikon"
"Florent Wyss","Bachmannstrasse 55
3676 Wettingen"
"Medina Kuhn","Sennstrasse 755
8667 Lutry"
"Prof. Joachim Gfeller","Martistrasse 77
7030 Münchenbuchsee"
"Dr. Biagio Kaufmann","Meilistrasse 682
4498 Nyon"
"Leticia Rey","Lutzstrasse 7
2757 Steinhausen"
"Gökhan Bättig","Amreinstrasse 446
6637 Horgen"
"Robert Portmann","Meisterstrasse 91
8506 Meilen"
"Aida Seiler Fischer","Staubstrasse 10
5177 Reinach"
"Judith Spörri","Wengerstrasse 49
1992 Zug"
"Joanne Eugster Wirz","Beckstrasse 7
9228 Worb"
"Eloïse Michel-Thommen","Sutterstrasse 24
2981 Basel"
"Melanie Bianchi Christen","Geigerstrasse 13
9226 Maur"
"Emilia Martin-Schwab","Lutzstrasse 83
6453 Kloten"
"Irene Geiger","Kägistrasse 77
2149 Lancy"
"Teresa Maier","Schneiderstrasse 34
1666 Yverdon-les-Bains"
"Kathleen Baur Mayer","Jennistrasse 70
5393 Bern"
"Arthur Suter","Fankhauserstrasse 16
7843 Altstätten"
"Neo Kern","Kellerstrasse 76
5475 Bellinzona"
"Cecilia Stadelmann","Ritterstrasse 48
2191 Zug"
"Lucia Favre","Baumgartnerstrasse 34
3283 Riehen"
"Philipp Kern","Merzstrasse 47
6817 Pfäffikon"
"Melanie Gross","Bühlerstrasse 203
7651 Rüti"
"Jack Berger-Koch","Peterstrasse 740
5710 Neuenburg"
"Dr. Dina Schürch","Bergerstrasse 4
3903 Morges"
"Dr. Antonia Eugster","Haasstrasse 9
5132 Wettingen"
"Serena Berger-Meyer","Zürcherstrasse 4
3927 Val-de-Ruz"
"Marlène Peter","Ackermannstrasse 71
4508 Allschwil"
"Zoe Aebi Mayer","Freistrasse 22
8348 Yverdon-les-Bains"
"Imer Berger","Ammannstrasse 7
6181 Adliswil"
"Matej Flückiger","Thommenstrasse 4
6363 Wil"
"Joshua Sutter","Sidlerstrasse 48
7027 Zollikofen"
"Melanie Wettstein","Siegriststrasse 84
6418 Ecublens"
"Marthe Hauser","Portmannstrasse 49
8349 Küsnacht"
"Line Bosshard","Leunbergerstrasse 16
2324 Köniz"
"Muhamed Fehr","Schwabstrasse 8
8087 Liestal"
"Özlem Steffen Gerber","Staubstrasse 2
5945 Maur"
"Géraldine Hauser","Bolligerstrasse 48
9367 Gland"
"Susan Schär","Studerstrasse 71
8546 Burgdorf"
"Annelies Meister","Schweizerstrasse 3
3534 Pratteln"
"Sandy Weibel","Lutzstrasse 91
7143 Küsnacht"
"Sofia Bader Hug","Stockerstrasse 979
6388 Ostermundigen"
"Melchior Ziegler","Scheideggerstrasse 30
3944 Regensdorf"
"Bettina Frei","Hofmannstrasse 52
7962 Altstätten"
"Liliane Weber","Steinmannstrasse 1
2790 Richterswil"
"István Wirz","Bühlmannstrasse 95
2056 Adliswil"
"Kim Schuler","Portmannstrasse 36
7586 Risch"
"Waltraud Stutz Furrer","Fehrstrasse 2
4023 Hinwil"
"Dr. Liselotte Iten","Steinmannstrasse 64
5251 Worb"
"Jovan Frei","Meisterstrasse 19
7183 Baden"
"Marika Seiler-Jost","Wehrlistrasse 3
9193 Genf"
"Prof. Emir Zürcher","Sigriststrasse 5
2192 Solothurn"
"Melina Baumann-Hotz","Pfisterstrasse 34
6513 Möhlin"
"Rinor Jäggi","Spörristrasse 63
3350 Cham"
"Sylvia Tanner","Rothstrasse 525
5192 Horw"
"Giuseppina Bianchi","Vogtstrasse 81
5965 Illnau-Effretikon"
"Milena Martin","Merzstrasse 78
9214 Chêne-Bougeries"
"Corina Ferrari Bühlmann","Wegmannstrasse 57
8799 Thônex"
"Prof. Thi Wagner","Imhofstrasse 1
5212 Männedorf"
"Dr. Melisa Zbinden","Zbindenstrasse 2
1267 Kloten"
"Ahmet Beck","Häfligerstrasse 45
7181 Sursee"
"Norah Koch","Fankhauserstrasse 7
8785 Davos"
"Melinda Gasser","Moserstrasse 4
5317 Steinhausen"
"Dagmar Ferrari","Imhofstrasse 57
7572 Romanshorn"
"Prof. Arian Bosshard","Geigerstrasse 65
2477 Versoix"
"Liridona Haas","Rüeggstrasse 580
5062 Amriswil"
"Luzius Wenger","Bachmannstrasse 2
3294 Vevey"
"Leslie Stettler","Gutstrasse 4
2090 Crans-Montana"
"Jana Gasser","Weberstrasse 56
3945 Aesch"
"Samir Scheidegger","Stuckistrasse 38
2092 Adliswil"
"Jean Steiner","Bärstrasse 3
4635 Monthey"
"Leonora Favre","Albrechtstrasse 893
4022 Ebikon"
"Melinda Merz","Christenstrasse 11
2844 Münchenbuchsee"
"Tanya Steiger","Schochstrasse 78
3943 Aarau"
"Mahmut Bühler","Spörristrasse 48
8783 Sursee"
"Rayan Häfliger","Burristrasse 4
7811 Kriens"
"Romane Frey","Jäggistrasse 913
1497 Aarau"
"Luke Fankhauser","Lutzstrasse 99
4466 Rapperswil-Jona"
"Ron Hafner","Schaubstrasse 619
8846 Zollikofen"
"Ismail Steiner","Schwarzstrasse 720
8474 Steinhausen"
"Yvonne Zbinden-Rey","Eggerstrasse 472
7959 Ostermundigen"
"Eloïse Herzog","Hessstrasse 58
5999 Freienbach"
"Melisa Hafner","Brunstrasse 933
5002 Riehen"
"Arben Hodel","Bolligerstrasse 23
6836 Amriswil"
"Susann Gfeller Lehmann","Hofstetterstrasse 47
7386 Onex"
"Berta Jenni","Leunbergerstrasse 69
5406 Oftringen"
"Mike Zehnder","Hodelstrasse 98
3293 Glarus"
"Ronja Hafner","Haasstrasse 929
7914 Val-de-Travers"
"Ella Herzog","Zieglerstrasse 839
2322 Villars-sur-Glâne"
"Rinaldo Kunz","Hofmannstrasse 12
5526 Steffisburg"
"Juan Huber","Grossstrasse 986
9655 Kriens"
"Prof. Salome Sigrist","Wyssstrasse 7
3679 Morges"
"Melisa Hotz","Leunbergerstrasse 9
3953 Gossau"
"Ajan Mayer-Lehmann","Ritterstrasse 22
3596 Winterthur"
"Yannik Michel","Widmerstrasse 7
6150 Neuenburg"
"Olaf Wenger","Ernistrasse 688
7805 Weinfelden"
"Leana Fischer-Schaller","Islerstrasse 776
7530 Herisau"
"Lionel Eichenberger","Hoffmannstrasse 807
1446 Mendrisio"
"Nicolas Fuchs","Schnyderstrasse 79
5760 Arbon"
"Jeanne Martin","Kellerstrasse 84
1838 Le Grand-Saconnex"
"Eugenia Gut","Friedlistrasse 30
2090 Solothurn"
"Ramazan Meyer","Freistrasse 29
5574 Payerne"
"Melissa Hirt","Peterstrasse 4
8516 Nyon"
"Rosario Bieri","Hermannstrasse 6
4482 Langenthal"
"Murielle Siegrist Forster","Felderstrasse 323
9471 Naters"
"Prof. Esther Bär","Baurstrasse 87
9409 Bernex"
"Marika Wenger","Martistrasse 5
3881 Steffisburg"
"Bastian Tanner","Kellerstrasse 933
4071 Martigny"
"Mirella Schweizer-Geiger","Jäggistrasse 870
4368 Zollikon"
"Prof. Lena Schwab","Schwabstrasse 82
5512 Regensdorf"
"Pamela Bär Lehmann","Albrechtstrasse 15
9268 Illnau-Effretikon"
"Emanuel Herzog","Schärstrasse 15
9718 Chêne-Bougeries"
"Melvin Mettler","Stalderstrasse 84
8358 Biel/Bienne"
"Gilbert Lehmann","Zbindenstrasse 44
6601 Steffisburg"
"Werner Senn","Felderstrasse 7
1670 Thalwil"
"Marica Pfister","Lehmannstrasse 87
7684 Wädenswil"
"Dr. Giorgia Leu","Meyerstrasse 3
2255 Zollikofen"
"Donatella Steiner","Schulerstrasse 71
9389 Rapperswil-Jona"
"Viviane Kaufmann","Kälinstrasse 786
8173 Regensdorf"
"Dennis Wirth-Wettstein","Rüeggstrasse 50
3749 Brig-Glis"
"Alisha Steffen","Benzstrasse 353
2484 Meilen"
"Francine Brunner","Steigerstrasse 58
1383 Wettingen"
"Mentor Bader","Martinstrasse 5
8208 Binningen"
"Teodora Senn","Walderstrasse 5
4625 Küsnacht"
"Hildegard Wyss-Staub","Vogtstrasse 26
5078 Brig-Glis"
"Nico Jäggi","Gutstrasse 43
9937 Aesch"
"Cyril Walder-Bauer","Gasserstrasse 282
3348 Möhlin"
"Cecilia Walter Stalder","Fehrstrasse 18
8504 Renens"
"Said Jäggi-Giger","Wüthrichstrasse 49
4301 Chur"
"Reto Schoch-Kuhn","Aebistrasse 9
1032 Val-de-Travers"
"Margarita Frei-Gasser","Studerstrasse 97
1531 Bulle"
"Dr. Mila Gloor","Gfellerstrasse 14
3852 Ecublens"
"Mentor Schaller","Tannerstrasse 26
5336 Lugano"
"Prof. Diane Schlatter","Maierstrasse 954
3782 Wohlen"
"Cynthia Schär","Widmerstrasse 79
8454 Binningen"
"Magda Geiger","Schwabstrasse 2
1100 Rapperswil-Jona"
"Emma Zbinden","Freystrasse 49
6355 Prilly"
"Fabienne Herzog","Bauerstrasse 751
9685 Bernex"
"Sarina Hafner","Sigriststrasse 274
9110 Ittigen"
"Stephan Koch-Spörri","Maierstrasse 2
1328 Prilly"
"Angelica Stocker","Wehrlistrasse 45
1957 Bern"
"Jost Hug","Bättigstrasse 566
8105 Bulle"
"Mercedes Lanz","Reystrasse 60
8449 Illnau-Effretikon"
"Quentin Baumann","Albrechtstrasse 8
3943 Horw"
"Ian Egli-Wirth","Sennstrasse 7
4922 Plan-les-Ouates"
"Jill Gasser","Scherrerstrasse 18
6781 Amriswil"
"Amalia Hess-Baumgartner","Leunbergerstrasse 476
8454 Wallisellen"
