"丁冠宇","48302 豐原松山巷94號之3" 
"林雅雯","264 朴子縣石牌路586號0樓"
"吳淑敏","27552 阿里山縣中興路63號之9"
"歐俊宇","78600 古坑縣芝山路76號9樓"
"陳政宏","60877 竹田市水源巷60號7樓"
"吳秀珠","26834 古坑民享路757號5樓"
"饒志明","86068 板橋育英路554號9樓"
"劉淑美","178 彰化市平和街3號之9"
"林冠宇","602 北斗縣民族巷73號8樓"
"陳博文","22716 新營市自立巷19號之3"
"楊佳玲","38196 北港縣育英街582號9樓"
"周寶珠","855 彰化市天母路6號之7"
"蔡美惠","417 朴子市光復巷76號之6"
"林月娥","658 台東市新莊街32號1樓"
"黃雅惠","120 台北市頂福州街5號之6"
"葉世明","32289 三重和平街252號3樓"
"邱志成","493 花蓮正義街26號之1"
"張素琴","80080 橫山四維巷6段39號之3"
"許志文","87619 嘉義新北投路79號之7"
"余玉鳳","657 八德士林巷1號之2"
"楊俊宇","85556 八德新店路784號0樓"
"張俊佑","59122 中壢縣太平街6號之9"
"陳明珠","91951 澎湖市德街6段304號6樓"
"李淑慧","68110 板橋大勇巷233號7樓"
"曾麗華","36278 斗六縣土城路6號4樓"
"潘宜蓁","855 褒忠市紅樹林路13號之0"
"林子恩","614 北斗縣永寧街51號5樓"
"何宗霖","588 宜蘭市中和巷9號之5"
"李雅雯","63187 橫山縣新埔路69號之1"
"王俊傑","37013 草屯動物園街85號1樓"
"楊俊男","32332 新營大同街729號1樓"
"簡怡婷","25377 屏東市關渡路67號之2"
"羅素珠","769 三重縣光明街5號之9"
"蘇素琴","864 頭份市博愛路4號5樓"
"陳柏宏","194 員林縣水源路618號4樓"
"吳宗霖","262 新營縣建國街4段823號之3"
"李秀娟","65588 八德中山路786號之2"
"廖俊宏","917 連江雙連路354號8樓"
"林秋香","941 新竹縣關渡巷9號1樓"
"吳淑美","82553 連江縣光明街1段753號0樓"
"楊俊賢","18721 中和關渡街86號7樓"
"許志誠","95332 臺中萬隆路67號之7"
"蘇麗華","760 北竿劍潭巷962號0樓"
"廖文華","12371 豐原市光明路502號0樓"
"王雅慧","44279 桃園市學府路4號5樓"
"高正雄","17352 屏東市大橋頭巷59號5樓"
"王麗娟","73876 屏東縣學府巷1號2樓"
"楊俊宇","55543 北斗光明巷3段99號9樓"
"張淑娟","374 楊梅迴龍巷115號之9"
"吳哲維","667 金門東興路90號之1"
"楊俊雄","49139 基隆自立路225號之9"
"吳凱翔","90164 白沙中山街4段70號之5"
"施雅惠","97244 南投正義巷72號0樓"
"張淑美","621 古坑和平街6號6樓"
"許志鴻","446 橫山市興路3號8樓"
"馮麗華","592 高雄迴龍巷97號之9"
"翁進興","708 竹田大安路3號之3"
"劉怡婷","186 褒忠縣延平巷9號1樓"
"黃志宏","328 新竹萬隆巷728號6樓"
"陳美華","21487 大里景美巷8號之7"
"楊冠宏","570 褒忠市光華巷9段7號之4"
"李建興","70423 樹林天母巷8段4號之7"
"王俊傑","886 員林市成功街603號之1"
"何素卿","323 楊梅新生路6段90號6樓"
"紀麗珠","959 新竹市民有街99號之7"
"葉素貞","279 光復市劍南巷885號2樓"
"何俊雄","492 中和市古亭路831號5樓"
"黃進發","177 新營縣關渡街2段6號0樓"
"李俊良","46047 竹田市石牌巷5號0樓"
"林美珍","47872 梅山南路91號之9"
"楊凱翔","290 桃園成功路6段770號之2"
"林麗娟","616 太平劍南街2段31號2樓"
"林明珠","469 橫山廣慈巷634號之6"
"鄭鈺婷","357 台中縣大同路6號之8"
"伍政宏","104 南投中山路55號4樓"
"林俊宇","43031 三重縣自由巷87號5樓"
"呂明輝","14853 南投南路30號之8"
"黃怡君","899 嘉義土城街3段78號之0"
"劉建成","160 台東劍潭街64號4樓"
"黎淑華","33091 板橋市新店巷45號8樓"
"楊勝雄","40671 白沙市延平巷654號之7"
"徐正雄","102 新營市民享巷883號之4"
"林子睿","46125 八德大仁巷872號之5"
"康秀英","613 澎湖市五福巷55號之8"
"王俊賢","26832 橫山市自由巷682號之9"
"陳秀枝","82880 桃園市大智街370號之3"
"黃志忠","394 鳳山育英路56號9樓"
"曾彥廷","309 新竹華興巷6號2樓"
"李秋香","13571 大里縣林森路528號6樓"
"吳威廷","83330 南投天母街794號之0"
"楊哲維","704 基隆市象山巷2段760號之6"
"劉冠宏","655 馬公民有巷4號之8"
"陳冠廷","26107 台東縣水源街59號3樓"
"鄭宗翰","275 新竹市仁愛巷8號之0"
"陳春美","803 樹林縣新埔巷63號之3"
"張淑玲","89488 太保縣古亭路618號之5"
"張素珍","30206 臺東市西門街271號之7"
"黃淑芳","488 連江興巷733號之4"
"黃宗翰","20059 台中德路8號之7"
"林承翰","56329 太保市自強巷89號0樓"
"楊威廷","843 屏東太平巷8段27號之4"
"曾志賢","709 豐原水源巷11號4樓"
"余建良","173 花蓮劍南巷6號之3"
"李秋香","74729 褒忠三民街9號0樓"
"陳怡君","424 南投長春巷3號6樓"
"王秀琴","97115 八德縣信義路58號4樓"
"沈淑娟","76541 臺東市大橋頭路329號之5"
"洪志雄","548 中壢市民生路8號之4"
"高麗香","55730 阿里山縣四維巷585號之6"
"許家豪","987 桃園縣新興路585號7樓"
"楊子翔","706 連江中和路53號之8"
"吳威廷","53931 屏東縣北投路6段7號0樓"
"高志遠","490 雲林光明街75號8樓"
"鍾志忠","275 梅山新生路1號1樓"
"洪文傑","720 板橋自由路6號之5"
"王金龍","824 阿里山縣長安路5號之4"
"陳文雄","59293 澎湖萬隆巷8段317號之8"
"吳柏宇","78855 中壢文化路572號0樓"
"徐美華","690 鳳山市自強路98號8樓"
"蘇秀華","258 台南市延平巷9段25號0樓"
"楊子翔","833 花蓮國凱八德巷3號3樓"
"吳宇翔","100 頭份大橋頭巷36號0樓"
"吳志宏","193 中壢市民治路4號2樓"
"劉美玉","23284 新竹民權路37號5樓"
"陳雅婷","334 太保新生街116號之0"
"蔡志豪","592 朴子市忠孝巷71號之2"
"蔡宥辰","49032 台東大勇路41號之3"
"侯義雄","840 光復市天母路6段7號0樓"
"莊秀霞","90872 苗栗福安路4段897號之2"
"劉家銘","904 光復學府街7段47號之9"
"楊宗憲","114 新北學府巷336號4樓"
"李詩涵","971 桃園縣新生巷403號9樓"
"阮宗翰","61275 桃園市長春巷225號之5"
"張麗娟","804 員林縣淡水街1號之7"
"吳家豪","21242 北斗德街3號2樓"
"林秀英","38253 金門頂福州巷604號之8"
"林素琴","788 澎湖大坪街1段134號之4"
"梁仁傑","731 白沙廣慈巷72號8樓"
"羅哲瑋","53133 澎湖淡水路4號之1"
"翁俊賢","285 新竹學府巷1號0樓"
"楊宗翰","43908 頭份德路5段447號4樓"
"曾家榮","242 橫山劍潭路739號之5"
"何麗美","397 卑南大橋頭街47號3樓"
"黃鈺婷","51866 阿里山芝山巷7號0樓"
"呂麗珍","709 樹林市新北投路2號8樓"
"單素珍","441 彰化縣光明街78號2樓"
"劉進財","67970 草屯市中和路6號2樓"
"林麗卿","95345 北竿淡水街151號9樓"
"吳雅婷","353 中和迴龍街5號7樓"
"許柏霖","98246 大里平和街8號之2"
"楊宗翰","71244 竹田土城街19號之6"
"袁正雄","19043 永康市象山街906號之1"
"翁秀珍","61787 彰化淡水巷3段6號之7"
"張勝雄","957 雲林龍山寺路290號3樓"
"于俊明","649 竹田縣明德路1段1號8樓"
"顏禹彤","76029 褒忠太平街1段7號2樓"
"林淑卿","91091 臺東民治巷76號9樓"
"高玉英","13951 宜蘭民有街19號6樓"
"張志豪","61853 楊梅縣長安巷36號之7"
"張鈺婷","37254 大里縣劍潭路9段507號之0"
"楊宜蓁","316 關山光明路5段28號9樓"
"楊淑慧","91781 橫山北投街3號之4"
"童秀珠","377 臺中市景美巷6號之3"
"連淑華","377 光復光明巷26號之7"
"郭雅惠","358 台中市仁愛街7號1樓"
"陳雅萍","267 馬公市光明路46號之3"
"康仁傑","66772 北斗三民街26號6樓"
"呂博文","90173 關山縣東湖路4號6樓"
"吳子翔","47286 宜蘭中山街490號5樓"
"王義雄","791 澎湖縣自由街27號7樓"
"楊家豪","367 竹北市中正巷3號5樓"
"曾志偉","99145 宜蘭西門巷5號1樓"
"楊武雄","62750 草屯新生路6號8樓"
"張建成","645 蘆竹縣民有巷217號之5"
"余麗珍","25466 臺中縣小碧潭路1號之1"
"郭婉婷","50166 金門縣民有街9號之2"
"劉志豪","42507 北竿縣文化巷1段811號4樓"
"朱怡君","796 斗六正義巷920號之5"
"張志豪","855 橫山平和街21號之6"
"賴淑慧","45595 梅山民生路2號2樓"
"楊建興","47777 員林市四維路31號之8"
"嚴素珠","91162 古坑縣永和巷68號之3"
"徐寶珠","901 鳳山長安巷4段1號之9"
"蘇淑華","272 北竿市中央街51號2樓"
"趙淑芬","790 花蓮福安路4段96號0樓"
"洪俊豪","22501 台南蘆洲街2段1號7樓"
"楊雅雯","91522 永和新北投巷91號之4"
"宋淑芳","79395 台東士林巷7號2樓"
"方建興","262 大里市民富街696號2樓"
"蕭宗翰","13391 桃園大橋頭路7號6樓"
"楊志強","138 嘉義縣東興街785號9樓"
"陳志豪","240 新營文山巷4段385號之7"
"洪秀華","878 古坑民族街1號之3"
"林明宗","95396 基隆民享街6號之5"
"李俊銘","18342 金門文山路1號8樓"
"林政宏","77063 永康新店巷1段41號8樓"
"謝冠霖","500 台東市關渡路7段62號之7"
"蕭月娥","698 嘉義福安路331號4樓"
"温柏霖","29794 褒忠學府路579號2樓"
"盧麗琴","528 草屯縣民權巷78號5樓"
"楊志忠","11175 臺東市萬隆街754號之4"
"劉雅婷","88535 台中縣自由路84號2樓"
"李美華","752 中壢天母路51號之9"
"何志銘","405 基隆公園街5段9號之4"
"廖國雄","544 阿里山淡水街50號3樓"
"陳志明","709 台南大橋頭街8段9號7樓"
"簡淑美","382 豐原市華興街4號之6"
"姚志偉","44288 基隆縣西門街4段159號之4"
"陳秀玲","90031 阿里山興路35號8樓"
"彭麗香","748 牡丹文化巷467號5樓"
"楊志忠","95117 朴子縣天母巷59號1樓"
"李麗娟","506 臺中縣中興巷3號之5"
"張麗卿","815 台北景美路4號7樓"
"胡鈺婷","203 竹田芝山街2號之7"
"陳信宏","83380 中壢市新生巷9號5樓"
"李文龍","99417 大里市大坪街611號之4"
"鄭佳蓉","247 桃園太平街318號之1"
"許威廷","926 北斗縣民富路95號2樓"
"吳金龍","683 中壢長春巷35號4樓"
"林俊宏","71204 高雄市仁愛街147號之3"
"楊志成","174 豐原紅樹林巷9號7樓"
"李怡君","953 新北士林巷8號之3"
"梁宇翔","68639 桃園五福街8號3樓"
"何冠廷","42654 員林縣西門巷1號4樓"
"黃美玉","73975 橫山新店街321號之1"
"李冠廷","499 竹田縣明德路9號0樓"
"王榮華","97971 大里自由路94號2樓"
"黃春美","954 桃園市中山路13號5樓"
"葉家豪","570 臺中市東湖路5號之3"
"林明德","37928 台中市府中巷4號0樓"
"楊志成","474 竹田縣民富路67號之6"
"鄭雅惠","554 竹田市民享巷721號之6"
"劉淑卿","165 楊梅縣文昌巷699號2樓"
"齊進財","978 蘆洲縣龍山寺街20號之3"
"周冠宏","39286 太保縣林森街600號之2"
"鄧雅玲","23936 金門新北投巷981號8樓"
"劉國雄","55756 豐原文昌巷167號5樓"
"林秀珠","87727 彰化中央路3段4號6樓"
"張美惠","48125 朴子縣仁愛路87號7樓"
"林宥辰","64810 三重縣文化街4段8號3樓"
"楊志成","602 楊梅市土城巷94號之0"
"張秀蘭","27261 關山縣四維路80號之4"
"林凱翔","50021 橫山奇岩街82號0樓"
"王建志","541 永康市象山街9號之5"
"辜建中","436 嘉義五福巷44號之0"
"胡秀珍","29786 草屯市中興路46號5樓"
"黃玉梅","747 屏東縣莒光巷848號之1"
"陳秀琴","464 蘆竹雙連巷55號之3"
"葉文忠","848 員林石牌巷24號1樓"
"張佳玲","61908 斗六市紅樹林巷818號5樓"
"楊志明","972 斗六市小碧潭巷9號之4"
"洪家豪","71216 阿里山市新生巷35號7樓"
"金美玲","89730 苗栗市小碧潭巷43號9樓"
"蘇冠霖","46439 高雄市新店街914號4樓"
"劉家宏","80790 桃園蘆洲路88號之8"
"吳淑芬","86201 古坑民治巷81號之1"
"尤心怡","26414 臺中市公園路97號0樓"
"蘇正雄","73861 梅山縣芝山街197號之9"
"陳淑玲","36851 宜蘭忠孝路29號之2"
"黃欣妤","55049 新竹文山街611號之3"
"楊怡君","47998 北斗新店街9段543號之3"
"李美玲","953 臺中縣新生街4號之6"
"吳俊賢","980 卑南縣新生街7號0樓"
"黃金鳳","92760 三重和平路814號之9"
"宋志偉","516 台東奇岩巷458號7樓"
"劉家豪","84288 金門芝山路2段276號4樓"
"王志偉","90320 太平縣中興巷9號之9"
"柯美惠","45049 蘆洲景美巷85號之5"
"王玉珍","374 太保市淡水街8段5號之9"
"許淑娟","19100 朴子市民治街141號6樓"
"楊怡婷","641 蘆竹長安巷5號2樓"
"吳志遠","255 新營縣新生路9段26號之8"
"楊進興","70839 樹林市景美路8號2樓"
"王家宏","764 蘆洲市延平巷125號4樓"
"林玉英","762 褒忠市新生路747號0樓"
"蔡承恩","72669 新北頂福州街26號6樓"
"楊宗翰","27500 竹北市光復街5段20號之4"
"劉文忠","497 新竹市自立路9號之5"
"吳文彬","965 太保市府中路659號之0"
"周宇翔","52800 北竿縣德街5段9號之2"
"楊承恩","566 新北市蘆洲街92號4樓"
"蕭冠宏","11850 太保關渡路853號之8"
"賴永昌","17823 樹林市自立路334號之4"
"黃麗珠","134 光復縣廣慈路4段62號之3"
"劉柏翰","942 蘆竹市頂福州巷2段4號7樓"
"王詠晴","904 平鎮自強街326號2樓"
"黃芯語","19025 板橋新北投路314號2樓"
"呂美珠","100 褒忠縣中和路500號5樓"
"羅靜怡","314 樹林光復巷2段361號8樓"
"石玥彤","578 彰化三民街5段446號5樓"
"楊承翰","414 台南市長春街35號1樓"
"陳建宏","103 古坑萬隆巷36號之6"
"林美玲","10993 阿里山光復街5號之5"
"郭素琴","80242 高雄縣華興街1段6號8樓"
"陳淑芬","945 苗栗淡水街79號3樓"
"李志強","109 新竹市新生街745號3樓"
"周文華","23195 台南和平路857號2樓"
"全正雄","37917 金門市中山路4段1號之4"
"劉麗美","803 斗六市長安路66號之3"
"鍾文賢","85059 豐原市奇岩街92號6樓"
"楊文祥","94441 鳳山縣信義巷1號之6"
"陳進興","45566 永和大橋頭路98號之4"
"徐志雄","91311 卑南新生巷359號之5"
"簡秀玉","333 阿里山市勝利路66號之6"
"謝宜蓁","97467 嘉義土城街4號之8"
"蔡美娟","428 苗栗縣民生路217號1樓"
"蔡文章","616 澎湖縣新莊街36號之2"
"李淑慧","690 竹田縣大橋頭街9號1樓"
"吳秋香","211 新北市民有巷826號7樓"
"林恩碩","14725 永康文化巷95號6樓"
"楊明哲","22725 苗栗龍山寺街90號之7"
"陳玉英","39731 朴子縣自強街8號1樓"
"陳碧霞","441 新北成功路86號之6"
"陳柏宏","19472 竹北延平街8號6樓"
"鄭秀英","349 竹田大勇街9段66號2樓"
"龎志宏","856 彰化平和街22號3樓"
"劉美惠","61887 豐原縣中興路2號8樓"
"曾淑芬","767 樹林市松山街7號之1"
"江金蓮","35635 澎湖縣頂福州街6號9樓"
"駱正雄","72640 平鎮奇岩路6段33號4樓"
"楊月英","357 頭份公園巷666號之7"
"楊秀美","906 臺中縣文山巷4段103號之0"
"魏苡晴","68420 朴子關渡街82號之9"
"陳詩涵","427 連江縣動物園街15號之9"
"簡文彬","51366 基隆縣奇岩路3段1號6樓"
"陳志明","251 三重育英路82號之9"
"嚴淑華","88111 蘆竹天母路7號2樓"
"鄧玉蘭","657 南投縣莒光街8號2樓"
"黃淑珍","918 牡丹市永寧街95號之4"
"莊秀珍","946 連江縣天母街3段6號1樓"
"楊柏霖","102 鳳山縣奇岩路98號3樓"
"柯素蘭","974 白沙大勇巷83號之7"
"朱玉玲","609 臺東市象山路530號4樓"
"張文龍","93594 員林中山巷407號之2"
"吳惠珍","406 樹林縣劍南路482號4樓"
"林文彬","787 朴子縣信義路1號3樓"
"陳彥廷","80332 桃園市中山街7號之3"
"任麗華","953 竹田市龍山寺巷544號之5"
"石美華","83840 新北光復路8段161號之9"
"許思妤","49257 八德縣德街45號1樓"
"楊正雄","80105 台北縣興街1號1樓"
"李凱翔","462 台南蘆洲街94號3樓"
"邱怡婷","481 北港松山路185號3樓"
"簡怡君","57117 草屯市莒光路5段52號6樓"
"李博文","53683 北竿縣自由路140號之9"
"蔡心怡","131 卑南勝利街40號4樓"
"郭美珍","760 連江市蘆洲街74號之1"
"李志偉","94247 梅山縣林森巷689號6樓"
"賴永昌","826 苗栗光復街890號9樓"
