"丁哲瑋"|"410 澎湖市紅樹林街80號之6" 
"彭惠玲"|"99703 褒忠市國凱八德巷712號4樓"
"楊淑華"|"778 永和雙連路67號4樓"
"葉仁傑"|"932 卑南育英巷972號之0"
"楊淑芬"|"127 北斗縣士林巷7號之7"
"徐榮華"|"93275 卑南縣成功路6號2樓"
"蕭文雄"|"408 金門和平街9段706號之6"
"林玉梅"|"12007 大里縣中山巷973號之8"
"林俊傑"|"62557 頭份市土城路62號0樓"
"葉凱翔"|"712 楊梅市土城巷27號之6"
"林志成"|"67704 台北市大仁巷245號之0"
"葉碧珠"|"249 苗栗士林街72號之7"
"許志強"|"121 古坑永安街4段8號7樓"
"蔡冠廷"|"970 豐原市民有巷6段19號之2"
"蔡秀英"|"845 新北市劍南路360號4樓"
"莊淑芬"|"481 連江大智巷690號7樓"
"蕭正雄"|"95380 光復縣大安路8號1樓"
"葉文雄"|"37143 金門五福街6號6樓"
"蘇宜蓁"|"481 平鎮大橋頭巷8段386號之4"
"劉靜怡"|"80329 竹北市松山巷6段409號之2"
"王文彬"|"46521 楊梅紅樹林路7號之2"
"顏玉美"|"605 中壢市昆陽街5段45號之8"
"倪哲瑋"|"61704 桃園明德街8號之3"
"程明宏"|"19295 南投五福街93號3樓"
"趙志偉"|"263 朴子市中央街562號之6"
"張宗翰"|"47672 金門市新興巷2號之3"
"蕭秀珍"|"749 花蓮興街1號之2"
"李宇軒"|"80936 桃園光華巷859號之5"
"林建良"|"60631 新營大勇巷41號之0"
"林志豪"|"738 草屯縣中和路58號之1"
"陳玉珍"|"623 阿里山建國巷61號之7"
"彭彥廷"|"62440 橫山奇岩路7段82號2樓"
"王文欽"|"831 竹北長安巷51號之8"
"林柏宇"|"502 朴子中央街3段44號之1"
"陳榮華"|"775 連江市小碧潭街14號7樓"
"汪玉琴"|"794 太保縣民享巷558號6樓"
"蕭美珠"|"64149 台中莒光街8號之3"
"王雅婷"|"555 連江象山路257號之0"
"王雅婷"|"883 彰化縣民族路8號5樓"
"廖承恩"|"75190 苗栗市莒光路6號之8"
"黃怡婷"|"764 光復新北投路1號2樓"
"蔡文雄"|"42225 蘆洲縣蘆洲巷41號之3"
"林碧珠"|"642 草屯市紅樹林街1段30號2樓"
"洪美華"|"61191 台北縣民享路42號8樓"
"陳家瑋"|"73210 桃園縣忠義路94號1樓"
"黃佩珊"|"19867 汐止縣大同巷638號9樓"
"蕭美珠"|"99792 梅山天母巷1號0樓"
"黃宗翰"|"853 頭份迴龍街4號之1"
"余彥廷"|"50480 員林市景美巷6號6樓"
"方凱翔"|"26385 員林自由路3號之3"
"翁雅惠"|"83156 大里莒光街46號0樓"
"林美華"|"88553 梅山縣新莊路6段831號之4"
"王俊傑"|"120 斗六中央巷60號之0"
"盧秀美"|"588 平鎮縣劍南街7號之3"
"黃麗雲"|"41803 永康長春巷9號之4"
"梁威廷"|"555 馬公市昆陽街9號之1"
"蕭美華"|"839 三重市德路241號0樓"
"吳志宏"|"32030 大里市和平街67號之2"
"鍾家豪"|"454 竹田中正巷5段981號之7"
"周嘉宏"|"41677 蘆竹縣西門街81號7樓"
"廖碧雲"|"828 澎湖市中華巷89號1樓"
"吳雅惠"|"25058 光復市劍南街7段69號9樓"
"許志偉"|"61244 新北縣信義街83號3樓"
"許明哲"|"384 金門市莒光路2號2樓"
"林文華"|"72440 三重市太平街82號之0"
"宋玉梅"|"431 花蓮松山巷96號2樓"
"蕭進發"|"564 朴子縣大安巷1號1樓"
"林靜怡"|"25608 宜蘭新生巷9號1樓"
"陳俊廷"|"175 宜蘭大仁街24號5樓"
"黃建成"|"601 八德關渡巷5段31號8樓"
"張志成"|"424 連江民治路4號之3"
"楊明珠"|"304 北港市小碧潭路22號之6"
"許美玉"|"50409 台東縣東湖路17號之2"
"饒宇翔"|"570 豐原市忠義街192號之5"
"蘇柏宏"|"10461 關山蘆洲路408號3樓"
"楊美玉"|"618 牡丹市大勇巷9段7號之0"
"蕭進興"|"987 斗六三民街35號之4"
"賴秀珠"|"379 北竿市文昌路3段2號4樓"
"陳進發"|"36893 嘉義建國路39號7樓"
"張志偉"|"634 屏東縣新生街69號4樓"
"劉麗美"|"53493 頭份縣太平巷2段98號之2"
"吳秀梅"|"324 台東市天母路727號之5"
"張嘉宏"|"406 蘆竹中和路384號4樓"
"林雅婷"|"674 永和古亭巷691號之9"
"江承翰"|"324 新營縣新埔路65號之4"
"黃建良"|"770 北港縣府中街10號之6"
"蕭麗雲"|"525 八德縣博愛街29號之8"
"黄俊宏"|"650 北竿太平街86號之0"
"林淑芬"|"623 八德關渡巷8號之9"
"郭玉鳳"|"12373 新營縣天母巷47號1樓"
"詹志宏"|"726 基隆民族路5號9樓"
"游麗珍"|"11600 梅山縣中華路207號之7"
"吳志偉"|"143 新營縣奇岩路4段1號6樓"
"鄒秀美"|"377 連江市文昌巷9號9樓"
"古志遠"|"121 新營市民生街1號7樓"
"賴彥廷"|"366 北斗縣新興街78號9樓"
"薛文華"|"620 朴子縣和街街9號之6"
"楊柏睿"|"25579 梅山府中巷8段9號之9"
"李文祥"|"39903 古坑市關渡路645號7樓"
"謝義雄"|"699 斗六市福安路8號2樓"
"李美玲"|"41333 中和縣光復巷4號1樓"
"李文祥"|"871 蘆洲市景美路13號2樓"
"陳秀霞"|"755 彰化市莒光街5段47號之8"
"葉俊傑"|"739 南投縣林森巷9段3號1樓"
"余文祥"|"971 苗栗市劍潭街1號之1"
"呂文傑"|"59806 嘉義民權路4號7樓"
"薛淑華"|"349 新營市仁愛巷1號8樓"
"楊義雄"|"64129 草屯縣大安巷7號7樓"
"林志鴻"|"468 臺東紅樹林巷3段86號之1"
"林嘉宏"|"542 苗栗建國街21號1樓"
"黃明德"|"36208 新營市仁愛路62號1樓"
"陳明輝"|"938 連江新生街58號之2"
"張柏宇"|"135 中和土城路549號6樓"
"尤明哲"|"65599 草屯大同街29號之3"
"石麗玉"|"57674 台東仁愛路58號9樓"
"林宗憲"|"536 台中市小碧潭路6段16號之7"
"薛靜怡"|"863 板橋中正街7段961號之4"
"李怡婷"|"91597 樹林市文山巷27號3樓"
"蘇宗翰"|"813 連江市文昌巷488號5樓"
"曾建志"|"723 大里迴龍路723號3樓"
"蕭美英"|"462 永康中正街867號5樓"
"邱淑玲"|"367 台中福安街7號之9"
"林淑芳"|"441 光復市大橋頭路16號之5"
"陳美華"|"330 板橋國凱八德巷7號之8"
"曾美雲"|"72440 橫山縣長春路6段69號3樓"
"周正義"|"46649 台中市文昌巷9號6樓"
"薛麗美"|"107 光復三民路90號9樓"
"陳秀珠"|"15020 梅山市學府巷751號之6"
"楊文雄"|"79569 宜蘭縣德路324號之1"
"吳淑芬"|"69757 苗栗興路53號3樓"
"林博文"|"63692 台南育英街2號4樓"
"黃玉珍"|"83272 新營縣古亭街1段6號之4"
"吳麗華"|"61696 基隆奇岩巷4段35號之8"
"蔡素珍"|"970 宜蘭公園路3段374號1樓"
"蔡宇翔"|"20146 板橋延平路3段9號6樓"
"陳柏宏"|"290 嘉義景美路5段1號之3"
"藍佳蓉"|"49522 永康福安路7號之9"
"謝淑芳"|"227 古坑市永和街92號0樓"
"許明德"|"97591 太平大安巷4號3樓"
"廖承恩"|"71747 頭份縣公園巷578號6樓"
"韓俊宏"|"355 屏東新生街504號6樓"
"劉志強"|"318 苗栗縣中正街1段946號之3"
"楊美華"|"87821 連江縣新生路671號之8"
"蔡明宏"|"37652 桃園大智路5號7樓"
"王欣怡"|"392 板橋縣景美巷256號6樓"
"鄭俊賢"|"76689 汐止蘆洲巷2段3號2樓"
"藍俊傑"|"276 梅山博愛街2段668號之8"
"劉家豪"|"786 草屯育英街8段44號之2"
"王玉琴"|"81800 嘉義東興巷48號之9"
"劉麗華"|"672 台東縣象山巷738號5樓"
"郭志文"|"305 永和中山巷3號8樓"
"劉怡萱"|"369 八德文昌巷111號7樓"
"孫淑貞"|"42261 雲林縣民生巷17號之4"
"張建宏"|"741 朴子龍山寺街8號之7"
"游淑芳"|"43264 草屯縣萬隆巷9段96號之5"
"賴淑華"|"182 中壢新興巷7號之2"
"藍宇翔"|"799 關山龍山寺巷5號9樓"
"林淑惠"|"63101 蘆竹忠孝街66號之7"
"葉凱翔"|"56911 卑南萬隆巷19號之5"
"曾文正"|"819 高雄自強巷8段953號7樓"
"蔡麗雲"|"33567 楊梅市小碧潭巷9號之7"
"李志文"|"789 馬公縣新生路397號5樓"
"蘇秀玉"|"467 金門育英路4段968號3樓"
"林碧霞"|"695 鳳山五福路6號之8"
"翁冠廷"|"718 汐止淡水巷895號9樓"
"林麗珍"|"428 員林市和平街257號之1"
"藍文傑"|"793 北斗永和路866號5樓"
"陳雅雯"|"726 大里市芝山巷20號之2"
"林玥彤"|"76712 北斗縣莒光巷569號0樓"
"陳碧珠"|"543 楊梅市自立路630號8樓"
"古秀蓮"|"75634 中壢縣大仁街1號之5"
"侯志偉"|"701 牡丹市和街路47號之7"
"許宥廷"|"235 新北大智巷482號1樓"
"王文彬"|"121 竹北松山路4段799號之2"
"李心怡"|"925 花蓮市民族巷925號5樓"
"黃宗憲"|"73589 梅山福德路9段4號之4"
"藍明珠"|"810 平鎮縣復興街39號8樓"
"李雨霏"|"255 豐原中正巷63號9樓"
"于淑慧"|"68792 桃園縣新店街762號之2"
"楊俊豪"|"90157 大里永寧街213號2樓"
"王美蘭"|"40466 中和大安巷4號之9"
"郭俊廷"|"579 太保文山路14號2樓"
"朱素卿"|"68058 樹林育英路8號之4"
"莊靜怡"|"659 大里學府路35號4樓"
"劉淑卿"|"74918 雲林民權街512號7樓"
"李家豪"|"921 三重民富街4號7樓"
"藍柏諺"|"61645 樹林縣忠義路53號5樓"
"林美玉"|"391 基隆林森巷8號之1"
"林淑慧"|"845 苗栗長春路389號4樓"
"陳淑美"|"219 永和市劍南街785號8樓"
"鍾武雄"|"84745 關山昆陽街18號之0"
"黃惠美"|"48052 新竹縣公園巷845號之8"
"張志銘"|"43267 臺中縣新興街6號3樓"
"籃柏諺"|"20015 台東勝利路31號4樓"
"黃淑慧"|"110 桃園市關渡路45號9樓"
"袁進興"|"84837 宜蘭市平和路4號之9"
"藍美惠"|"21317 永康博愛路584號之8"
"李美鳳"|"876 永康劍南街43號之8"
"卓義雄"|"24471 蘆洲市德街6號4樓"
"楊玉蘭"|"367 中和信義路5段13號9樓"
"黃承翰"|"276 臺中市民有街8號1樓"
"蔡品妤"|"49772 屏東縣關渡路6號9樓"
"林聰明"|"636 平鎮復興路167號9樓"
"羅玉美"|"54598 板橋縣民生巷39號5樓"
"林政宏"|"683 牡丹景美街655號之2"
"林志宏"|"51295 新營市小碧潭巷5號之0"
"藍麗雪"|"24409 澎湖市學府路2號之6"
"王美英"|"44788 永康縣松山街6段605號6樓"
"郭秀蓮"|"24637 桃園長安巷35號之7"
"戴文章"|"679 阿里山縣新興街6號0樓"
"卓素珍"|"522 橫山和街巷1號之4"
"余淑惠"|"31749 中和西門街2段2號之8"
"陳麗珠"|"737 頭份大坪巷6段3號1樓"
"孫美華"|"517 台北市忠孝街244號之4"
"劉勝雄"|"16548 卑南雙連路3段933號之7"
"林志文"|"853 臺中市正義街5號8樓"
"蘇勝雄"|"72702 連江市新店巷6段104號7樓"
"吳麗玉"|"42906 平鎮關渡路592號1樓"
"侯美英"|"982 褒忠奇岩巷7號9樓"
"陳寶珠"|"36840 新竹縣成功街70號之9"
"賴俊男"|"412 台北縣中興路2段2號之4"
"藍志忠"|"428 苗栗平和巷6段78號2樓"
"林俊宏"|"167 大里大橋頭巷396號4樓"
"譚雅婷"|"97380 宜蘭市小碧潭巷832號6樓"
"王俊傑"|"94793 關山大同巷6段95號6樓"
"林淑珍"|"19376 馬公平和路91號之5"
"蘇國榮"|"66316 草屯士林路6段1號之6"
"林淑珍"|"815 彰化縣新生巷65號0樓"
"陳文正"|"60630 豐原市福德路3號之5"
"羅冠霖"|"88212 宜蘭德路86號1樓"
"林文龍"|"342 永康育英街9號之8"
"余素珍"|"678 南投四維街57號之6"
"劉文祥"|"67924 連江新生巷4段17號之7"
"吳世明"|"134 汐止市和平街42號之3"
"蔡俊賢"|"24170 臺東學府街99號3樓"
"楊秀蘭"|"92903 牡丹市水源路5號8樓"
"蘇子睿"|"749 牡丹中華巷9段34號8樓"
"江淑美"|"44343 北竿學府路9段47號5樓"
"高柏宏"|"79909 太保市文昌路73號2樓"
"邱碧霞"|"773 豐原縣大橋頭街5號3樓"
"陳宗憲"|"20548 古坑市民生街43號2樓"
"王秀霞"|"213 台中淡水巷365號3樓"
"楊美慧"|"68838 關山市中興街7號之3"
"藍志偉"|"735 永和自立街4號之0"
"李秀枝"|"66802 臺東劍南巷89號3樓"
"詹淑卿"|"28573 屏東土城巷2段644號之1"
"蘇家瑋"|"38131 台南市勝利巷751號4樓"
"莊美珍"|"669 彰化縣新興路5段52號3樓"
"姜國華"|"812 南投新北投巷15號之4"
"莊聰明"|"806 高雄市文山巷675號之2"
"高文龍"|"527 北港中和街5號7樓"
"邱淑貞"|"212 關山市明德街5段589號1樓"
"黃志偉"|"746 牡丹福安路1號之9"
"林文忠"|"42310 金門市公園巷3號之8"
"黃俊雄"|"84926 新北民富街8號8樓"
"羅家瑋"|"41616 北竿關渡路588號1樓"
"蘇建華"|"867 新竹市仁愛巷23號之1"
"張麗娟"|"35433 褒忠民生巷640號8樓"
"陳麗珠"|"919 馬公新興街2號之9"
"周宇軒"|"191 平鎮縣永寧路221號2樓"
"江月娥"|"787 楊梅縣仁愛街298號之3"
"蔡志強"|"98080 朴子市迴龍巷534號之2"
"劉志銘"|"883 關山縣大同街472號之0"
"邱美華"|"666 金門縣西門街62號之3"
"李志賢"|"302 鳳山新北投街5段30號之1"
"黃宗翰"|"674 北斗市自強路7號之4"
"蘇怡君"|"83514 鳳山縣信義街205號4樓"
"許秀華"|"34934 桃園縣芝山街557號之3"
"李聰明"|"54612 南投縣民享巷69號之5"
"陳俊賢"|"79919 桃園市府中街53號之2"
"李雅惠"|"76689 蘆竹公園巷6號5樓"
"許詩涵"|"35720 員林學府路2號之8"
"宋宗翰"|"807 汐止縣育英巷222號之2"
"鄧國雄"|"130 平鎮永寧路5段604號之3"
"許俊宏"|"542 鳳山萬隆街197號2樓"
"呂秀英"|"435 馬公市水源路4號4樓"
"蘇文雄"|"86178 台南新興巷5段480號之6"
"顏美玉"|"916 新北縣華興街8號8樓"
"李素卿"|"54868 澎湖市國凱八德街9號之0"
"李美惠"|"26357 台中市德路1段12號之1"
"朱承翰"|"460 阿里山新生路356號之5"
"辜文章"|"380 竹田長安街7段194號之1"
"沈淑娟"|"65486 新竹大智路560號8樓"
"高義雄"|"84775 中壢和平巷456號5樓"
"陳宜蓁"|"31999 永康縣水源路222號之3"
"林秀鳳"|"43598 彰化市大橋頭路4號之7"
"蘇明宏"|"22438 彰化大安巷7段35號之5"
"郭哲維"|"885 高雄永和路28號8樓"
"陳淑惠"|"338 褒忠縣東湖街20號4樓"
"江淑慧"|"45294 金門平和路6段20號1樓"
"賴俊豪"|"443 鳳山昆陽路27號7樓"
"黃志明"|"68970 金門關渡街6段9號之5"
"歐玉鳳"|"92720 橫山復興路88號之3"
"田秀珍"|"898 八德廣慈巷8段712號3樓"
"洪俊傑"|"681 梅山市平和街7段326號9樓"
"王欣怡"|"218 豐原大同街65號之6"
"蘇明珠"|"507 澎湖市南路30號4樓"
"陳淑珍"|"399 太平縣中華街2號0樓"
"劉玉珍"|"24973 連江平和巷8段71號2樓"
"李秀珠"|"130 澎湖縣士林街596號之2"
"朱柏宇"|"59421 永和市芝山路9段9號3樓"
"江承翰"|"75287 光復市紅樹林路2段46號9樓"
"呂正雄"|"247 台南縣景美街59號6樓"
"陳美珍"|"506 古坑縣關渡巷5段44號之7"
"齊淑芳"|"68899 新竹中華路6號4樓"
"鄭碧珠"|"18091 卑南縣永寧路9號0樓"
"蘇永昌"|"19640 卑南縣福安街58號8樓"
"宋淑卿"|"989 北斗市長安街62號之9"
"林志豪"|"84917 新營平和巷3號0樓"
"陳志偉"|"874 澎湖縣大同巷8段52號之5"
"黃俊豪"|"444 新北景美路253號4樓"
"施美玉"|"915 台北中和路414號3樓"
"李冠宏"|"77469 阿里山福德路1段691號之0"
"黃金龍"|"204 楊梅縣紅樹林街60號之4"
"李睿恩"|"861 八德文昌巷25號之2"
"藍素珠"|"24138 台東市新興街8段937號6樓"
"蘇淑娟"|"98651 南投動物園巷99號1樓"
"盧信宏"|"45112 太保松山路7段68號之8"
"鍾武雄"|"391 臺中新興路86號8樓"
"黃素貞"|"613 蘆洲縣劍南巷3段46號6樓"
"吳秀蘭"|"759 永康縣三民巷395號之8"
"許文傑"|"97616 中壢縣育英路7號之8"
"吳淑玲"|"70700 台東市和街巷219號之5"
"吳秀玉"|"570 台南新北投路924號之5"
"李秋香"|"60707 新營市北投街5段900號1樓"
"孫美娟"|"79842 中壢縣大仁街975號之3"
"蘇秀珍"|"593 北竿縣博愛巷5號2樓"
"鄭美惠"|"950 基隆大同巷467號2樓"
"杜正雄"|"93464 屏東市奇岩巷6段29號之9"
"呂美惠"|"98920 古坑縣民有街225號9樓"
"賴志明"|"542 八德縣小碧潭路413號之9"
"周志鴻"|"33176 新北市大勇街3段8號之9"
"蔡世明"|"250 高雄市天母街9號之7"
"李文雄"|"35144 褒忠長春街6號7樓"
"黃嘉宏"|"619 台南縣五福巷1段298號之4"
"黃睿恩"|"706 汐止關渡路3段9號0樓"
"蘇秋香"|"31365 中壢育英街4段843號之7"
"莊志文"|"717 大里復興巷3號3樓"
"陳冠廷"|"62364 高雄新莊巷320號6樓"
"楊怡萱"|"78970 台中昆陽巷38號之2"
"李榮華"|"84214 三重天母巷5段6號之3"
"王柏宇"|"388 蘆洲自由路39號4樓"
"何雅玲"|"922 新竹縣莒光街5號7樓"
"黃佳蓉"|"546 大里縣平和巷1號之1"
"張玉英"|"10570 草屯國凱八德路130號8樓"
"陳明珠"|"778 北斗林森街63號5樓"
"蘇美珍"|"639 橫山縣華興巷163號之8"
"曹金鳳"|"59335 白沙縣復興路3段69號之9"
"楊美珠"|"96702 永和新北投巷8號8樓"
"林志偉"|"93320 豐原關渡巷558號8樓"
"楊麗玲"|"253 臺中永和巷2段15號之3"
"李金蓮"|"43507 褒忠市新店街8號3樓"
"林宗憲"|"998 中和市新興路2段14號之0"
"吳哲維"|"401 太平博愛路28號之6"
"蘇嘉宏"|"969 馬公中和街55號之8"
"劉靜怡"|"15360 梅山士林路9號之1"
"蘇美麗"|"691 新營縣德街3段210號之8"
"陳武雄"|"248 白沙市士林路5號之5"
"馮碧珠"|"426 屏東中華路5號6樓"
"江文欽"|"960 平鎮成功街126號5樓"
"劉世明"|"88735 斗六大橋頭巷602號之9"
"林秀梅"|"584 雲林市士林巷91號之2"
"彭淑華"|"661 雲林民族路54號之1"
"林文欽"|"632 大里市石牌巷187號之5"
"蘇榮華"|"63226 南投新生巷419號之7"
"黃美慧"|"525 朴子市永寧路812號之3"
"蘇進發"|"460 金門永和街6段403號3樓"
"藍淑惠"|"700 永和市東湖巷2號之0"
"陳雅慧"|"750 永和縣光明巷211號8樓"
"林俊廷"|"366 臺東市民生街7號7樓"
"陳淑芬"|"605 澎湖勝利街74號0樓"
"郭志鴻"|"68082 竹北市文山街267號之3"
"沈俊銘"|"78235 永和縣和街街848號之7"
"涂柏宏"|"715 太保縣育英路44號之7"
"蔡俊賢"|"351 臺中光明巷31號之5"
"陳俊宇"|"95610 鳳山東興路2號3樓"
"蘇雅雯"|"77207 白沙縣水源路1號之4"
"夏雅婷"|"87741 蘆洲福安巷8號4樓"
"吳秀雲"|"31491 蘆洲新埔巷3段77號之7"
"黃麗珠"|"303 台東長春路735號9樓"
"黃冠廷"|"565 板橋新莊路25號4樓"
"薛美玉"|"33479 梅山市永和巷9號之8"
"吳家銘"|"738 梅山勝利巷9段5號7樓"
"陳聰明"|"45433 卑南平和路95號之6"
"謝永昌"|"644 斗六市中正街1段7號1樓"
"呂文華"|"85393 頭份縣林森路6號之6"
"蘇麗娟"|"713 頭份市大同街8段479號之3"
"黃冠宇"|"72578 太保德街827號之4"
"范淑貞"|"41338 新營市中和路31號5樓"
"傅秀玉"|"70899 臺東縣光明巷2段20號6樓"
"李柏宇"|"86043 新竹石牌路62號之7"
"羅家銘"|"78220 中和市博愛路204號8樓"
"李志偉"|"26443 光復東興街98號之4"
"陳雅雯"|"419 新北水源街646號之8"
"吳麗珠"|"81748 台北文昌路7段50號8樓"
"許建興"|"72859 苗栗文昌路8號9樓"
"蘇麗玲"|"55269 古坑市華興巷4段188號之7"
"張秀鳳"|"884 永和民富街8段1號之2"
"雷秀鳳"|"851 卑南三民街438號2樓"
