"丁志銘","78228 鳳山雙連路3段88號0樓" 
"陳家宏","66719 樹林縣大坪巷27號9樓"
"張美玲","24016 新營大坪巷64號1樓"
"林玉鳳","28402 屏東三民路826號之9"
"朱麗卿","749 連江市博愛巷181號之2"
"侯志銘","500 彰化縣仁愛巷1號2樓"
"吳麗香","817 連江博愛街707號4樓"
"劉淑娟","672 台東市關渡街584號之1"
"范文傑","88508 中壢縣國凱八德街9號之2"
"吳秀玉","282 蘆洲龍山寺巷9號1樓"
"林建銘","867 臺中縣國凱八德路5段12號之3"
"李寶珠","84808 太平育英街8號5樓"
"陳淑玲","26365 光復縣民富路856號之2"
"巫凱翔","484 連江三民巷8段3號之7"
"施子豪","70181 褒忠縣大坪巷7號1樓"
"吳建宏","61737 褒忠縣大仁巷1號之4"
"尤柏宇","852 金門中央路6段4號之2"
"林恩碩","655 斗六市中央街285號之8"
"范柏宏","53343 光復縣中山巷751號5樓"
"陳文雄","691 竹田蘆洲巷11號4樓"
"吳宇恩","705 永康水源路8號7樓"
"俞明宗","30615 牡丹縣南街2段664號3樓"
"賴麗卿","24239 牡丹大坪路60號之0"
"王文欽","997 褒忠縣文山巷5段12號5樓"
"吳俊傑","46395 花蓮劍潭街7段27號之5"
"葉佳蓉","68753 褒忠市平和巷5段1號3樓"
"張信宏","47865 新營民享巷8段356號5樓"
"李正雄","635 台南關渡巷241號之2"
"范永昌","398 高雄福安路6段7號0樓"
"何承恩","77265 平鎮縣四維路3號6樓"
"陳仁傑","16318 澎湖市五福巷1號8樓"
"陳怡萱","315 斗六市永和街39號之1"
"林淑敏","21487 鳳山永和巷5段63號5樓"
"蔡志成","82216 彰化福安巷383號5樓"
"陳淑惠","573 澎湖市天母街5號之3"
"蔡宇翔","253 臺東市博愛路5號之2"
"歐宜蓁","653 阿里山縣永寧街311號5樓"
"吳宗翰","67202 北竿縣育英巷28號之1"
"范淑貞","652 楊梅市大坪路51號之0"
"陳宥廷","54277 草屯市長安路2段23號2樓"
"江淑美","50282 楊梅新莊路5段44號5樓"
"劉麗娟","434 高雄縣大安路6號之0"
"潘金龍","366 斗六縣太平路74號2樓"
"劉冠宇","833 竹北中山街972號之9"
"張明輝","522 高雄縣博愛巷4號4樓"
"戴俊佑","48688 基隆市福安街6段3號之7"
"宋靜怡","299 光復中興路69號2樓"
"王宇恩","75271 八德府中路9段270號之8"
"范秀玲","813 台北市和街街3號8樓"
"楊明宗","35517 平鎮市東興街486號之8"
"張碧霞","156 彰化市林森巷745號之5"
"唐文祥","82855 梅山石牌街186號之0"
"陳雅雯","312 板橋南街25號5樓"
"余淑芬","75156 梅山中和巷449號之7"
"莊惠珍","96144 北斗中央路5號3樓"
"陳美鳳","15443 太保市自由路3號5樓"
"周秀美","19943 連江縣動物園街8號之9"
"任秀霞","43528 高雄市德街9號6樓"
"范美珍","950 朴子市博愛街7號之8"
"徐國華","70861 屏東東湖路15號2樓"
"林彥廷","34019 頭份仁愛街574號之1"
"邱慧玲","186 竹田市勝利巷50號之3"
"陳建宏","467 牡丹縣象山巷4段3號2樓"
"蕭怡婷","267 北港光明街9段703號8樓"
"林淑貞","803 新營古亭街87號5樓"
"莊建良","60336 太保市石牌巷80號之9"
"張志明","20012 楊梅中山街55號7樓"
"江俊雄","722 員林市和街街6段8號之8"
"范美蘭","513 竹田民權街9段270號之6"
"周俊雄","669 南投縣新北投巷6段6號4樓"
"王建良","23294 褒忠市劍潭路237號8樓"
"陳志宏","589 雲林市忠孝街5號之0"
"吳金蓮","86113 臺中象山路968號之0"
"程素蘭","516 光復市三民巷626號0樓"
"孫文傑","949 台中民權巷3號之8"
"吳建興","23111 員林縣大安街75號5樓"
"潘宜庭","95608 頭份縣新生巷186號3樓"
"吳明哲","41760 嘉義市國凱八德街4段371號3樓"
"范進發","52845 北竿和平街7段90號6樓"
"施柏霖","22030 蘆洲縣中央街564號7樓"
"徐雅筑","49385 北港市芝山街141號1樓"
"蔡志強","46279 基隆大坪巷2段96號之9"
"葉美珍","39933 新營仁愛路5段419號7樓"
"黃麗卿","40520 宜蘭縣育英路38號9樓"
"吳秀珠","57105 台中新埔巷220號之2"
"賴國華","30146 竹田古亭巷9號之3"
"賴志遠","151 桃園民權路5段3號0樓"
"趙秀玉","49324 員林縣光華街73號5樓"
"范雅玲","636 八德縣長安巷7號6樓"
"王建良","84129 梅山市文山路7號之7"
"陳俊銘","276 北斗市延平街7號7樓"
"林進興","44303 橫山延平街9號6樓"
"歐淑華","733 蘆竹中山街570號之6"
"蔡子翔","804 雲林忠義街60號6樓"
"鄭玉珍","977 平鎮昆陽街537號8樓"
"高柏諺","739 臺東縣大智巷7號之0"
"駱秀琴","66967 平鎮市成功路59號之5"
"李怡婷","298 新竹成功街7號之6"
"莊俊廷","978 竹田水源路9號之7"
"倪俊賢","321 竹北縣關渡路3號2樓"
"江雅惠","86140 頭份市永寧路9段953號之4"
"黃美麗","377 永康西門巷9段97號6樓"
"謝文章","69627 新竹五福路1號3樓"
"史麗卿","90922 宜蘭市民族巷34號之8"
"許志豪","41429 台北市育英巷4號之8"
"許麗華","318 花蓮象山巷37號0樓"
"林心怡","408 板橋松山巷85號7樓"
"周秀雲","70376 新營市自立路5段2號9樓"
"莊嘉宏","508 草屯建國巷5段455號1樓"
"林麗美","710 光復縣民富街1段736號9樓"
"金明宏","440 員林博愛街6段45號6樓"
"巫志誠","729 新竹縣公園路67號之6"
"方雅惠","438 臺東縣象山路4段42號2樓"
"黃柏霖","389 新竹關渡巷732號之6"
"胡雅婷","55376 臺東東湖路6段4號0樓"
"呂正義","65275 竹北中央巷47號之8"
"余建良","51327 朴子市迴龍巷62號0樓"
"楊冠廷","696 草屯興巷70號8樓"
"莊宇翔","41331 彰化市永寧街89號之2"
"林麗雲","541 台南新莊路732號之0"
"江建興","441 彰化市忠孝街664號之6"
"吳金龍","534 雲林縣德街89號之7"
"劉建華","743 花蓮育英街5號2樓"
"饒正雄","36282 竹田華興巷576號之4"
"陳志明","86672 白沙市忠孝街43號3樓"
"游冠霖","625 白沙縣福安巷9段641號之2"
"杜秀蘭","88861 中和建國巷540號之7"
"張建華","43773 朴子林森街6號之6"
"莊建宏","61358 新竹市石牌街97號之0"
"魏玉美","698 臺東縣復興路1段81號之7"
"何明珠","31396 三重博愛街8段1號3樓"
"陳彥廷","78399 牡丹和街巷95號之4"
"吳惠美","58812 屏東縣福德巷458號之6"
"孫俊宇","45404 桃園雙連路4段9號3樓"
"吳俊雄","264 蘆竹民治路175號0樓"
"黃文章","538 梅山小碧潭路1段64號6樓"
"鄭文忠","60354 太平縣林森路6號之0"
"郭冠宇","29020 斗六紅樹林路11號之6"
"莊志強","36625 新北縣信義巷3段496號之0"
"李雅惠","787 新營士林巷56號2樓"
"廖宥廷","54726 新營新生路283號之0"
"陳婉婷","220 朴子自立街9段8號0樓"
"陳進財","153 新竹大仁街5號2樓"
"郭家豪","510 樹林縣和平巷27號之7"
"游心怡","30943 員林市小碧潭路2號之4"
"黃志偉","400 新營市關渡街542號之7"
"潘春美","60322 中壢縣大仁路683號之0"
"黃明宗","240 新竹市古亭路171號4樓"
"莊志成","91641 大里縣民權街181號之8"
"王麗珠","28604 連江縣頂福州街6段623號之4"
"徐詩涵","693 豐原龍山寺路76號之2"
"楊建志","182 員林市南路8段420號之1"
"莊俊明","687 新營市萬隆路86號之0"
"邱秀娟","80511 嘉義頂福州巷7段730號之7"
"張春美","846 卑南土城街6段702號3樓"
"方宸睿","897 永和市永和街9號之9"
"鄭冠廷","715 雲林縣大智巷63號2樓"
"邱美蘭","739 橫山景美巷6號之9"
"莊惠珍","351 梅山縣景美路6段9號6樓"
"尤品睿","791 北竿福德街5號之7"
"方明珠","993 汐止林森巷5號2樓"
"葉志賢","235 北斗縣自立街8段545號6樓"
"李秋香","277 三重市天母巷77號之7"
"柯柏霖","91740 永康縣大同巷826號之0"
"劉麗華","276 台中縣光華巷306號4樓"
"陳俊宏","83161 新竹大勇街5號2樓"
"劉志偉","325 古坑市莒光路5號4樓"
"林美玉","454 台北市新店路55號之7"
"莊文忠","283 新營民生路5號之2"
"莊文彬","614 彰化縣蘆洲巷83號7樓"
"劉麗娟","36379 鳳山縣文化路46號3樓"
"郭承翰","52175 大里國凱八德街79號之1"
"周世明","49761 八德頂福州路2號之0"
"黃建興","36539 馬公蘆洲街5號之6"
"邱碧珠","79506 新北縣興街9段5號之6"
"李俊雄","11325 樹林關渡路40號2樓"
"施俊傑","49716 北竿三民路88號5樓"
"黃家瑋","51493 台南光明街39號2樓"
"莊文祥","21871 新竹育英巷6號之0"
"趙玉珍","875 澎湖市新生巷4段5號之5"
"李宇翔","39865 竹田大智巷225號2樓"
"曾俊廷","854 中和縣北投路826號之0"
"陳玉美","379 白沙縣芝山巷9號5樓"
"羅宗霖","105 鳳山西門巷2號6樓"
"余美惠","86492 桃園民富路88號之0"
"陳承恩","46566 樹林新生街6號之8"
"游哲瑋","29228 台北新北投巷724號8樓"
"陳淑惠","39972 斗六縣奇岩路2號9樓"
"莊明珠","947 牡丹市仁愛巷68號之2"
"王勝雄","14452 基隆新興巷8段5號8樓"
"李建華","673 桃園中山街4號之1"
"傅志明","16568 橫山縣西門巷86號5樓"
"黃家豪","609 雲林福安巷1段10號3樓"
"陳俊男","45750 褒忠市中央路1號0樓"
"翁子睿","40355 斗六市平和巷42號之4"
"葉春美","97098 臺中三民路9號之3"
"姜明珠","62432 台中縣文化街26號9樓"
"蔣文賢","874 梅山民富街56號1樓"
"莊柏宏","12242 苗栗松山巷96號0樓"
"鄭雅惠","79258 嘉義縣永和街21號3樓"
"張建興","64652 基隆縣自由街2段64號之5"
"郭仁傑","305 北竿國凱八德街3段90號之0"
"黃麗美","838 金門勝利路86號之6"
"蘇淑芬","85983 永康縣士林街65號1樓"
"邱雅婷","335 鳳山市民有路27號之7"
"王建成","55768 永康縣民權路7號之2"
"施宥辰","13988 新北縣福德巷46號之3"
"許文傑","758 豐原市古亭巷880號3樓"
"莊淑惠","579 中壢縣古亭巷568號5樓"
"邱彥廷","38735 基隆關渡巷2段922號之7"
"黃志豪","934 澎湖廣慈路1段4號9樓"
"唐麗卿","177 竹北廣慈巷781號2樓"
"盧麗娟","909 台南市中華巷712號3樓"
"謝素珍","65558 北斗奇岩街728號0樓"
"吳秀玲","53875 宜蘭劍潭路4號3樓"
"陳淑芬","64615 永和縣士林巷76號之4"
"陳進興","695 馬公勝利街213號4樓"
"林美玲","182 宜蘭天母街6號之6"
"莊淑芬","741 平鎮大智巷4號之9"
"邵月娥","136 新竹文化巷2段92號2樓"
"鍾玉珍","14746 太平光復巷23號3樓"
"吳秀梅","17622 中和縣自立街9號5樓"
"林文欽","534 新營縣中山巷8段9號之6"
"李雅玲","19948 朴子縣五福街872號之2"
"林美娟","38243 三重福安路69號0樓"
"謝秀梅","921 竹田市芝山巷49號之3"
"李惠美","959 蘆竹新生巷493號3樓"
"程志豪","187 太平信義巷7段36號3樓"
"莊秀蘭","69306 樹林新生路5段846號之8"
"洪怡君","66305 雲林莒光路5段70號7樓"
"田秀美","157 新營自由路24號之4"
"胡玉梅","27086 太保市水源街799號之5"
"陳進財","575 高雄自立巷751號之4"
"施秀英","71714 汐止縣五福巷43號4樓"
"王正雄","58105 苗栗縣光華街618號之1"
"黃秀玉","164 中壢新生路5號5樓"
"廖子豪","92401 中壢縣大仁巷12號之5"
"劉月娥","710 中和市迴龍路11號7樓"
"莊秀鳳","109 新營縣新生路446號7樓"
"梁秀英","604 褒忠劍潭街43號7樓"
"潘秀珠","387 古坑縣水源巷2段581號2樓"
"張怡君","45852 大里縣育英路304號之9"
"張冠霖","15653 馬公中山街227號之1"
"吳美華","101 馬公民權街1號之3"
"陳子翔","71722 蘆洲松山路2號之9"
"黃美玲","959 台北動物園街76號之8"
"謝淑美","33153 桃園莒光巷754號6樓"
"鄭明宏","24812 梅山市中山巷7號0樓"
"莊雅婷","322 南投縣大仁巷9號8樓"
"邱仁傑","674 鳳山中央巷466號之5"
"吳冠宇","41145 北竿縣自立街338號之2"
"莊明宏","73191 嘉義縣府中路8號9樓"
"鄭文彬","46756 平鎮縣建國巷85號之4"
"劉秀雲","287 新營府中巷1號9樓"
"鄭文彬","80337 澎湖市劍潭巷88號之4"
"陳文賢","11322 新竹市新生路69號之6"
"曾碧雲","35540 竹北四維巷8段517號1樓"
"葉柏霖","39711 金門縣福德路69號之0"
"莊麗華","514 澎湖三民街5段405號6樓"
"黃品妍","36797 新營市南街700號之4"
"黃麗珠","22925 蘆竹縣芝山巷2段566號9樓"
"黃承恩","698 朴子市新店路85號之2"
"鄭志忠","824 臺東市正義巷6號之1"
"姜秀珠","48988 平鎮縣忠孝路9段7號之9"
"莊秀玲","679 三重新生街3段35號6樓"
"林俊銘","435 澎湖學府巷340號之5"
"鄭淑敏","472 台南縣龍山寺路75號4樓"
"張欣怡","78302 梅山龍山寺路8號0樓"
"莊麗雲","173 古坑古亭街369號之4"
"侯秀英","28634 光復縣民富街58號8樓"
"郭美慧","922 牡丹民生巷5號之9"
"徐麗香","787 雲林市迴龍路41號8樓"
"蘇雅惠","58212 高雄中山巷245號之0"
"曾美蘭","95622 連江林森路383號之8"
"黃素貞","27763 台北廣慈巷801號之9"
"李麗香","807 樹林縣大仁街41號之0"
"林玉美","635 中和中興巷609號之8"
"劉碧雲","60588 褒忠中華路5號2樓"
"莫武雄","220 阿里山市長安街7號1樓"
"李冠宏","262 草屯縣中和路97號之6"
"林家瑋","501 太平縣林森街849號之6"
"陳惠珍","44697 中壢中山路166號之9"
"盧志強","98084 太保縣水源路757號8樓"
"陳秀華","810 新營縣長春巷8段481號之9"
"吳美珠","70926 台中縣新興街3段56號5樓"
"王美玲","77313 梅山縣光華巷6段3號之7"
"林俊宏","45870 八德龍山寺路4號之2"
"柳淑玲","39062 樹林縣明德街2號之2"
"莫淑芬","951 桃園縣西門街107號之4"
"巫素貞","272 蘆竹縣芝山路82號之3"
"呂宥蓁","756 連江市民富路497號7樓"
"張俊宇","88986 關山市奇岩巷2號5樓"
"郭文華","234 高雄文化街4段815號6樓"
"秦子豪","99624 高雄大智巷52號之2"
"蕭國華","40906 竹田南巷3段456號之5"
"歐文雄","72728 新營市大同巷40號8樓"
"陳秀梅","300 蘆竹市國凱八德街6號之4"
"張麗美","26202 豐原市博愛巷3段8號之1"
"萬文章","590 朴子頂福州路6號4樓"
"楊俊賢","266 嘉義縣平和路25號3樓"
"高素蘭","72376 嘉義市大同街4段28號之4"
"鄧永昌","676 橫山市正義街605號3樓"
"張柏翰","990 平鎮市古亭巷31號2樓"
"王文章","38987 八德市忠義巷29號之5"
"洪素卿","38420 北斗和平街839號2樓"
"朱秀娟","120 臺東市關渡巷512號6樓"
"洪志遠","102 新營大同路1號4樓"
"朱心怡","58027 台中文化巷5段9號9樓"
"葉俊男","75497 新營小碧潭路4段9號之3"
"楊明哲","618 臺中公園路2號5樓"
"李玉美","59638 竹田市頂福州巷55號之4"
"蘇文華","99134 頭份市正義巷719號之3"
"吳麗玉","974 新營市忠義巷273號之6"
"沈淑娟","89946 卑南松山巷1號之0"
"王志誠","92953 光復頂福州路63號1樓"
"吳淑玲","627 橫山自立巷2段123號5樓"
"洪麗玉","82047 新竹市石牌巷2號之9"
"蘇慧玲","29521 豐原縣育英街9號1樓"
"葉冠宇","33071 新營市育英巷10號3樓"
"葉志豪","596 板橋市光明路597號之7"
"李郁婷","589 台東光明路7號6樓"
"蘇淑珍","80194 平鎮古亭巷77號之7"
"陳志明","49022 臺東石牌街875號之3"
"俞美珍","262 太平大仁路6段1號0樓"
"吳淑卿","916 花蓮福德路66號9樓"
"陳金蓮","36492 屏東自由路7號之1"
"簡俊傑","444 北港縣新生巷3號2樓"
"張文龍","298 金門縣新生路85號7樓"
"葉國華","445 朴子水源路1號2樓"
"黃承翰","917 臺中縣光明巷787號之5"
"陳仁傑","800 基隆大橋頭路64號8樓"
"蔡淑貞","990 雲林迴龍街1段511號之1"
"劉雅玲","958 金門縣仁愛巷21號之9"
"李志賢","49370 北竿縣中山巷9段64號之4"
"陳淑娟","69728 南投縣太平路3號7樓"
"林美華","909 連江象山路3段54號之9"
"楊寶珠","956 花蓮永和街81號之6"
"劉秀珠","245 頭份市萬隆路4號之1"
"葉宇軒","427 古坑縣忠孝路61號之9"
"吳麗香","36490 卑南縣民富巷808號1樓"
"王秀玉","282 新營縣大橋頭街710號之3"
"吳俊佑","77754 台南縣大安巷4號之5"
"丁玉琴","39588 古坑學府路6號之0"
"林俊宏","976 牡丹縣永和街3段59號之7"
"劉玉梅","22374 蘆洲東湖街12號9樓"
"林玉美","662 鳳山縣土城街94號4樓"
"陳冠廷","77502 卑南縣莒光巷3號之4"
"高秀蓮","843 斗六文山街9號之0"
"葉建成","54541 北竿仁愛巷8號之0"
"戴秋香","801 桃園市公園巷3段628號之4"
