"丁淑娟"	"216 太保芝山路9號之3" 
"蔡威廷"	"539 蘆洲民權路6段7號之1"
"李秀娟"	"260 桃園頂福州街2段71號之7"
"陳秀英"	"182 屏東縣中興巷27號之9"
"謝淑惠"	"20841 彰化市中央路70號3樓"
"孟秀琴"	"94235 花蓮成功巷118號6樓"
"廖雅惠"	"34422 牡丹大坪巷22號5樓"
"王承恩"	"62767 澎湖市新莊街80號3樓"
"張美惠"	"48997 新竹和平巷7號之3"
"周淑惠"	"736 中和市水源街3號8樓"
"柯玉珍"	"725 樹林中和巷8號之9"
"廖文雄"	"74180 竹田縣永和街8號之2"
"劉秀玲"	"459 中和忠孝巷28號之8"
"林明輝"	"933 中壢市新生巷932號之0"
"凌惠玲"	"155 鳳山市紅樹林巷191號0樓"
"王正雄"	"91322 平鎮淡水路1段876號9樓"
"周苡安"	"630 連江市文化街1段410號之0"
"王金鳳"	"37776 苗栗中正路7段420號9樓"
"傅金鳳"	"93657 朴子縣永和巷16號之4"
"江美蘭"	"131 新竹市關渡路2號8樓"
"柯素貞"	"255 阿里山縣水源路8段1號之7"
"嚴美玉"	"21597 永康縣民族巷7段480號0樓"
"高美珠"	"353 新竹公園路5號3樓"
"賴家瑋"	"76275 馬公景美巷1段3號之5"
"張佳蓉"	"38362 苗栗自強路1段67號6樓"
"陳文彬"	"800 北斗市自立巷22號3樓"
"李文雄"	"422 台南市土城街195號之4"
"林家宏"	"679 新營古亭街91號9樓"
"賴秀美"	"97204 頭份市學府街1段66號9樓"
"高承翰"	"587 嘉義縣大勇路6號之3"
"柯美惠"	"72220 南投縣新埔巷732號之4"
"林義雄"	"125 彰化小碧潭巷1號之0"
"李苡菲"	"863 大里動物園街4段52號之7"
"陳進興"	"936 中壢新店街98號5樓"
"潘雅婷"	"33892 大里縣關渡路1號之5"
"吳明哲"	"84474 八德市大橋頭路5號1樓"
"古彥廷"	"955 苗栗中和路668號之8"
"蘇靜怡"	"145 新竹縣公園路97號之5"
"顏文華"	"286 斗六市自由路6段8號8樓"
"蒲文龍"	"240 褒忠市學府街3號3樓"
"柯進發"	"447 新竹縣博愛路516號3樓"
"曾仁傑"	"56596 八德四維路8段832號之9"
"邱文雄"	"752 光復石牌街61號之0"
"陳國華"	"55328 太平北投路229號之1"
"鄭秀珍"	"219 花蓮市自強路841號之1"
"張冠宇"	"374 員林太平路9段792號之1"
"簡雅玲"	"81598 中和縣建國巷512號9樓"
"林惠玲"	"809 板橋縣大同巷50號之9"
"李素珍"	"328 蘆竹萬隆巷860號之8"
"陳柏宇"	"79660 嘉義永寧巷816號1樓"
"梁冠宇"	"41219 草屯市五福街3段28號之4"
"葉淑玲"	"82281 光復縣中華街59號9樓"
"湯美英"	"480 平鎮文昌路1段9號8樓"
"廖明德"	"49383 彰化石牌巷8號之8"
"陳志銘"	"410 北港忠孝街5段890號之5"
"游秀枝"	"30658 彰化縣水源路2號之6"
"楊秀珍"	"113 新營平和巷66號4樓"
"陳淑玲"	"68236 竹北市民享路666號7樓"
"蔡博文"	"871 橫山縣自由路9段5號5樓"
"蘇文雄"	"87994 北斗市土城路57號之6"
"梁家榮"	"291 樹林市民族路5號8樓"
"林慧玲"	"86936 基隆長春路5號之3"
"沈淑娟"	"117 草屯市水源路2號4樓"
"李靜怡"	"28413 關山大同路6段363號2樓"
"黃淑貞"	"69470 桃園縣動物園街948號8樓"
"徐志豪"	"573 朴子育英街4段5號3樓"
"黃冠霖"	"59012 卑南市新生路6號之4"
"高美玲"	"77831 斗六市東湖街9段5號之7"
"楊進財"	"48306 新營東興巷6段805號5樓"
"王建志"	"84058 平鎮大仁街2號之9"
"梁志成"	"779 桃園新生巷18號之4"
"薛世昌"	"70696 八德市大同巷300號9樓"
"蔡志遠"	"44121 新營市迴龍巷890號之7"
"陳建宏"	"79396 三重市福安街1號1樓"
"沈志宏"	"54356 竹田市福德街3號之2"
"高志成"	"33948 新北縣延平路1號之4"
"周金蓮"	"97281 樹林市古亭路391號之5"
"黃志鴻"	"180 三重東湖路682號之2"
"謝美玉"	"799 古坑縣淡水街155號之5"
"莊麗香"	"372 梅山縣成功巷6號之2"
"梁淑華"	"822 宜蘭公園巷744號之0"
"林鈺婷"	"80748 高雄市動物園街826號之0"
"黃俊良"	"369 平鎮自立街1段6號8樓"
"鍾秀蓮"	"503 光復縣石牌街1段65號之2"
"林玉蘭"	"67002 關山中正街4段9號之0"
"常志宏"	"63266 蘆竹中興巷814號之1"
"羅志成"	"520 新營大同街9號之3"
"楊美玉"	"81391 阿里山縣太平路3號7樓"
"卓冠廷"	"71968 嘉義石牌路708號5樓"
"邱聰明"	"991 基隆國凱八德路2號之3"
"梁美麗"	"96841 基隆市自強路3號0樓"
"劉恩碩"	"92495 阿里山縣石牌巷1段79號之9"
"賴美玉"	"85687 三重縣自由街7段1號0樓"
"郭文祥"	"26907 中壢四維巷5段126號8樓"
"胡冠霖"	"898 卑南市石牌街69號之0"
"劉雅婷"	"66414 新營中興街848號1樓"
"李淑珍"	"888 斗六縣中山路1段8號0樓"
"李明宗"	"86825 金門縣忠義路97號之1"
"林冠宇"	"13087 斗六縣大安巷1號之8"
"游冠霖"	"18164 斗六育英巷8號3樓"
"梁麗玉"	"552 蘆洲松山街806號4樓"
"陳佳玲"	"68468 北斗縣和平路462號9樓"
"陳麗玲"	"74358 中壢松山路9號之6"
"龔美慧"	"169 北港市自由巷2段5號8樓"
"陳宗霖"	"90885 台南永安街17號之4"
"吳美玲"	"30195 太平市頂福州街5號0樓"
"洪雅惠"	"102 三重民生路2段7號8樓"
"張碧珠"	"11802 大里市中山巷2段817號之9"
"黃宗霖"	"24233 阿里山市民享街1段656號之8"
"謝志偉"	"627 花蓮縣水源街7段174號4樓"
"梁麗華"	"20006 桃園水源街9號之5"
"潘冠霖"	"872 太平長春巷6號之7"
"許秀雲"	"46540 金門新興街3號之5"
"李建宏"	"776 蘆竹縣長春街144號之0"
"王秀英"	"261 平鎮民享路26號0樓"
"林美玉"	"45480 新營景美路875號3樓"
"宋政宏"	"526 連江民族巷6段791號1樓"
"王麗卿"	"951 蘆竹縣頂福州巷3段41號7樓"
"許秀枝"	"498 苗栗太平街62號3樓"
"黃志強"	"158 台南新店街609號之1"
"楊佳玲"	"76287 太保林森路41號之0"
"劉麗香"	"81419 古坑萬隆巷7段1號2樓"
"曾建興"	"72398 古坑市士林路7段509號6樓"
"吳信宏"	"361 頭份頂福州街37號5樓"
"黃承翰"	"790 板橋自立巷6段1號之0"
"盧俊宏"	"96815 花蓮縣萬隆街5號之6"
"吳禹彤"	"512 古坑延平街6號之4"
"蔡怡婷"	"41758 屏東縣中央街8號之5"
"邱麗華"	"11240 新北五福巷9號8樓"
"張宥蓁"	"178 永康太平巷400號6樓"
"楊俊廷"	"92574 員林學府巷6號1樓"
"呂雅婷"	"66341 嘉義和街巷2號之0"
"莊俊男"	"75752 太保縣自立巷6號2樓"
"鄭建宏"	"90011 斗六市大坪街255號2樓"
"吳雅玲"	"71021 員林市中和路744號之7"
"劉怡君"	"62729 新營新埔街51號之5"
"鄭宗憲"	"15055 桃園縣中興街27號4樓"
"趙雅玲"	"683 白沙縣國凱八德路4號之4"
"蔡柏翰"	"987 斗六廣慈巷9段17號6樓"
"徐冠霖"	"72466 中壢縣平和巷38號之3"
"楊俊豪"	"875 新營縣龍山寺街96號3樓"
"邱玉玲"	"55712 馬公市雙連街3段6號8樓"
"廖玉美"	"18191 基隆縣新生街18號3樓"
"林承恩"	"753 台南新生巷410號3樓"
"楊秀珠"	"63120 馬公西門路2號4樓"
"賴淑芬"	"347 梅山縣士林街1號之9"
"何俊宏"	"11900 台南市中華路27號之0"
"陳志成"	"29819 金門市中正街965號之8"
"林承翰"	"932 基隆關渡街202號9樓"
"林建宏"	"332 宜蘭市民生巷18號5樓"
"楊俊雄"	"77285 宜蘭勝利路4號之1"
"施雅玲"	"505 關山市中央街9號之0"
"葉志宏"	"65219 台東大同路244號之5"
"謝志賢"	"205 蘆竹西門巷5號5樓"
"陳俊豪"	"57222 宜蘭市大仁路5號之3"
"陳正義"	"87725 北港民族街232號9樓"
"林志強"	"923 新營紅樹林路439號之3"
"林聰明"	"269 永康市士林路464號之0"
"楊芸菲"	"42368 新北市民權巷1段515號之6"
"郭承翰"	"10551 新營自由巷85號9樓"
"楊冠宏"	"738 澎湖德路9段8號5樓"
"連秀玉"	"35484 大里市四維路408號之7"
"黃淑華"	"59960 臺中國凱八德路7號3樓"
"吳麗華"	"369 臺中市民權巷9號之6"
"廖俊雄"	"807 光復大仁路3段719號7樓"
"周榮華"	"76767 三重育英巷83號3樓"
"陳淑芳"	"98382 白沙大智街481號之9"
"王建宏"	"35833 基隆市自由巷1段7號8樓"
"呂美玉"	"273 楊梅中正巷463號之9"
"謝美珠"	"964 雲林土城街7號之7"
"楊品妍"	"161 新營大智路7號2樓"
"高淑玲"	"322 阿里山市大橋頭巷4號之2"
"蕭明輝"	"306 高雄縣淡水街9段9號6樓"
"趙威廷"	"18277 永康縣自由路4段68號5樓"
"吳金龍"	"870 屏東大勇街6號之0"
"劉信宏"	"479 草屯市奇岩街1段2號9樓"
"陳美華"	"15528 太保縣忠孝巷8號之1"
"陳惠珍"	"37143 連江市頂福州街566號3樓"
"李秀英"	"389 連江縣長春路796號8樓"
"吳信宏"	"66862 鳳山四維巷1號之4"
"楊國榮"	"79467 南投中華巷4段163號之4"
"何美蘭"	"46607 花蓮紅樹林路4段87號之9"
"李佳玲"	"22386 板橋市新興街8號之0"
"郭建中"	"133 古坑市民治路1段78號之6"
"陳秋香"	"489 桃園縣景美街9號6樓"
"蔡秀梅"	"998 永康市新生巷536號之9"
"吳正雄"	"708 中壢淡水路398號之4"
"洪志忠"	"17452 竹北縣平和街63號之6"
"朱秀玉"	"488 朴子市府中街517號7樓"
"王建宏"	"184 古坑縣勝利路987號5樓"
"楊威廷"	"211 花蓮縣德街4號之9"
"黃玉美"	"54080 臺中市自強巷4號之7"
"林麗卿"	"736 白沙文山街420號2樓"
"錢淑美"	"18296 樹林建國街747號6樓"
"張文傑"	"734 頭份新莊巷5段76號之7"
"陳建銘"	"235 竹田市民族路9號1樓"
"邱明哲"	"433 高雄市育英街180號2樓"
"蔡志強"	"178 斗六縣仁愛街581號9樓"
"陳志成"	"408 太保縣大同街955號之5"
"陳靜宜"	"882 永和自強路734號之1"
"楊威廷"	"329 台中平和巷363號之5"
"張建中"	"809 永康大智路9段195號之3"
"姜明輝"	"338 永和市忠孝路75號0樓"
"黃秀珍"	"31018 南投民權巷6號0樓"
"余俊佑"	"94423 蘆竹光明巷216號之7"
"林建中"	"289 屏東市中山巷29號之7"
"周志成"	"679 臺中市動物園街3號之6"
"王玉蘭"	"98750 蘆竹縣新北投巷45號2樓"
"張淑芬"	"896 新北縣延平巷3號4樓"
"劉俊賢"	"92042 桃園迴龍路726號9樓"
"楊子翔"	"22935 澎湖市中山路372號之1"
"葉世昌"	"937 臺東縣古亭街134號之5"
"林俊男"	"860 新營市成功街85號3樓"
"許雅惠"	"62516 雲林市林森巷234號3樓"
"曾美玲"	"540 雲林縣昆陽路14號4樓"
"陳秀英"	"838 卑南縣小碧潭巷2段69號1樓"
"鄭麗香"	"465 臺東市劍潭巷89號6樓"
"張素琴"	"784 員林東湖巷568號之9"
"沈惠玲"	"247 中和市劍潭街4號之3"
"何麗玉"	"33099 台東福安街34號之5"
"楊宇恩"	"89081 北港民享巷401號3樓"
"石信宏"	"98672 南投市大橋頭巷389號之5"
"邱月娥"	"623 員林縣和街路325號之2"
"邱淑珍"	"502 古坑永安路6段3號之1"
"陳仁傑"	"46152 頭份成功路9號4樓"
"廖正雄"	"82153 永康市淡水街717號之4"
"盧俊宏"	"25971 卑南莒光巷24號3樓"
"陳淑華"	"411 梅山市民富路4段951號3樓"
"王淑芬"	"16210 連江縣林森路457號7樓"
"金宇恩"	"92413 古坑市天母路41號6樓"
"楊宇翔"	"485 竹田縣仁愛街3號之9"
"楊麗玲"	"678 斗六縣民生街3段42號3樓"
"洪宇軒"	"316 蘆竹市關渡街8號之4"
"陳素蘭"	"386 汐止市育英路8號之2"
"洪建良"	"404 宜蘭市民享巷2段830號7樓"
"張秀娟"	"929 八德東興巷9號之9"
"張雅萍"	"208 臺中大安街3段23號之0"
"郭進財"	"223 豐原迴龍街8段1號5樓"
"劉明宗"	"82593 竹北西門巷397號4樓"
"王文章"	"13153 大里縣五福巷7號1樓"
"楊宇軒"	"29114 八德市五福路4段5號之7"
"洪文龍"	"30500 高雄市育英巷97號之2"
"劉永昌"	"22437 澎湖市德路45號3樓"
"林美惠"	"22311 古坑民富路52號0樓"
"邱建良"	"95769 卑南縣大安街73號5樓"
"周金龍"	"86951 新竹縣林森巷9號之0"
"李淑惠"	"51775 蘆竹勝利街7號7樓"
"潘美珠"	"36851 草屯中山路2段767號2樓"
"林麗珍"	"46212 豐原長春路708號之0"
"傅文傑"	"97866 新營廣慈巷3段381號之7"
"楊宗霖"	"555 員林市新埔路60號之5"
"王家銘"	"629 臺中市平和街3號之0"
"黃明德"	"949 新營市新埔巷8段1號5樓"
"劉玉珍"	"87486 新營市劍潭街703號之6"
"劉怡婷"	"13726 苗栗福安巷664號3樓"
"張柏諺"	"25963 北斗信義街3段5號之4"
"孫淑貞"	"482 花蓮市文昌路52號7樓"
"沈冠廷"	"762 蘆竹市紅樹林路8號之9"
"林建良"	"64701 平鎮民生街2段88號之6"
"鄭哲瑋"	"196 楊梅永安路52號9樓"
"楊彥廷"	"576 古坑民治巷254號6樓"
"林淑惠"	"50237 苗栗縣明德街5號之0"
"邱雅雯"	"20039 三重石牌街329號之9"
"林美惠"	"773 員林建國街299號1樓"
"王俊廷"	"39179 新營和街巷2號1樓"
"施宇軒"	"377 阿里山市文昌路9號0樓"
"陳雅筑"	"847 金門民族巷25號之2"
"黃美華"	"52415 台北關渡街9段522號之0"
"塗美蘭"	"71685 竹田市育英路8號4樓"
"陳志成"	"754 八德縣光復街808號之5"
"楊志偉"	"133 北港光明路201號之9"
"詹鈺婷"	"24489 板橋縣建國巷6號之5"
"馬美玉"	"718 高雄縣中興街972號之7"
"吳美麗"	"576 褒忠縣大橋頭路53號0樓"
"劉世昌"	"15553 汐止民治街75號之8"
"高淑慧"	"675 臺中華興巷31號1樓"
"林玉英"	"861 台北光復街3段676號4樓"
"薛承翰"	"987 光復迴龍街710號之9"
"呂秀枝"	"61425 屏東正義街7段3號4樓"
"林素珍"	"494 中和和平路1段22號2樓"
"楊志偉"	"60195 蘆洲長春街686號之7"
"王麗玲"	"69365 金門市大坪街9號4樓"
"周俊男"	"755 竹北市大同街243號9樓"
"何雅玲"	"141 草屯南路4號4樓"
"吳文賢"	"423 太平縣新店巷1段23號之2"
"張恩碩"	"66117 台北縣忠孝路98號8樓"
"賴文章"	"843 台中縣五福街1段9號4樓"
"葉靜怡"	"32091 金門中興路3號1樓"
"楊秀玲"	"149 阿里山動物園路2號3樓"
"簡玉美"	"45831 竹北中和巷357號之4"
"楊志明"	"61188 桃園和街巷717號之8"
"陳俊佑"	"352 嘉義市關渡街494號之1"
"黃淑芳"	"90030 草屯縣新生路9號9樓"
"陳文華"	"26611 台北奇岩巷9號4樓"
"程志宏"	"69504 新竹縣民享路622號1樓"
"黃佳蓉"	"836 雲林市忠義路977號之0"
"鄭志明"	"288 古坑縣光明路74號之1"
"鍾秀琴"	"783 基隆廣慈路299號之5"
"許怡婷"	"40013 三重大同路572號之5"
"邱承翰"	"138 基隆市紅樹林街9號7樓"
"楊怡婷"	"806 北斗和街路37號3樓"
"范俊宇"	"952 卑南民族街7號3樓"
"陳美玉"	"57861 苗栗縣水源路209號0樓"
"陳美玉"	"54833 新營長春街996號之5"
"胡宇恩"	"25576 太保福安路223號6樓"
"丁俊廷"	"938 蘆洲縣劍南路1號7樓"
"鄧淑惠"	"760 樹林大橋頭路92號9樓"
"尤金龍"	"455 新營市華興路79號之9"
"沈聰明"	"18504 屏東市永寧街8段1號3樓"
"許雅筑"	"47901 南投縣永寧巷6號之0"
"楊惠美"	"908 北竿石牌路979號之7"
"吳淑華"	"407 豐原縣國凱八德街3號之8"
"謝秋香"	"14618 臺中市古亭巷695號之6"
"梁淑娟"	"982 連江芝山路37號之4"
"蘇聰明"	"675 高雄淡水街9號之5"
"陳美玲"	"47714 三重市萬隆巷27號之5"
"鄭世昌"	"246 竹北劍潭路958號1樓"
"李淑娟"	"71657 三重縣國凱八德街178號2樓"
"劉俊宇"	"38283 澎湖市象山路11號之6"
"鄭怡婷"	"236 三重縣自由路58號2樓"
"楊慧玲"	"85078 嘉義延平巷72號5樓"
"周美華"	"17168 永和市景美路266號之6"
"李信宏"	"794 豐原中興路7號之5"
"黃志宏"	"20015 桃園新莊路58號2樓"
"蘇雅惠"	"665 永康市自強路6號之8"
"曾志強"	"897 台中縣芝山街979號之4"
"馬文祥"	"941 蘆竹市淡水路2段5號之1"
"李美玉"	"390 阿里山大同路7段93號9樓"
"徐家榮"	"748 八德大坪巷5段75號6樓"
"劉志豪"	"18700 牡丹光明路3號1樓"
"楊承恩"	"50863 高雄市府中巷3號之4"
"曹美慧"	"81854 白沙市中華街1段626號8樓"
"林睿恩"	"87446 斗六象山街55號1樓"
"黃秀蘭"	"75404 澎湖市和平巷180號之7"
"鍾麗珍"	"44862 南投芝山巷9號4樓"
"陳郁婷"	"508 新北市東興路87號之8"
"郭俊賢"	"918 台中正義路824號之7"
"陳秋月"	"890 草屯縣中華巷425號之2"
"林秀珠"	"981 馬公縣勝利巷4段6號之5"
"王志偉"	"599 平鎮永寧巷388號之8"
"楊明輝"	"409 金門國凱八德路9號4樓"
"邱宗翰"	"80209 苗栗市淡水路555號8樓"
"戴家宏"	"420 楊梅動物園街434號之9"
"李金鳳"	"233 關山南街623號5樓"
"何建志"	"75613 三重縣昆陽巷874號6樓"
"黃美玲"	"389 金門新生巷1段9號之8"
"余文龍"	"82975 楊梅劍潭街788號之4"
"黃家宏"	"452 八德市育英街309號5樓"
"陳惠玲"	"68972 員林縣大同路79號9樓"
"劉碧霞"	"390 大里太平街3段186號9樓"
"楊柏宇"	"233 三重龍山寺街54號之3"
"詹承翰"	"691 蘆竹市光華街10號3樓"
"胡秀雲"	"835 北竿平和路16號1樓"
"陳淑娟"	"74325 樹林縣芝山街172號之5"
"范美雲"	"41979 台東延平巷587號之1"
"李玉蘭"	"789 澎湖市忠義巷2段82號3樓"
"黃品睿"	"257 蘆竹縣建國路6號2樓"
"羅惠美"	"64000 澎湖市芝山巷99號之5"
"張金鳳"	"91373 楊梅市中和街31號之2"
"吳苡晴"	"87504 楊梅縣土城巷7段4號之5"
"楊柏翰"	"20224 板橋大同巷737號5樓"
"王宥廷"	"408 斗六劍南路68號之9"
"温建宏"	"818 中壢民生巷2號2樓"
"陳建宏"	"96078 樹林市民權巷7號之0"
"謝秀枝"	"302 新營縣莒光路29號9樓"
"李美麗"	"524 太平市東湖巷11號之3"
"侯國雄"	"50049 北竿永和巷9號3樓"
"何文彬"	"79535 太平龍山寺街522號之4"
"任柏霖"	"20774 阿里山市民生街3號3樓"
"林俊豪"	"79531 梅山縣文化路485號之3"
"楊榮華"	"13686 平鎮博愛巷57號之3"
"黃文祥"	"31423 彰化中興路58號9樓"
"賴淑芬"	"903 朴子市民富巷4段8號3樓"
"吳俊宏"	"15653 豐原萬隆巷660號8樓"
"江文傑"	"596 新北大橋頭路433號之7"
"葉苡菲"	"998 汐止市信義街9段7號5樓"
"吳美珠"	"528 金門東湖路58號9樓"
"林俊宏"	"30153 台中市光明街7段20號5樓"
"李美珍"	"175 基隆光復街363號1樓"
"董永昌"	"10555 新竹市廣慈巷2段9號之6"
"楊欣妤"	"88123 桃園文昌路97號之9"
"賴素珠"	"40867 蘆洲明德街1號1樓"
"張淑惠"	"258 古坑市民權巷707號4樓"
"曾美惠"	"461 基隆市新生街5號之9"
"吳志成"	"27880 雲林華興路56號2樓"
"李秀珍"	"80542 蘆洲市民富巷407號2樓"
"蔡建華"	"75728 連江市和街街97號2樓"
"羅淑美"	"123 豐原市大安街8段64號0樓"
"李美玲"	"829 褒忠縣石牌路85號7樓"
"李淑玲"	"83135 橫山迴龍巷3段481號之7"
