"Aaron Put"	"Petruspad 2
7650 Zerkegem" 
"Maud De Baets"	"Gabriëlsteeg 99
7509
Hechtel-Eksel"
"Alexander Van Loon"	"Dirkweg 100
3719 Eksaarde"
"Maria Peeters"	"Ronydreef 899
5570 Evergem"
"Liliane Stevens"	"Kensingel 808
2224
Langemark"
"Rita Verfaillie"	"Miguellei 96
3656 Rumes"
"Valérie Govaerts"	"Vivianebaan 13
1644
Villers-l'Evêque"
"Kris Lauwers"	"Nielsdreef 14
6447
Boom"
"Jonathan Laenen"	"Ibrahimlaan 170
2267 Gomzé-Andoumont"
"Diana Janssens"	"Noaweg 49
9235 Escanaffles"
"Wim De Clercq"	"Noahlei 203
6902
Terwagne"
"Bruno Verelst"	"Renépad 8
1242
Deurle"
"Mustafa Matthijs"	"Arneweg 714
7260
Rendeux"
"Glenn Maes"	"Mariesingel 529
1240
Kessel-Lo"
"Lily Deman"	"Kevinboulevard 03
8879
Spontin"
"Wilfried Wauters"	"Davidboulevard 08
2378
Mortsel"
"Charlotte Gielen"	"Marielaan 834
9501
Gelbressée"
"Laurent Segers"	"Anitastraat 4
8498 Loyers"
"Mohammed Van Driessche"	"Juliebaan 13
5592
Pontillas"
"Roos Rottiers"	"Frederichof 406
6977
Nivelles"
"Jo Smets"	"Peterpad 6
6489
Vroenhoven"
"Jolien Hermans De Roo"	"Catherinepad 887
2431 Berloz"
"Christian Casteleyn"	"Dirkweg 1
9663 Terwagne"
"Dries De Winter"	"Elisasteeg 1
9311 Zwevegem"
"Lina Polfliet"	"Juliesteeg 61
1091
Soye"
"Catherine Claes"	"Jenniferdreef 70
6187
Biez"
"Martha Bossuyt"	"Eddystraat 08
8284 Eupen"
"Emma Tanghe"	"Katriendreef 766
5648
Machelen"
"Louisa Schoofs"	"Anboulevard 49
4962
Sprimont"
"Sebastiaan De Smedt"	"Gerdaring 01
7411 Zedelgem"
"Anne-Marie Willems"	"Ellenboulevard 4
2317
Mont-Sainte-Geneviève"
"Barbara Van den Eynde"	"Mariesteeg 76
8621 Thines"
"Lies Van Nuffel Boone"	"Mariehof 971
2517
Voort"
"Daniël Vermeulen Lievens"	"Marcsingel 469
3058 Val-Meer"
"Lina Verheyen"	"Bartstraat 4
3754
Tremelo"
"Amelia Van Loo"	"Lindalaan 6
1432 Zutendaal"
"René Verbist"	"Nelebaan 79
8811 Ramegnies-Chin"
"Lucie Van Dyck"	"Marijkestraat 78
9906 Lede"
"Dimitri Adriaenssens"	"Bartstraat 39
2404
Stuivekenskerke"
"Eddy Devolder"	"Lindalaan 9
8449
Ivoz-Ramet"
"Gustaaf Lauwers"	"Patrickboulevard 994
4439 Bouvignies"
"Charles Beyens"	"Kristelstraat 672
3928
Chiny"
"Annelies De Sutter"	"Irmadreef 180
6841 Orp-le-Grand"
"Lisa Hendrickx Vanneste"	"Paullei 6
6780
Roux"
"Linda Braem"	"Marleenboulevard 4
9235
Seilles"
"Stephanie Goossens"	"Lindasingel 703
4114 Spiere-Helkijn"
"Jan De Winter"	"Godelieveboulevard 2
2181
Pommeroeul"
"Ellen Cornelis"	"Johanlaan 2
3991
Honnay"
"Ruben Van Loock"	"Lucsingel 58
3812
Noirefontaine"
"Sanne Janssens"	"Josephinepad 161
4487
Beauraing"
"Liv Goossens"	"Richardlei 77
8865
Jemelle"
"Davy Dierickx"	"Nathaliestraat 9
6342 Jeuk"
"Khadija Bauwens"	"Tijssteeg 2
3374
Begijnendijk"
"Sara Knockaert Vervaeke"	"Ritapad 9
9193 Kettenis"
"Linda Claeys"	"Stefanlaan 311
3069
Oeudeghien"
"Koen Devriendt"	"Jeroenbaan 3
6801
Mortroux"
"Rudi De Meyer"	"Laurencesteeg 40
9656 Merksplas"
"Walter Theunis"	"Matsboulevard 623
2953 Dourbes"
"Edgard Aerts"	"Ingridhof 53
9428 Romedenne"
"Cedric Govaerts"	"Lydiaring 559
8409
Neufchâteau"
"Yves Baeyens"	"Patricklaan 140
3372 Villers-le-Gambon"
"Katrien Coenen"	"Roelsteeg 8
6501
Waret-l'Evêque"
"Maria De Wulf"	"Paulring 32
9282
Rocourt"
"Magdalena Verlinden"	"Carolinepad 9
4864
Ninove"
"Linda De Weerdt"	"Joppering 998
9906
Sint-Stevens-Woluwe"
"Klaas Wouters"	"Stephaniesteeg 3
7261
Mannekensvere"
"Suzanne De Groote"	"Catherinering 022
2327
Iddergem"
"Frank Claessens"	"Hermanweg 66
6473 Frasnes-lez-Anvaing"
"Andy Thomas"	"Maximehof 70
8561 Rollegem"
"Walter De Wilde"	"Johanneshof 2
7167
Sint-Michiels"
"Céline Decock"	"Jeflaan 5
5952 Sint-Rijkers"
"Daniel Bruyninckx"	"Barthof 9
4270 Schelle"
"Raymond Van Gestel"	"Paulbaan 1
1832 Lubbeek"
"Marina Claessens"	"Josephlei 90
5175 Ramsel"
"Linda Engelen"	"Martinweg 3
2786 Bourlers"
"Viviane Desmet"	"Hermanhof 024
9316
Houyet"
"Myriam De Muynck"	"Nathanlaan 9
7611
Herstappe"
"Jelle Desmet"	"Rositabaan 31
5772 Oostnieuwkerke"
"Stan Wouters"	"Roosbaan 021
5648 Sint-Baafs-Vijve"
"Elena Segers"	"Mariabaan 546
3177
Lieferinge"
"Fatima Vergauwen"	"Noahbaan 8
7423 Walem"
"Jeannine Vandecasteele"	"Bertring 5
8611
Philippeville"
"Philippe Van Parys"	"Jean-Claudelei 92
6539 Bauffe"
"Amber Kerkhofs"	"Sabrinastraat 535
6093
Dorinne"
"Linda Laenen Verbist"	"Eddybaan 520
4107
Soiron"
"Georges Vandenbroucke"	"Ruthlei 0
9052 Esen"
"Lynn De Smet"	"Anneboulevard 2
8307 Jodoigne"
"Nicole Nuyts"	"Paulaweg 17
2627
Overwinden"
"Martine Decoster"	"Mariapad 646
7433
Chapelle-lez-Herlaimont"
"Henri Herman"	"Ludwigsteeg 215
5502 Peissant"
"Anna Brouwers"	"Emilysingel 693
3041
Kapelle-op-den-Bos"
"Christa Huyghe"	"Evelynpad 3
9245 Booitshoeke"
"Jean-Pierre Wouters"	"Pascalring 75
5706
Ghlin"
"Tamara De Backer"	"Robertsteeg 1
2554
Kettenis"
"Linda Michiels"	"Robbering 064
2799 Houdremont"
"Pieter Vandeputte"	"Etiennepad 570
2691
Huccorgne"
"Dorien Maes"	"Ericpad 6
7649
Thuin"
"Liam Lammens"	"Beatriceweg 68
4706 Stave"
"Gustaaf Schepens"	"Joshuasteeg 02
2681
Pussemange"
"Marie Casteleyn"	"Brentboulevard 826
4592
Heppignies"
"Michael Raes"	"Kevinlei 9
3548 Herten"
"Maria Heylen"	"Gustaafboulevard 515
5292
Machelen"
"Anne-Marie Van Gorp"	"Milanpad 403
1298
Noiseux"
"Godelieve Peeters"	"Urbainsingel 102
9999
Suarlée"
"Linda Pattyn"	"Lottesingel 18
7328
Sint-Joris-Winge"
"Diana Callebaut"	"Marinaring 927
8705 Samart"
"Carine Van Damme"	"Mariabaan 9
2808 Roucourt"
"Sandra Standaert"	"Mariebaan 9
9631 Grand-Rosière-Hottomont"
"Robert Singh"	"Cindylei 782
7830 Saint-Gérard"
"Rita De Roeck"	"Roossteeg 0
8977
Maransart"
"Björn Govaerts"	"Robboulevard 0
3281 Crisnée"
"Shana Geuens"	"Woutboulevard 8
2718 Torgny"
"Luc De Meyer"	"Ianstraat 4
2651
Kessenich"
"Juliette Kerkhofs"	"Peterbaan 082
9557 Munte"
"Linda Pauwels"	"Jozeflei 56
6004 Okegem"
"Sofie De Decker"	"Sergelaan 9
9918
Zandbergen"
"Heidi Schepers"	"Ellalei 4
5676
Bury"
"Marc Wauters"	"Lucsteeg 812
9311 Ramegnies"
"Wim Matthys"	"Emmanuellei 2
1386
Kerkom-bij-Sint-Truiden"
"Lana Neven"	"Dominiquedreef 3
2203
Bellem"
"Gabriel Van Hoof Braem"	"Henrilei 47
5308 Emines"
"Bjorn Van Goethem Roosen"	"Katrienboulevard 12
2078
Fexhe-le-Haut-Clocher"
"Yolande Thijs"	"Tomweg 97
8807
Sint-Jacobs-Kapelle"
"David De Decker"	"Ingridhof 53
8881 Gages"
"Linda Saelens"	"Kobelaan 1
9201 Spiere"
"Flore Verbiest"	"Jackdreef 49
2781 Wange"
"Gisèle Dillen"	"Philippehof 1
5460 Roux"
"Fatima Parmentier"	"Yolandestraat 28
6398 Evegnée"
"Louis De Schutter"	"Siebedreef 52
3131
Liezele"
"Julien Maes"	"Hannelei 2
8633
Lichtervelde"
"Finn Timmerman"	"Lucdreef 41
9996 Vorsen"
"Mathis Coppens"	"Georgessteeg 42
3842 Villers-le-Temple"
"Robby De Neve"	"Wouterbaan 848
3442
Haasdonk"
"Els Timmermans"	"Alipad 69
5280
Hoegaarden"
"Linda Van Dyck"	"Mariaring 42
6359
Flawinne"
"Josée Geerts"	"Lilianeboulevard 685
8218
Heldergem"
"Johan Yildirim Lievens"	"Annsingel 4
9754
Rognée"
"Werner Van den Eynde"	"Gastonweg 11
4706
Juseret"
"Marc Jacobs"	"Bartring 961
5716
Borgerhout"
"Bart Stroobants Van Belle"	"Isabelledreef 008
6286
Rupelmonde"
"Noah Van Dyck"	"Stephanielaan 8
2626
Mark"
"Elif Willems"	"Marleenlei 6
3727
Meigem"
"Erik Claessens"	"Sofieboulevard 989
7638
Gentbrugge"
"Matthias Raes"	"Lodewijkdreef 18
5841
Feluy"
"Lindsay De Groof"	"Simonneboulevard 309
1796 Hamme"
"Godelieva Moerman"	"Pieterlaan 41
4990
Quartes"
"Christiane Janssens"	"Quintensingel 33
8201
Beringen"
"Ahmed Dewaele"	"Magdadreef 031
8759 Leers-Nord"
"Milan Vaes"	"Marcpad 5
2698 Wandre"
"Anaïs Roose"	"Riadreef 36
7600 Durbuy"
"Maria Wuyts Claus"	"Willypad 749
6324 Neufmaison"
"Natascha Maertens"	"Julesstraat 87
3929
Sint-Joris-Weert"
"Miranda Kerkhofs"	"Thomaslaan 5
6336 Pont-de-Loup"
"Godelieve Lauwers"	"Robertweg 7
9959 Quiévrain"
"Lindsey Vercammen"	"Nadinedreef 41
3701
Horebeke"
"Marc De Groof"	"Martheboulevard 879
7389
Gullegem"
"Pieter Verhaeghe"	"Josephpad 4
5254
Loksbergen"
"Johan Van Driessche"	"Ingelei 9
7414
Anvaing"
"Beatrice Desmedt"	"Brigittelaan 404
8564
Nieuwmunster"
"Nicole Bogaerts"	"Antoinetteweg 33
8291
Nadrin"
"Elke Lievens"	"Thomassingel 6
8829
Sainte-Marie-Chevigny"
"Stefaan Smeets"	"Annsingel 161
2626
Moresnet"
"Danielle Singh"	"Lucasring 44
9428
Assent"
"Sander Mahieu"	"Johnsingel 8
5619
Amel"
"Lionel Smets"	"Simonnesteeg 6
3766 Bizet"
"Tom Mertens"	"Björnring 436
6672 Sautin"
"Leen Goossens"	"Mariadreef 6
5402
Landelies"
"Gerda Vrancken"	"Véroniqueweg 7
4702
Nivelles"
"Liliane Engelen"	"Virginielaan 5
1349
Westmeerbeek"
"Nicole Blondeel"	"Tanjabaan 6
2863
Klerken"
"Annita Demeyer"	"Paullaan 936
8272 Forchies-la-Marche"
"Joost Peeters"	"Sarasteeg 273
2370
Hermalle-sous-Huy"
"Debbie Cools"	"Jeanlei 9
1997
Lier"
"Erik Laureys"	"Samirring 75
3568
Putte"
"Lisa Callens"	"Johanbaan 159
8637
Moerbeke"
"Dimitri De Decker"	"Vincentboulevard 57
7575 Bomal-sur-Ourthe"
"Roland Verhelst Lambert"	"Chrisboulevard 758
3017 Langemark-Poelkapelle"
"Wout Van Assche"	"Sandrapad 783
7315 Grâce-Hollogne"
"Ellen Buyse Pieters"	"Mireillering 2
9905 Leval-Trahegnies"
"Walter Segers"	"Woutbaan 943
3731
Ruette"
"Davy Maes"	"Gustaaflaan 22
5326
Somzée"
"Charlotte Houben"	"Mikedreef 85
3989
Nossegem"
"Jack Vervaeke Andries"	"Davylei 65
2629 Sint-Maria-Oudenhove-Zottegem"
"Ruben Roosen"	"Françoislaan 3
1105 Marchovelette"
"Lisa Lauwers"	"Jeanring 87
9000 Maffle"
"Gina Vermeire"	"Florehof 88
5584 Daussoulx"
"Roos Demeulenaere Peeters"	"Janstraat 5
8043 Chaumont-Gistoux"
"Charlotte Proost"	"Matthiasstraat 997
6261 Lochristi"
"Milan Moons"	"Leenhof 84
2964
Naomé"
"Geert Thijs"	"Hannelorepad 7
3803
Erezée"
"Heidi Liekens"	"Gerdastraat 3
9147
Dolembreux"
"Jozef Leysen"	"Ronysingel 13
7143
Macon"
"Natalie Verelst"	"Joëlweg 129
5963 La Hulpe"
"Lotte Peeters"	"Paulapad 6
5529
Warcoing"
"Lise De Wolf"	"Marijkering 591
3837
Varendonk"
"Godelieve De Keyser"	"Stevenbaan 39
1444 Alleur"
"André Willems"	"Constantpad 825
9898 Briegden"
"Ingrid Vandenbussche"	"Jennyhof 70
3261 Charneux"
"Irena Vervaeke"	"Christophelaan 65
6820
Méan"
"Frieda De Ryck"	"Jessicahof 99
5928
Gonrieux"
"Hilde Wuyts"	"Moniquering 95
6128
Groot-Gelmen"
"Ignace Daniels"	"Georgeslaan 868
6687 Bouwel"
"Martine Andries"	"Henrihof 765
6727
Mussy-la-Ville"
"Wim De Block"	"Mohammedboulevard 681
3330 Les Bons"
"Lisette Claes"	"Gretaboulevard 621
3421 Bois-d'Haine"
"Marc Bauwens"	"Filipring 39
7452 Thimougies"
"Sam De Cock Vandevelde"	"Eliashof 53
5807
Erneuville"
"Yvette Lauwers"	"Pietsteeg 822
1471 Haren-Borgloon"
"Martine Callens"	"Lilianaring 389
5171 Dorinne"
"Samir Van Raemdonck"	"Kristofweg 94
9367
Eindhout"
"Ludovicus Michiels"	"Alexandraweg 632
3858
Ernonheid"
"Christiaan Staelens"	"Tibesingel 97
4219
Eggewaartskapelle"
"Nand Mertens"	"Aliweg 0
8388
Warnant"
"Mark Dewitte"	"Bjorndreef 926
8216 Ladeuze"
"Lisette Huybrechts"	"Hugoweg 800
2507 Strée-lez-Huy"
"Anja Wellens"	"Zakariaring 09
2042 Nieuwkerken-Waas"
"Willy Rottiers"	"Hildadreef 9
1260 Linkhout"
"Elias Verelst"	"Anthonysteeg 3
5006
My"
"Monique Pieters De Cock"	"Guidolei 014
2466
Fauvillers"
"Cecile Mertens"	"Robbelei 9
9160
Zuienkerke"
"Rita Decock"	"Gustaaflei 30
7737
Vieux-Genappe"
"Jan Melis Bauwens"	"Georgettestraat 522
3614
Latour"
"Steven Delaere"	"Renaatsteeg 5
2701
Sint-Eloois-Vijve"
"Michel Van de Velde"	"Godelieveweg 80
3000 Néchin"
"Liv Joos"	"Ritaring 4
1202
Erpent"
"Marleen Cornelis"	"Rudysingel 6
2359
Brûly-de-Pesche"
"Griet Praet"	"Ingesingel 340
1984
Oostmalle"
"Daan Bossuyt"	"Annitahof 590
9114
Schaltin"
"Erwin Coppens"	"Mariabaan 7
3622
Ordingen"
"Mona Maris"	"Nancypad 674
3984
Neufmaison"
"Joren Lippens"	"Mathiassingel 457
6415
Abolens"
"Wim Van Laer"	"Mariering 50
8241
Terwagne"
"Hilda Jacobs Dewitte"	"Eduardweg 694
3830 Fize-le-Marsal"
"Wendy De Bondt"	"Timboulevard 110
3387
Achet"
"Lize De Bie"	"Ellastraat 199
7461 Lahamaide"
"Ella Vermeylen"	"Huguettering 72
3154
Senzeille"
"Viviane Bruyninckx"	"Mariannesingel 38
7453
Opglabbeek"
"Franky Declercq"	"Guidoring 175
6421
Daverdisse"
"Jasper Verlinden"	"Jandreef 064
1355
Blaasveld"
"Tamara Willems"	"Antoniobaan 3
2932
Clavier"
"Marc Vermeire"	"Ellendreef 8
3828 Velroux"
"Dennis Martens"	"Francisstraat 3
2016 Grote-Brogel"
"Kim Van Praet"	"Annekepad 3
5051
Ledegem"
"Robin Boon Staelens"	"Tomstraat 7
9584
Abolens"
"Lore Claeys"	"Annitaring 36
9082 Bossut-Gottechain"
"Jari Vrancken"	"Corneliapad 23
3756
Tollembeek"
"Godelieva Vandeputte"	"Rogerweg 7
1265
Obaix"
"Willy Debruyne Huysmans"	"Sylviastraat 013
8527 Hoogstraten"
"Kirsten Van den Bergh Vervoort"	"Gilbertsteeg 5
1058
Hoeselt"
"Evelyne Somers"	"Isabellehof 2
9077
Sombreffe"
"Wim De Backer"	"Irènedreef 9
9028 La Glanerie"
"Jef Mertens"	"Josephlei 2
1689 Houdremont"
"Mona Yilmaz"	"Katrienstraat 723
6692
Sosoye"
"Erna Gielen"	"Olivialei 807
6595
Grand-Axhe"
"Lore De Smet"	"Fannybaan 57
2925 Daknam"
"Heidi Aerts"	"Lindaweg 492
9927 Gits"
"Nathalie Maes"	"Lisettepad 11
8733
Cour-sur-Heure"
"Steven Verboven"	"Hermanhof 62
7466 Presgaux"
"André Vervoort"	"Lisettelaan 566
4510
Haltinne"
"Alain Goethals"	"Matthiasbaan 1
6711
Wiers"
"Leo Cools"	"Elianedreef 88
6822 Odeur"
"Valérie Seghers Michielsen"	"Alexanderbaan 162
9693 Sint-Andries"
"Robert Willems"	"Rafpad 959
6562 Bassenge"
"Janne Vermeiren"	"Sabinesteeg 079
8533 Solre-Saint-Géry"
"Lore Van den Broeck"	"Pieterhof 250
2004
Leopoldsburg"
"Margaretha Van Baelen Claesen"	"Hermansteeg 754
7423
Nevele"
"Christine Janssens Vercruysse"	"Moniquepad 73
4866
Quaregnon"
"Jordy Rombaut"	"Andréhof 108
1046 Nobressart"
"Lenn Willems Christiaens"	"Pollei 02
2431 Melle"
"Leon Vanhove"	"Dirkweg 6
1640 Ave-et-Auffe"
"Tania De Meyer"	"Hildering 0
9152
Fagnolle"
"Debby Andries"	"Lewishof 740
5557 Gijverinkhove"
"Irena Willems Steyaert"	"Bjornlei 9
8374
Boncelles"
"Raphaël Lambrechts"	"Dimitrilaan 651
8066
Labuissière"
"Lotte Smeets"	"Charlottestraat 775
7963 Grez-Doiceau"
"Fien De Ryck"	"Carinahof 5
5750 Melkwezer"
"Emilia De Greef"	"Mathiassteeg 9
6222
Essene"
"Marc Hellemans"	"Josépad 773
3066 Treignes"
"Hilde Van den Brande"	"Krislei 724
1217 Gaasbeek"
"Valerie Vranckx"	"Annring 777
1461 Leignon"
"Amber Van Acker"	"Davyring 78
1638
Heist-op-den-Berg"
"Gisèle De Ryck"	"Marleenpad 6
2396
Izier"
"Rita Vergauwen"	"Davidpad 60
3692
Lustin"
"Sophie Van Roy"	"Khalidsteeg 166
6454
Humbeek"
"Lou Christiaens"	"Lisettebaan 1
2114 Vaalbeek"
"Nick Timmermans"	"Joëlbaan 159
2025
Pulderbos"
"Michaël Vrancken Lauwers"	"Diegopad 44
8907
Buken"
"Aya Heylen"	"Lienstraat 16
6066
Buizingen"
"Karel De Weerdt"	"Catherinesingel 56
2563
Donstiennes"
"Xavier Heylen"	"Tamaraweg 410
7181
Clermont"
"Lex De Bruyne"	"Cedricsingel 6
4100 Henri-Chapelle"
"Liesbeth Claeys"	"Greetstraat 373
4291 Zandvoorde-Zonnebeke"
"Reinhilde Adriaensen"	"Vincentweg 89
3758 Dourbes"
"Glenn De Moor"	"Liesstraat 28
1283 Forrières"
"Lou Melis"	"Samsingel 4
8199
Onnezies"
"Steven Devos"	"Mathiaslaan 81
7788 Moxhe"
"Ines Claus"	"Lottebaan 9
8304
Sint-Eloois-Vijve"
"Daniël Pauwels"	"Lenaring 09
9247 Anderlues"
"Emma Janssens"	"Erwinboulevard 17
3254 Lieferinge"
"Noël Daems"	"Wouterstraat 595
4272 Gottignies"
"Raphaël De Wachter"	"Stevenpad 0
6256
Bertem"
"Liliane Houben"	"Fredericweg 9
9385 Bevel"
"Roger Vissers"	"Sabinesingel 527
7504 Ben-Ahin"
"Rosette Claus Demeulenaere"	"Hildeboulevard 26
6702 Anderlecht"
"Lou Vandendriessche"	"Ilsepad 5
8201
Saint-Vaast"
"Hans Vercauteren Feys"	"Thomasdreef 500
5738
Glabbeek-Zuurbemde"
"Arthur Jonckheere"	"Josephuslaan 688
1155 Eindhout"
"Stefan De Clerck"	"Martinelaan 705
2434 Wilderen"
"Conny Verbiest"	"Connydreef 861
6148
Hemptinne-lez-Florennes"
"Frédéric Devos"	"Emilehof 390
1739
Steenokkerzeel"
"Amir Maes Lenaerts"	"Mariabaan 6
1129
Vaalbeek"
"Diana Smet Pattyn"	"Sarasingel 352
2076
Huccorgne"
"Hamza Maris"	"Patrickpad 7
1021 Autre-Eglise"
"Björn Lambrechts"	"Patriciapad 2
2338
Villers-aux-Tours"
"Louis De Smedt"	"Robinlei 26
7858 Membre"
"Dominique Temmerman"	"Elspad 9
5625 Moere"
"Amber Hendrickx"	"Romyhof 775
6850 Jauchelette"
"Astrid Van Landeghem"	"Jonasring 91
4032
Sivry"
"Sonja Claes"	"Christofdreef 8
6314 Stokrooie"
"Daisy Dillen Govaerts"	"Denisedreef 6
1251 Sint-Jacobs-Kapelle"
"Benjamin Pauwels"	"Dirkweg 6
8556 Haasrode"
"Gustaaf Vanhoutte"	"Hermanring 02
8534 Heppenbach"
"Jenny Neven"	"Lucdreef 854
2499
Ottignies"
"Robert Cools"	"Willybaan 004
2537
Buzenol"
"Louis Goris"	"Moniqueweg 306
1004
Voort"
"Edith Huys"	"Kareldreef 8
7523
Vossem"
"Geert Gevaert"	"Annedreef 148
2699
Gottignies"
"Véronique Matthys"	"Cécilepad 443
4643 Haut-Ittre"
"Hilda Van Dyck"	"Anthonysteeg 68
1790 Thorembais-Saint-Trond"
"Wim Slegers"	"Samirweg 8
6822 Ohey"
"Marthe Verhaegen"	"Rudylei 12
7429 Thys"
"Gert Beckers"	"Andréring 86
5295 Chênée"
"Daan Heylen"	"Renéehof 174
9700 Varendonk"
"Gilbert De Winter"	"Celinehof 390
7241 Brunehaut"
"Louis Maes Bossuyt"	"Davidring 2
2782
Jeneffe"
"Francine De Maeyer"	"Stéphanesteeg 4
3040
Cheratte"
"Andy Devos"	"Bartweg 6
8873
Quévy-le-Petit"
"William De Bruyne"	"Willydreef 64
7197 Nokere"
"Sarah Vermeersch"	"Joranstraat 3
7237
Spontin"
"Jozef Verschueren"	"Ritahof 92
8633 Falmagne"
"Miguel Baetens Stas"	"Patriciaboulevard 456
1658 Gaasbeek"
"Willy Claesen"	"Alexanderring 75
5829
Gaasbeek"
"Jens Ooms"	"Lilianestraat 2
4184 Perwez"
"David De Bock"	"Nelesingel 45
3033
Heldergem"
"Louis Peeters"	"Andreassingel 0
5028
Lompret"
"Warre Vanhove"	"Koensingel 157
2670
Bure"
"Adriaan Verheyen"	"Françoisboulevard 31
9379
Oisquercq"
"Nathalie Jacobs"	"Quintenring 733
2732
Tielrode"
"Willy Pieters"	"Kirstendreef 39
7205 Péronnes-lez-Binche"
"Kelly Vervaet"	"Philippeboulevard 5
4676
Lives-sur-Meuse"
"Jean-Pierre Ooms"	"Stevenboulevard 724
6048
Grosage"
"Ilse Leys Vermeulen"	"Martinlei 598
5680 Samart"
"Charlotte Devos"	"Kristofring 26
7352
Kieldrecht"
"Wim Michiels Van Gorp"	"Jeanbaan 1
6802 Buken"
"Louisa De Cock"	"Marcelring 67
8953 Opdorp"
"Kristien Hens"	"Rositaring 392
4596
Latinne"
"Jeannine Verbeke"	"Guyring 04
8756
Loksbergen"
"Kasper Heylen"	"Mustafadreef 224
5103 Wortegem"
"Celine Heylen"	"Kimweg 042
9018
Mesnil-Eglise"
"Noa Roose"	"Marleenboulevard 3
9768 Perwez-Haillot"
"Irène Liekens"	"Ahmedsteeg 941
1474
Feluy"
"Marleen Neven"	"Koendreef 3
4369
Hautrage"
"Francis Smet"	"Noralei 7
6220
Amberloup"
"Lucas Schepers"	"Kurthof 4
9061
Ernage"
"Louisa Meert Beyens"	"Yannicklaan 29
3838 Massenhoven"
"Mathieu Thomas"	"Sandrasingel 19
1370 Wijtschate"
"Roger Vaes Poelmans"	"Kristoflei 70
8305
Burcht"
"Marie Raeymaekers"	"Véroniquelaan 6
3983
Fauroeulx"
"Dominique Eeckhout"	"Elshof 045
3588 Zevergem"
"Nicole De Muynck"	"Nancyring 3
6733 Dave"
"Petrus Geeraerts"	"Jessepad 77
7769
Omal"
"Nancy Sterckx"	"Jossehof 2
8250 Hertsberge"
"Juliette Jans"	"Ninasingel 465
5121 Celles"
"Koen Bogaerts"	"Jochensteeg 511
1105
Cherain"
"Louise De Smet"	"Marinasingel 65
4464 Cornimont"
"Frank De Bondt"	"Jolienlei 43
9625 Flémalle-Haute"
"Mathias Maertens"	"Frederiklaan 96
2846 Auvelais"
"Tess Verboven"	"Marcring 6
7473
Mont-Gauthier"
"Tony Baert Van de Voorde"	"Olivierpad 2
3224
Aisemont"
"Arthur De Smet"	"Mariesteeg 431
6982
Spalbeek"
"Kathleen Dewaele"	"Charlottelei 1
5129 Kallo"
"Wesley Claes"	"Nicolebaan 754
6770 Franière"
"Tony Bonte"	"Matteolei 9
5584
Sint-Joost-ten-Node"
"Marie Janssen"	"Valeriesteeg 188
1136
Bouwel"
"Louise Melis"	"Carolinelei 5
7352
Elen"
"Kato Vos"	"Nellylaan 9
4326
Vosselare"
"Jeanne Baeten"	"Lucring 82
6319
Otegem"
"Marianne Renders"	"Ismailhof 47
1755
Genoelselderen"
"Mario Geerts"	"Nancyring 836
2726
Sugny"
"Kim Engels"	"Marcellaboulevard 26
2719
Cornimont"
"Frederik Melis"	"Marie-Christinestraat 4
5517
Grosage"
"Lily Van den Bergh"	"Ayalaan 58
9588 Wangenies"
"Yara Vermeersch"	"Jozefstraat 4
6636 Bornival"
"Fien Jansen"	"Landerlei 52
2233 Gourdinne"
"Louise Mertens"	"Stephaniestraat 7
2066
Broekom"
"Nore Kenis"	"Kamielhof 36
4334
Lamine"
"Axel Adams"	"Annicksteeg 224
9816 Tollembeek"
"Dirk Smet"	"Pietpad 2
5872
Ormeignies"
"Pieter Maes"	"Veerlehof 607
8999 Elsenborn"
"Koenraad Dewitte"	"Paullaan 724
3713 Tournay"
"Emiel Peeters"	"Marijkestraat 588
8392 Quaregnon"
"Claudine Wauters"	"Christophesingel 757
3934
Henis"
"Peter De Ridder"	"Erwinstraat 52
9987 Philippeville"
"Herman Van Hulle"	"Edwardring 07
6352
Warquignies"
"Louise Pollet"	"Jochenbaan 7
3870
Wulveringem"
"Rosa Claes"	"Juliesteeg 0
6348 Varendonk"
"Katia De Smet"	"Nickboulevard 66
9267 Tiegem"
"Miel Smet"	"Marie-Thérèsesteeg 75
8834 Nazareth"
"Cindy Vinck"	"Bennyboulevard 310
4163 Pailhe"
"Amber Feys"	"Oonabaan 2
7578
Kortenaken"
"Nico Vranken"	"Stevenlei 677
4877
Klemskerke"
"Omar Vlaeminck"	"Petersingel 6
9713
Loonbeek"
"Thomas Van Baelen"	"Jochensteeg 78
5048
Wiers"
"Dennis Hoste"	"Christelweg 2
2078 Gentinnes"
"Lowie Cools"	"Timopad 3
9300
Les Waleffes"
"Jo Nuyts"	"Mariedreef 9
3804 Baronville"
"Willem Huys"	"Thierrydreef 627
4132 Epinois"
"Monique Verhaegen Van Raemdonck"	"Peterpad 6
4176 Strépy-Bracquegnies"
"Eveline Daems"	"Marchof 7
9746
Celles"
"Christophe Peeters"	"Romylei 39
9376 Maissin"
"Karel Slegers"	"Denislaan 51
3481
Ottergem"
"Liliane Van Landeghem"	"Bernadettepad 1
9855 Tihange"
"Marie Vercammen"	"Jasonpad 14
9606
Keumiée"
"Irma Lammens"	"Mariosingel 28
4811
Wannegem-Lede"
"Luc Blondeel"	"Marliesring 99
7173
Bossière"
"Carine Peeters Bruneel"	"Ruthpad 037
8210
Donk"
"Christof Rombaut"	"Marie-Jeannelei 90
5807 Knokke-Heist"
"Eduard De Ridder"	"Lienbaan 125
1808
Lissewege"
