"Abbas Ahmed","Grangatan 060
93689 Mölndal" 
"Kerstin Henriksson","Skolstigen 4
64257 Alingsås"
"Maria Jakobsson","Kvarnstigen 3
26989 Örebro"
"Irene Olsson-Pettersson","Nygatan 254
46673 Helsingborg"
"Anna Isaksson","Grangränd 84
68834 Karlskoga"
"Yvonne Dahl","Bäckgatan 362
62851 Kristianstad"
"Inga-Lill Persson","Kyrkvägen 863
93726 Kalmar"
"Oliver Karlström Larsson","Villagatan 968
30535 Malmö"
"Jörgen Björklund-Johansson","Åkervägen 62
61408 Norrköping"
"Anna Gunnarsson","Skolvägen 703
86299 Nyköping"
"Jane Svensson","Aspgatan 862
19588 Lund"
"Leif Högberg Danielsson","Ringgränd 85
68085 Kristianstad"
"Åke Lundqvist","Backvägen 658
31844 Umeå"
"Diana Persson","Björkgränd 2
23399 Lidköping"
"Hanna Molin","Industrigatan 160
27268 Motala"
"Kristina Stenberg","Bäcktorget 8
60530 Malmö"
"Tommy Palmgren","Industrigränd 21
50194 Göteborg"
"Maria Davidsson","Grangatan 169
34137 Luleå"
"Louise Larsson","Gengränd 096
99439 Falun"
"Katharina Pettersson","Åkervägen 260
16086 Örnsköldsvik"
"Janet Strand","Åkervägen 71
47577 Växjö"
"Joachim Sundström-Lundgren","Strandvägen 06
46958 Södertälje"
"Lina Karlsson","Kvarnvägen 73
18763 Sandviken"
"Karl Svensson","Skoltorget 387
66914 Borlänge"
"Gunborg Norberg","Strandvägen 3
69822 Östersund"
"Helena Vikström","Grantorget 8
95218 Uddevalla"
"Carl Elofsson","Aspvägen 9
95904 Trollhättan"
"Elisabet Söderholm","Fabrikstorget 52
74306 Lidingö"
"Mia Jonsson Edvardsson","Bäckgränd 733
50292 Uppsala"
"Sam Kjellberg","Kvarngatan 221
87388 Helsingborg"
"Jari Jonsson","Parkvägen 80
10514 Karlstad"
"Sam Bengtsson","Idrottsgatan 536
63852 Halmstad"
"Charlotte Karlsson Anderberg","Industristigen 178
73892 Skövde"
"Sven Bergqvist","Stationsgränd 3
51586 Skellefteå"
"Daniel Persson","Åkergränd 7
28385 Kristianstad"
"Mathias Nilsson","Industristigen 639
57560 Stockholm"
"Camilla Ericsson","Ekvägen 0
57813 Jönköping"
"Anders Sandin","Villagatan 432
84326 Stockholm"
"Fredrik Johansson-Danielsson","Industrivägen 95
23288 Luleå"
"Agnes Wikström Karlsson","Idrottsstigen 284
59426 Skövde"
"Jari Norén","Björktorget 576
99047 Kalmar"
"Bo Grahn","Nytorget 42
14980 Landskrona"
"Helén Lundberg","Granstigen 529
18878 Trelleborg"
"Elma Bengtsson","Kvarnvägen 64
51912 Trollhättan"
"Anders Mattsson Andersson","Grangatan 976
73587 Helsingborg"
"Bengt Andersson","Kyrkovägen 0
46824 Luleå"
"Tim Karlsson","Nystigen 32
95388 Örnsköldsvik"
"Stefan Åsberg Brandt","Asptorget 9
67309 Nyköping"
"Vidar Johansson","Idrottsvägen 076
71366 Motala"
"Mikaela Mattsson","Järnvägsgatan 531
60898 Luleå"
"Jarl Hansson","Kyrkstigen 133
17335 Mölndal"
"Ali Dahlgren","Bäckgatan 873
93807 Kristianstad"
"Bengt Ahlin","Trädgårdsgränd 505
65291 Skellefteå"
"Per Petersson","Kyrkvägen 192
57541 Stockholm"
"Simon Lönn","Ringvägen 3
95764 Karlskoga"
"Renée Andrén","Stortorget 2
20604 Ängelholm"
"Gunilla Ekman","Kyrkovägen 8
11244 Linköping"
"Lars Karlsson","Kyrkstigen 0
59698 Varberg"
"Jenny Nordström","Fabriksvägen 436
48658 Sundsvall"
"Leif Grönlund","Aspgränd 26
36041 Luleå"
"Jasmine Lundgren","Villagatan 097
34817 Malmö"
"Magnus Hall","Bäckvägen 852
90949 Uddevalla"
"Lisbeth Nordin-Olsson","Parkgatan 5
11948 Göteborg"
"Moa Engvall","Parkgatan 51
96560 Uddevalla"
"Maria Andersson Rehn","Stationstorget 3
32542 Jönköping"
"Henry Nordin","Ekgatan 90
61523 Halmstad"
"Erik Krantz","Aspvägen 1
75977 Kristianstad"
"Camilla Persson","Kyrkotorget 70
40493 Lidingö"
"Christina Nilsson","Stationsvägen 9
56451 Uddevalla"
"Viktoria Nilsson","Nystigen 877
39032 Skövde"
"Jasmine Samuelsson","Björkvägen 62
55163 Lidköping"
"Daniel Eriksson","Idrottsgatan 542
62402 Uppsala"
"Michael Davidsson","Parkgränd 9
89784 Varberg"
"Fredrik Hjalmarsson Brännström","Kyrkgatan 0
23555 Östersund"
"Charlotta Hagberg","Genvägen 4
65031 Luleå"
"Patrik Andrén","Skogsgatan 3
46212 Karlstad"
"Marika Svensson","Villagatan 1
57781 Motala"
"Kristina Holmgren","Ängsgatan 5
40776 Uddevalla"
"Leo Eklund","Industritorget 3
65702 Mölndal"
"Susanne Eriksson","Furugatan 47
28941 Luleå"
"Jean Jönsson","Ängsgränd 057
53727 Lidingö"
"Margareta Petersson","Skolvägen 7
88513 Malmö"
"Alice Abdi","Kvarngränd 4
64748 Trelleborg"
"Margaretha Lind","Genvägen 2
10446 Lidingö"
"Håkan Andersson Pettersson","Villastigen 274
16596 Alingsås"
"Charles Olsson-Lundberg","Kyrkvägen 325
70584 Sandviken"
"Gun Mohamud Nilsson","Skogsgatan 26
68894 Motala"
"Rickard Blom","Stationsgränd 40
75054 Falun"
"Benny Ahmad","Skolgatan 95
14436 Eskilstuna"
"Margareta Granberg-Johansson","Asptorget 225
62070 Linköping"
"Jeanette Sköld","Industrigatan 41
20219 Gävle"
"Lilly Almqvist","Nystigen 845
19360 Sandviken"
"Jessica Lundberg","Björkgränd 8
36930 Trollhättan"
"Harry Sandström","Bäckvägen 5
24033 Östersund"
"Stefan Berg","Parkgatan 77
30875 Skellefteå"
"Elsa Åkerlund","Ängsstigen 38
69243 Lidköping"
"Ove Thulin","Ekstigen 7
42806 Ängelholm"
"Hillevi Wiberg","Kyrkgatan 15
16813 Landskrona"
"Charlotta Hansson","Åkervägen 641
44682 Västerås"
"Gunnar Nyström","Trädgårdsvägen 38
85023 Trollhättan"
"Jennie Forsberg","Ekvägen 42
15196 Västerås"
"Petter Ahlström","Järnvägsstigen 75
75614 Linköping"
"Karin Andersson","Ekvägen 28
66216 Östersund"
"Hans Berg-Singh","Ekvägen 48
61642 Östersund"
"Hans Dahlin","Kyrkogatan 68
43797 Växjö"
"Folke Ekström","Ekvägen 9
77961 Alingsås"
"Linnea Öberg","Skoltorget 28
56066 Borlänge"
"Ali Ahlström","Gengatan 2
35341 Skellefteå"
"Gerd Hedström","Stationsgatan 08
88060 Göteborg"
"Robert Lundin","Ringstigen 69
58987 Västerås"
"Jenny Andersson-Carlsson","Järnvägstorget 048
10804 Linköping"
"Lars Pettersson","Järnvägsgatan 9
74655 Örnsköldsvik"
"Lena Josefsson","Kyrkvägen 10
16222 Malmö"
"Maria Östberg","Furuvägen 800
96692 Stockholm"
"Margaretha Mårtensson-Johansson","Ekvägen 8
57274 Lidköping"
"Mattias Persson","Trädgårdsvägen 848
32475 Umeå"
"Love Eriksson","Villavägen 400
72861 Ängelholm"
"Linnea Levin Gustavsson","Skolvägen 852
94195 Malmö"
"Johanna Blomberg","Skoltorget 6
42435 Örebro"
"Lisa Berglund","Kyrkovägen 79
82927 Helsingborg"
"Jenny Andersson-Granath","Ringgatan 799
63035 Karlstad"
"Monica Lundberg","Bäckgatan 9
32274 Falun"
"Alexander Lund","Gentorget 30
65782 Motala"
"Sophie Karlström Nguyen","Åkertorget 35
62198 Trelleborg"
"Ebba Backlund","Skolgatan 4
68607 Lidingö"
"Per Persson","Kyrkogatan 35
21966 Nyköping"
"Mattias Petersson","Parkvägen 9
30322 Trelleborg"
"Ingrid Sjöstedt","Ängsstigen 23
87870 Skellefteå"
"Gunnar Johansson","Kyrkogränd 71
66429 Stockholm"
"Kristin Pettersson","Bäckvägen 03
26120 Östersund"
"Jenny Jönsson","Industrigatan 81
44600 Helsingborg"
"Margareta Wang","Trädgårdsgatan 559
25476 Mölndal"
"Maria Nilsson","Kvarngränd 08
89972 Lidingö"
"Stig Rosén","Strandtorget 5
41642 Uddevalla"
"Carl Östlund","Storgatan 5
30890 Eskilstuna"
"Gunnar Svensson","Skogsgatan 11
94690 Kristianstad"
"Tova Forsberg","Kyrktorget 9
46219 Alingsås"
"Erik Dahlström","Stationsvägen 90
68850 Halmstad"
"Ann Carlsson","Villastigen 9
41309 Karlstad"
"Johan Andersson Hansson","Nygränd 1
36270 Västerås"
"Jenny Nyberg","Skolgatan 36
97569 Kristianstad"
"Billy Thulin Gustavsson","Björkgränd 831
11622 Mölndal"
"Patricia Jörgensen Friberg","Villatorget 776
16299 Karlskrona"
"Ingegerd Nielsen","Kyrkgränd 80
24324 Uddevalla"
"Fredrik Alexandersson","Stationsvägen 8
85224 Halmstad"
"Erik Engman","Grangatan 060
22258 Skellefteå"
"Annette Gustafsson","Fabriksgatan 9
97347 Trollhättan"
"Kerstin Larsson Svensson","Ringtorget 83
98546 Södertälje"
"Marie Hansson-Eriksson","Strandgatan 88
35104 Sundsvall"
"Maria Lindström","Skolgatan 3
45518 Skellefteå"
"Jens Andersson","Idrottsvägen 67
17845 Jönköping"
"Marianne Karlsson","Järnvägstorget 46
19783 Jönköping"
"Maria Wahlgren","Kyrktorget 200
78290 Kristianstad"
"Sören Ibrahim","Industrigatan 9
57058 Gävle"
"Johnny Eriksson","Trädgårdsstigen 159
21865 Gävle"
"Daniel Hellberg","Backvägen 802
64410 Borås"
"Tony Öberg","Grantorget 938
31040 Malmö"
"Michael Nordqvist","Fabriksstigen 2
47515 Helsingborg"
"Elvira Sundin Bergman","Idrottsstigen 3
97549 Borlänge"
"Maria Larsson","Ekvägen 924
85622 Gävle"
"Jens Sundqvist","Strandvägen 9
85809 Motala"
"Mahdi Möller","Parkvägen 9
73209 Eskilstuna"
"Elsa Andersson","Kvarngränd 1
36037 Karlskoga"
"Emma Ekström","Strandvägen 682
71586 Landskrona"
"Ingegerd Svensson","Björkgränd 5
31865 Göteborg"
"Neo Widén","Åkertorget 3
26268 Varberg"
"Leif Eriksson","Åkervägen 3
63658 Karlskoga"
"Ebbe Olsson","Furuvägen 273
24447 Lidköping"
"Jan Andersson-Nilsson","Stationsvägen 1
15496 Nyköping"
"Maria Henriksson","Fabriksgatan 9
53969 Linköping"
"Jesper Larsson-Frisk","Ekvägen 987
57158 Borås"
"Vera Klasson","Stationsvägen 44
88940 Varberg"
"Patrik Fransson","Industrivägen 97
97248 Växjö"
"Malin Sjögren","Aspgränd 5
10199 Örebro"
"Ida Holmgren","Backstigen 87
60583 Trelleborg"
"Magdalena Rosenberg","Kyrkvägen 1
42520 Karlskrona"
"Margareta Gunnarsson Falk","Fabriksstigen 107
21569 Sandviken"
"Erik Johansson Karlsson","Bäckstigen 87
73324 Helsingborg"
"Eva Eriksson Larsson","Ringvägen 2
94115 Karlskoga"
"Tanja Sjöstedt","Trädgårdsgatan 745
22239 Jönköping"
"Jessica Eriksson","Skolvägen 23
87992 Östersund"
"Gunilla Olsson","Stationsvägen 78
34065 Sundsvall"
"Ulla-Britt Wikström","Idrottsstigen 814
58450 Uddevalla"
"Liam Karlsson","Strandvägen 055
82898 Sandviken"
"Sonja Singh","Björkgatan 58
11779 Lidköping"
"Anita Johansson","Granvägen 2
56560 Uddevalla"
"Camilla Ågren","Genstigen 3
88885 Uddevalla"
"Klara Eriksson","Industrivägen 023
61377 Ängelholm"
"Britt Knutsson","Storstigen 31
84033 Stockholm"
"Jeanette Johansson","Parktorget 6
61631 Karlskoga"
"Jessica Nilsson","Trädgårdsvägen 09
22270 Borås"
"Anneli Holmqvist-Holmqvist","Skogsgatan 443
62061 Umeå"
"Paulina Byström","Ekvägen 6
35878 Örebro"
"Eva Salomonsson","Backvägen 2
56130 Umeå"
"Ulla Liljegren","Kvarntorget 40
85405 Trollhättan"
"Sofia Månsson Engberg","Storstigen 91
75916 Motala"
"Henrietta Gustavsson","Parktorget 774
69538 Alingsås"
"Kerstin Wahlberg","Industristigen 42
53753 Trelleborg"
"Marianne Eklund Eriksson","Trädgårdsgränd 8
38438 Kalmar"
"Ann-Britt Carlson","Bäckgränd 12
72467 Piteå"
"Jessica Olofsson","Industristigen 60
73841 Falun"
"Anna Sundqvist","Skolgränd 44
31534 Östersund"
"Mona Hansson","Björkvägen 623
69495 Norrköping"
"Emil Axelsson","Strandvägen 1
81807 Norrköping"
"Christian Jansson","Skolgatan 27
12201 Nyköping"
"Jacob Grahn","Kvarngatan 1
27419 Eskilstuna"
"Terese Karlsson Johansson","Skogstorget 831
72197 Landskrona"
"Kristian Johansson Svensson","Storvägen 87
53170 Norrköping"
"Freja Johansson-Danielsson","Kyrkgatan 5
59813 Uppsala"
"Birgitta Lindberg","Skolvägen 266
78682 Sandviken"
"Jessica Wester","Parktorget 762
96549 Stockholm"
"Karin Rosenberg","Strandgatan 0
98354 Lidköping"
"Nina Vikström","Nygatan 986
11563 Umeå"
"Krister Nilsson","Åkertorget 9
70761 Trollhättan"
"Olle Martinsson","Fabriksgränd 3
26099 Jönköping"
"Ingegerd Hultgren","Åkervägen 460
54672 Lidingö"
"Malte Arvidsson","Ringstigen 9
61102 Borlänge"
"Ingemar Ohlsson-Lundqvist","Kyrkvägen 1
37346 Kalmar"
"Jan Magnusson","Skogsstigen 0
83909 Stockholm"
"Conny Ali","Villavägen 9
63701 Skellefteå"
"Jim Lindberg","Järnvägsgatan 0
96658 Uppsala"
"Suzanne Nyström","Furustigen 5
75192 Västerås"
"Elisa Johansson","Gengatan 9
76676 Piteå"
"Linda Lundgren","Ekvägen 1
85855 Halmstad"
"Nellie Söderlund","Strandvägen 6
13303 Lidingö"
"Robert Olsson","Järnvägstorget 85
81799 Sundsvall"
"Hjalmar Hagman","Industrigatan 7
72182 Trollhättan"
"Lage Lindh","Stortorget 76
94141 Sandviken"
"Susan Karlsson Nilsson","Kyrkovägen 81
38352 Mölndal"
"William Edman","Nytorget 899
57437 Jönköping"
"Jimmie Hagström","Skolvägen 28
53937 Lidköping"
"Iris Nilsson Ståhl","Kvarntorget 878
49813 Skövde"
"Elisabet Adolfsson-Friberg","Skolvägen 855
84189 Luleå"
"Maria Karlsson","Stationsgatan 5
72154 Sandviken"
"Kristina Berggren","Skolgatan 719
64533 Helsingborg"
"Leon Strömberg","Industrigatan 19
29822 Örnsköldsvik"
"Sara Näslund-Bergström","Grantorget 154
12140 Lidköping"
"Daniel Vikström","Skogsgränd 8
37891 Helsingborg"
"Maja Karlsson","Järnvägsstigen 591
87986 Landskrona"
"Sven Andreasson","Åkergränd 72
58727 Sandviken"
"Jimmy Eriksson Svanberg","Backtorget 1
61578 Sundsvall"
"Monica Modig","Storstigen 50
29915 Mölndal"
"Pär Johansson Ljungqvist","Skolgränd 6
76855 Ängelholm"
"Håkan Norén","Björkgränd 5
82515 Karlskrona"
"Rut Andreasson","Stationsgatan 423
78158 Helsingborg"
"Marie Johansson","Furugatan 577
15508 Piteå"
"Edgar Abdi","Ringstigen 26
52207 Helsingborg"
"Rikard Andersson","Åkerstigen 316
50560 Karlstad"
"Anders Johansson","Skolvägen 6
62852 Östersund"
"Ida Singh","Järnvägsgränd 97
23252 Malmö"
"Jimmy Skoglund-Olsson","Trädgårdsvägen 6
70683 Eskilstuna"
"Björn Ahlberg","Industrigatan 4
42247 Örebro"
"Magnus Lundh Pettersson","Strandvägen 44
45234 Kalmar"
"Marie Nilsson","Ringgatan 003
73967 Trelleborg"
"Thomas Jonasson","Kyrkvägen 4
87958 Jönköping"
"Anna Hussein","Idrottsgatan 9
67517 Helsingborg"
"Irene Ahmed","Granvägen 1
82726 Malmö"
"Anneli Nordlund Borg","Aspvägen 47
46831 Motala"
"Maria Pettersson","Björkgatan 4
68691 Luleå"
"John Bergström","Parkgränd 3
52095 Kalmar"
"Joakim Edman","Nytorget 34
62385 Borlänge"
"Rosa Johansson","Backgränd 63
55020 Göteborg"
"Linus Svensson","Skolstigen 4
18531 Östersund"
"Gillis Carlson","Asptorget 022
78383 Malmö"
"Märta Nyman","Järnvägstorget 34
77662 Halmstad"
"Lars Hellström","Parkgatan 610
17712 Landskrona"
"Marcus Hansen","Skoltorget 595
27543 Lidingö"
"Simon Ström","Kvarnvägen 983
65700 Uppsala"
"Katrin Nilsson","Parkgränd 19
55471 Lidingö"
"Alexander Olsson","Skoltorget 60
62866 Gävle"
"Joakim Karlsson-Arvidsson","Parkvägen 379
29330 Luleå"
"Werner Berg","Björkgatan 3
69764 Landskrona"
"Markus Andersson","Parkvägen 4
93089 Örnsköldsvik"
"Irene Hassan","Nyvägen 666
57883 Helsingborg"
"Karin Karlsson","Backgränd 841
12275 Örnsköldsvik"
"Frans Nilsson","Skogsgatan 0
48100 Kalmar"
"Irene Englund","Backgatan 917
22201 Halmstad"
"Sven Karlsson","Granvägen 704
83075 Norrköping"
"Sven Jansson Åkerlund","Bäcktorget 2
67472 Uppsala"
"Agneta Öberg","Idrottsvägen 030
73959 Lund"
"Joakim Malmström","Grangatan 92
71107 Lidingö"
"Astrid Bertilsson","Ekgatan 90
76320 Sundsvall"
"My Helgesson","Bäckgränd 760
29975 Uddevalla"
"Sandra Gustavsson","Industrigatan 4
15584 Varberg"
"Annika Andersson","Villagränd 451
98095 Motala"
"Joakim Paulsson","Trädgårdsvägen 99
61085 Linköping"
"Katarina Bergström","Skolvägen 4
87710 Borlänge"
"Rita Johansson","Skogsstigen 98
76589 Göteborg"
"Kristoffer Lundholm","Nyvägen 0
85008 Motala"
"Leif Roos","Ängsvägen 23
91773 Helsingborg"
"Joakim Norgren","Trädgårdstorget 2
58973 Södertälje"
"Ida Persson","Stationsgränd 09
78375 Lidingö"
"Sara Johansson-Henriksson","Ängsgränd 96
22060 Malmö"
"Göran Samuelsson","Kvarngatan 18
31980 Jönköping"
"Gudrun Forsman","Fabriksvägen 52
89423 Karlskrona"
"Linnéa Granström","Furuvägen 3
27340 Lund"
"Börje Persson","Parkgränd 907
17320 Linköping"
"Kristina Sjögren-Holmström","Genvägen 24
98592 Örnsköldsvik"
"Melker Dahlgren-Abrahamsson","Skoltorget 73
73833 Kristianstad"
"Marie Claesson","Parkgatan 277
46298 Helsingborg"
"Joanna Kristensson","Backvägen 397
14277 Västerås"
"Theo Johansson Levin","Villavägen 0
59064 Karlskoga"
"Algot Larsson","Parkvägen 5
78089 Södertälje"
"Jennie Bergkvist","Nygatan 1
49360 Mölndal"
"Gustaf Nilsson","Ekgatan 14
82822 Malmö"
"Sture Karlsson","Granvägen 3
12386 Varberg"
"Mikael Ek","Grangränd 406
93325 Östersund"
"Maria Svensson","Parkvägen 13
14282 Kristianstad"
"Christer Törnqvist","Industritorget 7
54257 Lidköping"
"Fredrik Said","Kyrkotorget 713
10816 Jönköping"
"Johan Andersen","Parktorget 8
57732 Trollhättan"
"Charlotte Strid","Järnvägsstigen 17
50962 Östersund"
"Edvin Norling","Backvägen 09
79507 Helsingborg"
"Maria Andreasson-Söderberg","Villavägen 4
77131 Skellefteå"
"Kent Olsson","Backgatan 577
15287 Kristianstad"
"Anna Svensson Eriksson","Bäckgatan 272
57125 Karlskoga"
"Boel Olsson-Hussein","Ringgränd 0
61540 Halmstad"
"Simon Nilsson Jonsson","Bäckgatan 932
55919 Jönköping"
"Marianne Johansson","Grangränd 31
80224 Skövde"
"Valentina Andersson","Kyrkogatan 799
67376 Uppsala"
"Johan Andersson","Aspvägen 08
56957 Piteå"
"Christer Kling Fransson","Ängsgatan 9
96234 Kristianstad"
"Fredrika Samuelsson Karlsson","Ekstigen 4
16826 Trollhättan"
"Amir Grönlund Lundgren","Genvägen 252
11325 Karlskoga"
"Camilla Krantz","Trädgårdsstigen 3
29996 Trollhättan"
"Robert Jansson-Svensson","Aspgatan 5
90880 Motala"
"Stig Lundström-Nilsson","Villagatan 51
67478 Örnsköldsvik"
"Harry Svedberg","Björkgatan 7
13115 Göteborg"
"Ivar Hultman","Skolgatan 24
90907 Nyköping"
"Maria Hassan","Kvarngatan 791
58394 Ängelholm"
"Johan Andersson-Lundkvist","Parktorget 630
64098 Umeå"
"Nils Eriksson","Skogsvägen 303
96323 Karlstad"
"Anna Sandberg","Kyrkogränd 861
63361 Västerås"
"Bengt Larsson","Aspgatan 4
68235 Halmstad"
"Josefin Lantz","Grangatan 764
40575 Trollhättan"
"Monika Berntsson","Industrigatan 378
26234 Uddevalla"
"Anna Olsson","Genvägen 119
90898 Landskrona"
"Teresa Nilsson","Idrottsgränd 436
78250 Uppsala"
"Vega Karlsson-Olsson","Backgatan 355
75741 Trelleborg"
"Ingemar Andreasson","Strandtorget 171
40605 Helsingborg"
"Johan Arvidsson","Björkvägen 41
99729 Trelleborg"
"Anna Andersson","Järnvägsgatan 8
94146 Motala"
"Anna Johansson","Kyrkgränd 35
10548 Motala"
"Lars Augustsson","Björkgatan 140
15277 Karlstad"
"Malin Nilsson","Kyrkostigen 58
41045 Linköping"
"Lennart Hermansson","Backgatan 6
72576 Halmstad"
"Susanne Wiklund","Furuvägen 78
47538 Karlskoga"
"Sara Abrahamsson","Aspgatan 25
75390 Östersund"
"Carl Blom","Industritorget 20
55755 Stockholm"
"Gunnar Hjalmarsson","Strandgränd 5
98448 Eskilstuna"
"Johan Boman","Kyrkgatan 8
82905 Borlänge"
"John Karlsson-Jonsson","Villagatan 96
71388 Stockholm"
"Charlotte Granberg","Furutorget 16
41140 Borås"
"Anita Johansson","Idrottsstigen 05
39827 Halmstad"
"Staffan Westberg-Blomkvist","Parkgatan 8
88155 Luleå"
"Alexander Svensson","Nyvägen 317
86599 Västerås"
"Karl Lundell","Furuvägen 20
34209 Helsingborg"
"Oskar Jakobsson","Ekgatan 83
88247 Trelleborg"
"Elsa Björklund","Ängsgatan 9
79412 Helsingborg"
"Susanne Holmqvist-Nilsson","Kyrkostigen 02
64660 Umeå"
"Johan Englund","Industrivägen 024
11186 Östersund"
"Sofia Gustafsson","Ängsvägen 31
49449 Karlskoga"
"Eva Holgersson","Skogsgatan 0
59862 Jönköping"
"Theres Björkman","Parkstigen 6
53499 Lidingö"
"Pernilla Engberg-Sandberg","Strandgatan 06
78138 Landskrona"
"Amalia Östlund","Skogsgatan 846
35271 Halmstad"
"Helena Olsson","Industristigen 73
95981 Östersund"
