"Abdi Ali","Villavägen 58
13918 Gävle" 
"Kjell Olsson","Trädgårdsstigen 5
27772 Falun"
"Magdalena Hansson","Kyrkovägen 078
15290 Karlskoga"
"Isabella Forsberg","Aspgatan 4
76697 Sundsvall"
"Josefin Andersson","Stationsvägen 4
65739 Lidingö"
"Anders Strand Sjöberg","Strandgatan 294
19929 Trollhättan"
"Ann-Sofie Hansson","Backvägen 5
14684 Luleå"
"Margareta Pettersson","Storstigen 74
95982 Skellefteå"
"Per Sjölin","Backstigen 8
57737 Karlskoga"
"Maria Johansson","Järnvägsgränd 5
87019 Skellefteå"
"Sophie Johansson","Kvarnvägen 631
58284 Västerås"
"Sophia Ekman Said","Åkergränd 9
84234 Sundsvall"
"Magdalena Lindh","Backgatan 690
17694 Gävle"
"Elis Svensson","Skolvägen 292
72559 Nyköping"
"Ing-Marie Ericsson Persson","Skolstigen 01
96586 Motala"
"Nils Mohamed","Skogsgatan 4
45685 Falun"
"Magnus Nilsson","Ektorget 9
45131 Lidköping"
"Viola Johansson","Backstigen 33
86381 Piteå"
"Isabelle Nilsson","Järnvägstorget 59
40478 Örebro"
"Reza Persson","Nyvägen 67
87367 Karlskrona"
"Cecilia Persson","Nygränd 9
68747 Eskilstuna"
"Erik Börjesson","Ängsgatan 5
46598 Trelleborg"
"Magdalena Löfgren-Westberg","Skolgränd 83
37481 Mölndal"
"Jane Isaksson","Stationsgatan 355
52781 Karlskrona"
"Ann-Charlotte Hermansson","Ringgränd 31
21808 Helsingborg"
"Elsa Sundell","Parkgatan 2
85412 Norrköping"
"Gunilla Axelsson","Granvägen 4
59233 Gävle"
"Lena Johnson","Skolgränd 29
56210 Karlskoga"
"Barbro Lindholm","Idrottsgatan 679
64305 Örnsköldsvik"
"Camilla Ottosson-Danielsson","Skoltorget 79
82323 Varberg"
"Filippa Hassan","Kvarntorget 0
39891 Skellefteå"
"Jonas Johansson","Trädgårdsgatan 1
81209 Falun"
"Magdalena Sandberg","Idrottsgatan 008
14484 Trollhättan"
"John Nilsson","Villavägen 8
86935 Sandviken"
"Carl Johnsson Bäckström","Stationsgatan 3
53039 Linköping"
"Sophia Engvall Karlström","Granvägen 00
43654 Karlstad"
"Stefan Berglund","Nytorget 752
17435 Jönköping"
"Erling Viberg","Fabriksvägen 2
73419 Uddevalla"
"Johan Lindqvist","Björkgränd 74
38600 Kristianstad"
"Otto Möller","Aspgränd 680
74529 Lund"
"Mariana Bengtsson-Svensson","Backgatan 05
64495 Sundsvall"
"Karl Söderström Nilsson","Skolvägen 536
85325 Luleå"
"Magnus Axelsson","Kvarntorget 670
66370 Borås"
"Lennart Näslund","Ringgatan 0
29802 Karlskrona"
"Anders Karlsson","Villagatan 1
18542 Karlskoga"
"Dagmar Svensson","Storvägen 23
84122 Nyköping"
"Matilda Andersson-Ahlgren","Skolgatan 9
60883 Borlänge"
"Elin Hansen Mårtensson","Furustigen 54
65684 Uddevalla"
"Evert Lundh","Villavägen 685
18949 Umeå"
"Karl Ekberg","Kyrkgränd 7
50247 Landskrona"
"Erik Lundström","Genstigen 507
88758 Falun"
"Hanna Andersson","Strandvägen 27
96861 Jönköping"
"Magnus Bengtsson","Parkstigen 092
74891 Jönköping"
"Viktoria Karlsson Axelsson","Granvägen 868
24734 Karlskrona"
"Wilmer Eriksson","Nygränd 045
52562 Alingsås"
"Emma Fredriksson Lind","Skogsvägen 7
56120 Lidköping"
"Vilhelmina Malm-Ali","Stationsvägen 8
37378 Borås"
"Lucas Berg","Stationsstigen 81
96809 Nyköping"
"Philip Larsen-Jakobsson","Parkvägen 028
33121 Trelleborg"
"Gunilla Andersen","Aspvägen 96
68494 Karlskoga"
"Evert Johansson","Parkvägen 4
21748 Borlänge"
"Robert Johansson","Storgatan 1
44746 Uppsala"
"Magnus Gustafsson","Kyrkovägen 30
18080 Borlänge"
"Hanna Olsson","Åkergatan 0
52042 Varberg"
"Kajsa Thorén","Villagränd 08
79531 Helsingborg"
"Elisabet Falk","Gengatan 33
37773 Helsingborg"
"Christina Alm","Furugatan 4
87393 Nyköping"
"Erik Stenström","Ringgatan 420
93554 Karlskrona"
"Kristina Björk","Parkvägen 19
18749 Kalmar"
"Elisabeth Månsson","Idrottsstigen 4
73489 Karlskrona"
"Inga-Lill Persson","Skoltorget 3
47210 Karlstad"
"Andreas Sundström-Lundqvist","Gengatan 252
79125 Linköping"
"Magnus Hedin","Björkstigen 021
50348 Karlskoga"
"Elisabeth Torstensson","Gengränd 875
76041 Växjö"
"Marie Frank Dahlqvist","Ekvägen 135
81655 Trelleborg"
"Helena Eriksson-Jönsson","Furugatan 766
30113 Nyköping"
"Lovisa Westerlund","Ängsgränd 97
97720 Kristianstad"
"Torbjörn Wahlgren","Ringgränd 068
63484 Göteborg"
"Lennart Bengtsson","Stationsgatan 07
73756 Örebro"
"Gunilla Karlsson Hansson","Furutorget 33
92536 Östersund"
"Josefin Nilsson","Kyrkgatan 394
20788 Malmö"
"Daniel Steen","Backgatan 213
56045 Falun"
"Magnus Jansson","Ekgatan 91
22665 Malmö"
"Sigrid Olsson","Skogsvägen 252
33406 Lund"
"Alexander Niklasson","Strandstigen 116
88827 Landskrona"
"Roy Knutsson","Skolvägen 9
31434 Lidingö"
"Vincent Asplund Lindgren","Backtorget 2
26196 Sundsvall"
"Magnus Svensson","Kyrkvägen 5
77204 Karlstad"
"Emilia Persson","Industrigatan 45
76754 Lidköping"
"Jonas Ek","Parkgatan 020
31905 Halmstad"
"Johan Karlsson","Kyrktorget 62
17356 Lund"
"Ida Eklund","Trädgårdsgränd 109
17505 Helsingborg"
"Magnus Karlsson","Aspgatan 6
31851 Kristianstad"
"Märta Karlsson","Ängsvägen 248
15380 Borås"
"Sandra Jakobsson","Backstigen 15
32215 Sundsvall"
"Anna Olsson Lindvall","Parkstigen 799
65342 Malmö"
"Reza Lindberg","Kyrkvägen 171
72855 Karlskoga"
"Margareta Gustafsson","Parkstigen 00
24010 Örnsköldsvik"
"Louise Andersson","Kyrkovägen 7
72071 Halmstad"
"Nils Forsberg","Kvarnvägen 276
35836 Malmö"
"Olov Karlsson-Josefsson","Storvägen 844
21312 Sundsvall"
"Lars-Åke Sjöstrand","Parkgränd 413
97203 Ängelholm"
"Magnus Larsson Östling","Industrigatan 208
90040 Nyköping"
"William Lidström","Aspgatan 079
17464 Varberg"
"Magnus Ståhl","Skolgränd 39
26613 Landskrona"
"Sara Ahlberg","Kvarngränd 91
21324 Södertälje"
"Gunnar Svensson","Parkgatan 88
67982 Örebro"
"Göran Tran","Gengränd 5
41038 Göteborg"
"Yvonne Bergman Hallgren","Granstigen 2
11897 Västerås"
"Oscar Kvist","Industrigränd 6
98096 Örnsköldsvik"
"Maria Alm-Dahlgren","Industrivägen 5
79637 Lund"
"Pernilla Strand","Trädgårdsstigen 964
24340 Södertälje"
"Magnus Larsson","Björkgatan 9
85124 Trelleborg"
"Magnus Almqvist Gustavsson","Villatorget 0
83942 Umeå"
"Bernt Johansson","Aspstigen 47
78851 Helsingborg"
"Olivia Wennberg","Nygränd 6
28910 Södertälje"
"Cristina Jakobsson","Storgatan 1
83995 Kristianstad"
"Stefan Boström","Industrivägen 014
97382 Södertälje"
"Henning Norlin","Idrottsgatan 4
16002 Eskilstuna"
"Maria Svensson Olsson","Stationsvägen 62
46359 Piteå"
"Gunnar Eliasson","Skolgatan 472
10221 Eskilstuna"
"Tord Lindholm","Parkgatan 541
40865 Örnsköldsvik"
"Magnus Sjöstrand","Järnvägsgränd 889
59235 Nyköping"
"Birgitta Bergman Bergkvist","Fabriksgränd 45
88405 Borlänge"
"Anders Ahmadi","Stationsstigen 280
21654 Östersund"
"Frida Alm","Stationsgatan 456
74307 Stockholm"
"Herman Wennberg","Fabriksvägen 42
53328 Kalmar"
"Kristina Selin","Furustigen 5
53857 Helsingborg"
"Adele Söderström","Kyrkovägen 8
86913 Halmstad"
"Ivan Hermansson","Parkgränd 07
25317 Borlänge"
"Elias Ekstrand","Skogsgatan 33
42152 Helsingborg"
"Olof Börjesson","Skogsgränd 3
84341 Uppsala"
"Mahmoud Larsen Danielsson","Ekgränd 9
77678 Lidingö"
"Christina Ivarsson","Stationstorget 447
46354 Växjö"
"Eleonora Bergstrand","Björkstigen 80
76227 Örnsköldsvik"
"My Öberg Sjögren","Villastigen 4
31598 Karlskoga"
"Karin Lundström Gustafsson","Nystigen 682
48384 Malmö"
"Olof Mustafa","Björkgatan 07
51439 Landskrona"
"Pontus Johansson","Åkergatan 7
63390 Lund"
"Henrik Norrman","Parkstigen 0
89098 Örebro"
"Daniel Svensson Larsson","Ängsgatan 41
95991 Umeå"
"Lena Forsman","Åkervägen 5
85380 Halmstad"
"Maj Bergström","Strandstigen 311
84490 Trollhättan"
"Karl Larsson","Idrottsvägen 6
63604 Mölndal"
"Per Lind","Furugatan 21
15349 Göteborg"
"Isabella Jansson","Skolgränd 8
77114 Landskrona"
"Anthony Bäck","Fabriksgränd 0
69213 Östersund"
"Evelyn Marklund","Ekgatan 5
46373 Karlskrona"
"Carl Steen","Skoltorget 5
30643 Kalmar"
"Kristoffer Gustafsson","Bäckgatan 3
88417 Malmö"
"Iris Osman Hultman","Kyrkogatan 13
43236 Motala"
"Agnes Holm","Aspgatan 539
75837 Örnsköldsvik"
"Maj Johnsson","Storgränd 4
82768 Trollhättan"
"Sven Svensson","Aspstigen 984
12431 Ängelholm"
"Angelika Karlsson","Industrigränd 65
75515 Umeå"
"Ellen Pettersson Holgersson","Industrivägen 591
37128 Malmö"
"Göte Persson","Björkgatan 49
41699 Eskilstuna"
"Bror Löfgren","Björkgatan 4
33122 Uddevalla"
"Carl Bergström-Persson","Järnvägsgatan 51
81650 Umeå"
"Josefine Gustafsson Högberg","Storstigen 864
86816 Karlstad"
"Olga Zetterberg","Gengränd 59
20570 Umeå"
"Anita Sjölund","Skoltorget 215
40763 Sandviken"
"Maj Karlsson","Genvägen 47
85733 Örnsköldsvik"
"Göte Persson Bergström","Industrigatan 27
78937 Halmstad"
"William Åberg","Kyrkgatan 88
25703 Östersund"
"Anna Samuelsson","Parkstigen 01
48836 Karlstad"
"Jan Åberg-Lind","Järnvägsgatan 7
66321 Lund"
"Jan Persson","Skolgatan 63
75477 Lidingö"
"Hillevi Nguyen","Backtorget 347
40672 Eskilstuna"
"Sofi Jönsson Paulsson","Ekvägen 1
77901 Luleå"
"Kent Ahmad","Villavägen 56
78367 Helsingborg"
"Inger Andersson","Strandtorget 39
20906 Sundsvall"
"Maj Lundkvist","Fabriksvägen 7
14917 Mölndal"
"Bengt Hellman Holmgren","Aspgatan 43
92942 Landskrona"
"Georg Alexandersson","Skolgatan 038
55336 Sundsvall"
"Christer Pettersson","Granstigen 1
87077 Skellefteå"
"Christina Lindqvist","Björkgatan 490
54719 Borlänge"
"Betty Eriksson-Skoog","Storstigen 260
46737 Motala"
"Sofia Frisk","Skolvägen 256
26342 Örnsköldsvik"
"Ian Olsson","Villagatan 63
66487 Göteborg"
"Kurt Hallberg","Fabriksvägen 715
62485 Trollhättan"
"Johan Karlsson","Ängsvägen 625
83347 Jönköping"
"Maj Nordlund","Parktorget 81
81622 Linköping"
"Margareta Jonsson-Andersson","Järnvägsgatan 340
29948 Nyköping"
"Mina Persson","Industrigatan 1
31028 Piteå"
"Erik Karlsson","Björkvägen 938
60813 Motala"
"Eva Jakobsson-Almqvist","Ängsstigen 22
15811 Motala"
"Birgitta Jansson","Storvägen 4
47417 Sandviken"
"Per Mattsson","Idrottsgatan 27
22627 Ängelholm"
"Maria Karlsson","Skogsgränd 2
32318 Norrköping"
"Linnéa Lindberg","Kyrkgränd 1
27815 Kalmar"
"Kaarina Granström","Ekvägen 8
60440 Karlstad"
"Maja Karlberg","Idrottstorget 662
22447 Sandviken"
"Robert Lindström Magnusson","Villatorget 062
35117 Skövde"
"Mattias Johansson","Idrottsvägen 513
31390 Sandviken"
"Theodor Backlund","Ringgatan 2
25436 Varberg"
"Anna Magnusson","Villatorget 3
26847 Halmstad"
"Rebecca Josefsson","Furugränd 019
67922 Motala"
"Felicia Westman","Kyrkogatan 360
58664 Falun"
"Bror Petersson Lundgren","Kyrkogatan 14
94468 Luleå"
"Elisabeth Svensson","Parkgatan 48
94107 Halmstad"
"Anders Larsson","Skogsgatan 1
38422 Östersund"
"Maja Larsen","Grantorget 1
58239 Malmö"
"William Larsson-Karlsson","Parkgatan 27
84466 Trelleborg"
"Ines Persson","Stationsgränd 947
30313 Karlstad"
"Christian Josefsson","Ängsstigen 0
48807 Sandviken"
"Bo Jonsson","Parkgatan 976
28364 Kristianstad"
"Laila Lindh","Kyrktorget 6
19868 Alingsås"
"Andrzej Fredriksson","Björkvägen 8
36925 Luleå"
"Isabel Lindström","Furugatan 999
44277 Borås"
"Kristina Blomqvist","Gengatan 602
59309 Trelleborg"
"Judith Karlsson","Furugatan 1
43745 Växjö"
"Malgorzata Arvidsson","Villagatan 754
95791 Uppsala"
"Jessica Samuelsson-Holm","Skolgatan 5
21396 Malmö"
"Viggo Andersson","Industritorget 876
79916 Skövde"
"Barbro Andersson","Industrivägen 4
16231 Ängelholm"
"Per-Erik Dahlgren","Idrottsgatan 189
76154 Sundsvall"
"Emma Blomberg","Grangatan 8
42490 Malmö"
"Hans Johansson","Järnvägsgatan 8
93334 Sandviken"
"Anita Forsell","Stationsgatan 05
46852 Mölndal"
"Ann-Marie Ljung Ohlsson","Industrivägen 550
82035 Motala"
"Stefan Karlsson","Industrigatan 166
10901 Lund"
"Malin Dahlin","Fabriksvägen 539
31492 Falun"
"Ulla Ekström","Nygränd 321
72643 Lidingö"
"Anders Levin Sjölin","Asptorget 88
27045 Karlstad"
"Josef Forslund","Aspvägen 0
81819 Karlskoga"
"Margareta Lundberg Öberg","Industritorget 024
95184 Landskrona"
"Ida Ahlqvist Söderlund","Bäckvägen 14
24134 Falun"
"Olivia Lilja","Kvarnstigen 5
34232 Karlstad"
"Melissa Österberg","Industritorget 330
46606 Lund"
"Anders Jansson","Kvarngränd 7
58949 Gävle"
"Oliver Pettersson","Aspgatan 77
34554 Helsingborg"
"Malin Källström-Larsson","Kyrkstigen 011
71185 Södertälje"
"Mikael Andersson","Villagränd 17
30366 Motala"
"Elisabeth Larsson","Skolvägen 8
84321 Karlskoga"
"Ellinor Lundqvist","Industrivägen 222
23634 Karlstad"
"Anna Green","Backgatan 0
32121 Skövde"
"Christer Svensson-Lindgren","Parktorget 446
82647 Motala"
"Mikael Norling","Stationstorget 0
90512 Örnsköldsvik"
"Anita Karlsson","Gentorget 83
13133 Trollhättan"
"Maria Karlsson","Ekvägen 289
39549 Lund"
"Olov Nyström","Strandtorget 22
27582 Karlskrona"
"Malin Lindh-Lindkvist","Kyrkotorget 19
87026 Piteå"
"Emma Larsson","Furuvägen 4
22231 Borlänge"
"Martin Olsson-Lundblad","Grangatan 486
85021 Lidköping"
"Elisabet Olsson","Björktorget 48
77451 Skövde"
"William Johansson","Järnvägsstigen 13
55540 Piteå"
"Anna Öberg","Storstigen 651
11018 Kristianstad"
"Theodor Olsson-Elofsson","Åkergatan 77
77413 Uppsala"
"Christer Friberg","Industrigränd 228
23224 Malmö"
"Eva Widén","Parkvägen 0
50113 Örebro"
"Eva Axelsson","Skoltorget 088
83927 Jönköping"
"Malin Ljunggren","Aspvägen 4
48470 Sundsvall"
"Sebastian Eriksson","Björkgränd 28
63314 Lidingö"
"Anna Karlsson","Skogsvägen 25
43735 Alingsås"
"Måns Jonsson-Einarsson","Aspstigen 436
34771 Helsingborg"
"Roland Persson","Järnvägsstigen 50
35247 Örebro"
"Josefine Karlsson-Hansson","Ringgatan 0
14084 Göteborg"
"Ingrid Sjöberg Alfredsson","Industrivägen 36
31104 Kalmar"
"Jan Sjödin","Kyrkgatan 71
80163 Östersund"
"Mikael Samuelsson","Kvarngatan 71
84219 Göteborg"
"Ulf Persson Johansson","Ringtorget 02
54965 Falun"
"Malin Nilsson","Järnvägsgatan 14
13156 Alingsås"
"Wilma Khalil Svensson","Furustigen 0
23799 Skövde"
"Amelie Brodin","Björkvägen 259
95823 Halmstad"
"Staffan Dahlberg","Genvägen 4
30341 Karlskoga"
"Henning Isaksson","Fabriksgatan 11
78587 Skellefteå"
"Sten Bergqvist Lundgren","Villagatan 335
61618 Västerås"
"Bertil Johansen-Olsson","Parkvägen 896
58422 Karlskrona"
"Johan Johansson Nilsson","Skolstigen 0
97051 Karlstad"
"Marianne Karlsson Svensson","Stationsvägen 740
42506 Skövde"
"Evelina Nilsson-Gustafsson","Stationsgatan 43
99998 Falun"
"Malin Nyström","Stationsgatan 5
25105 Umeå"
"Alicia Ottosson","Järnvägsvägen 698
72744 Helsingborg"
"Folke Li","Idrottsgatan 26
38204 Falun"
"Stig Söderberg","Ekgatan 67
57708 Borlänge"
"Daniella Ekman","Skolgränd 580
50944 Karlstad"
"Elisabet Blomqvist-Pettersson","Villatorget 311
95204 Jönköping"
"Christian Granström-Andersson","Idrottsgatan 108
67161 Trollhättan"
"Caroline Landström","Skolgatan 0
46734 Luleå"
"Erik Hellberg Lindgren","Parkgränd 77
38578 Stockholm"
"Johan Nyman","Idrottsgränd 18
94082 Skövde"
"Malin Wall","Skolstigen 9
10576 Umeå"
"Leif Östman Roth","Strandstigen 5
42803 Helsingborg"
"Mohammed Boman Osman","Ekgränd 18
79553 Luleå"
"Tony Ekelund","Furugatan 8
35346 Malmö"
"Karin Öhman","Industrivägen 79
46236 Trollhättan"
"Sebastian Gustafsson","Fabriksvägen 49
16097 Växjö"
"Johan Johansson","Stortorget 318
47119 Motala"
"Viola Dahl Nilsson","Idrottsstigen 8
44185 Trelleborg"
"Renée Brännström","Trädgårdsgränd 554
14378 Varberg"
"Elvira Ottosson","Storvägen 8
54589 Uppsala"
"Malin Wallin","Kyrkgatan 87
68415 Göteborg"
"Kristina Eriksson","Industrivägen 676
11613 Luleå"
"Ingrid Rask","Björkvägen 0
23924 Falun"
"Tove Halvarsson","Ringgatan 6
71573 Umeå"
"Iris Östlund","Kyrkvägen 523
99827 Lund"
"Helena Johansson","Nyvägen 1
66074 Nyköping"
"Matilda Andersson Larsson","Industrigränd 21
71998 Helsingborg"
"Axel Nyman","Parkgatan 9
68444 Alingsås"
"Petra Johansson","Villavägen 164
23873 Nyköping"
"Gabriel Holgersson-Höglund","Bäckgatan 2
67878 Örnsköldsvik"
"Malte Eriksson","Skolgatan 7
59576 Alingsås"
"Anna Larsson","Parkvägen 926
61814 Göteborg"
"Carl Lindgren","Aspgatan 0
29970 Falun"
"Mari Svensson","Kyrkgatan 781
10890 Ängelholm"
"Maria Persson Sandberg","Idrottsstigen 433
22429 Trollhättan"
"Erik Johansson","Ringgatan 38
76993 Lidingö"
"Lilian Mustafa","Aspvägen 26
96628 Lund"
"Kjell Pettersson","Backvägen 4
67113 Varberg"
"Tim Jakobsson-Nilsson","Furugränd 402
19999 Örnsköldsvik"
"Kerstin Hultgren","Strandstigen 113
44031 Trelleborg"
"Malte Granath","Aspvägen 6
66171 Göteborg"
"Karl Franzén","Backgatan 905
16274 Sundsvall"
"Carina Ingvarsson","Backgatan 7
65619 Växjö"
"Alexandra Berggren","Industritorget 087
97033 Alingsås"
"Elisabet Bergström","Skogsstigen 9
80604 Södertälje"
"Anna Hansson","Skogsgatan 7
34368 Norrköping"
"Benjamin Lindén","Parkvägen 6
47279 Göteborg"
"Elisabet Berglund","Ringvägen 9
12868 Sandviken"
"Karl Lindmark","Idrottstorget 3
45232 Malmö"
"Erik Johansson","Stationsgatan 173
47154 Örnsköldsvik"
"Malte Johansson","Backgatan 0
51627 Linköping"
"Marianne Åkerman Edlund","Ängsgatan 818
49383 Uppsala"
"Jan Nilsson","Strandgatan 41
35935 Ängelholm"
"Anna Månsson","Nyvägen 8
42950 Karlstad"
"Jörgen Holmgren","Bäckgatan 5
71290 Varberg"
"Hans Mohamed","Furustigen 2
78826 Lund"
"Håkan Adolfsson-Forsgren","Asptorget 3
31068 Varberg"
"Axel Ekstrand","Skoltorget 9
63202 Sundsvall"
"Kennet Wall","Ängsgatan 75
90468 Malmö"
"Elias Larsson","Fabriksvägen 1
87669 Linköping"
"Marco Berglund","Villatorget 098
26783 Karlskoga"
"Stefan Petersson","Strandtorget 337
18511 Varberg"
"Per Lundh","Industrigatan 56
92830 Malmö"
"Sten Hansen","Ekgatan 5
75974 Norrköping"
"Sandra Persson","Järnvägsgränd 3
28442 Nyköping"
"Anders Hägg-Sandberg","Skogsvägen 398
84223 Stockholm"
"Albin Johansson","Björkgränd 763
96891 Skellefteå"
"Ingemar Mohamed","Idrottsgatan 65
51589 Borlänge"
"Elisabeth Söderlund-Larsen","Kyrkotorget 8
33140 Malmö"
"Frans Andersson","Stationsgatan 557
35963 Göteborg"
"Marcus Lindgren Berglund","Åkergatan 8
47598 Kalmar"
"Conny Eriksson","Järnvägsvägen 038
56611 Örebro"
"Linnéa Asp-Adolfsson","Skolgränd 0
51657 Skellefteå"
"Agnes Sundström","Industrigatan 9
46829 Uddevalla"
"Ann-Mari Svahn","Ekgatan 139
77474 Piteå"
"Lisa Mårtensson","Skolgatan 9
12330 Eskilstuna"
"Ingegerd Larsson","Järnvägsgatan 863
31530 Nyköping"
"Anna Björk-Svensson","Industrigatan 371
68031 Lund"
"Maria Karlsson","Grangatan 346
61022 Malmö"
"Lars Israelsson Blomberg","Björkvägen 95
89421 Ängelholm"
"Marcus Lundberg","Furugatan 6
12612 Malmö"
"Elisabeth Haraldsson","Bäckvägen 077
77098 Umeå"
"Sara Johansson","Aspstigen 1
37243 Umeå"
"Birgitta Carlsson","Kvarngränd 18
64875 Örebro"
"Viola Andersson","Skogstorget 0
37726 Varberg"
"Karl Lindgren","Backstigen 63
13852 Mölndal"
"Pia Karlsson","Kyrkotorget 959
16729 Östersund"
"Karin Larsson","Björkgatan 80
43304 Falun"
"Viktoria Sandström","Åkervägen 3
40284 Eskilstuna"
"Kjell Jacobsson","Idrottsgränd 28
70642 Kristianstad"
"Marcus Ottosson","Villagatan 618
39374 Karlskrona"
"Anita Sandberg","Industrivägen 8
97518 Mölndal"
"Lillemor Hansson","Ringstigen 40
77728 Uddevalla"
"Theres Lindblom","Fabriksgränd 71
44300 Piteå"
"Suzanne Pettersson","Villagränd 889
68631 Mölndal"
"Viktor Jönsson","Strandvägen 240
15486 Sandviken"
