ავთანდილ ელიზბარაშვი18 
რუსუდან კერესელიძე  6
კარლო ალადაშვილი    14 
მარია ხაჭაპურიძე    1  
ვლადიმერ ნიკოლეიშვილ19 
აიდა თოდუა          7  
ვეფხვია გაბრიჭიძე   19 
თეა მგელაძე         13 
გია ხოზრევანიძე     0  
იზოლდა ნიკოლეიშვილი 12 
ნანული ცომაია       13 
უშანგი მუმლაძე      16
კარლო თოფურია       9  
რეზო გოგია          16 
ილია სირბილაძე      3  
აზა ძიძიგური        1  
მაყვალა შალამბერიძე 7  
ნონა მელიქიშვილი    16 
აიდა ტაკიძე         14 
